state_name;grade;id;created_at;updated_at;subject;boys;girls;trans_gender;boys_basic_and_below_basic;boys_proficient_and_advance;girls_basic_and_below_basic;girls_proficient_and_advance
Chandigarh;3;4;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;60.66539513;60.81321003;0;50.44775561;49.55224439;51.4434242;48.5565758
Chandigarh;3;4;2022-05-20T00:01:10;2022-05-20T00:01:10;language;66.16573707;66.96130652;0;57.05380001;42.94619999;52.3718135;47.6281865
Chandigarh;3;4;2022-05-20T00:01:10;2022-05-20T00:01:10;math;60.15647171;58.53243978;0;53.80774054;46.19225946;55.18267072;44.81732928
Chandigarh;5;41;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;50.44466332;54.25194663;0;68.24175424;31.75824576;56.17778017;43.82221983
Chandigarh;5;41;2022-05-20T00:01:11;2022-05-20T00:01:11;language;59.8401465;64.97167194;0;51.13600502;48.86399498;41.41952756;58.58047244
Chandigarh;5;41;2022-05-20T00:01:11;2022-05-20T00:01:11;math;49.09073692;47.85562766;0;68.18181415;31.81818585;69.77364409;30.22635591
Chandigarh;8;78;2022-05-20T00:01:11;2022-05-20T00:01:11;language;63.43699689;65.29629493;0;48.34399448;51.65600552;45.48869731;54.51130269
Chandigarh;8;78;2022-05-20T00:01:11;2022-05-20T00:01:11;math;45.59612836;47.00083897;0;54.16420243;45.83579757;49.20209394;50.79790606
Chandigarh;8;78;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;50.37063222;49.06461591;0;50.03661437;49.96338563;51.23401219;48.76598781
Chandigarh;8;78;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;48.01695156;48.92132681;0;61.90898105;38.09101895;61.02206542;38.97793458
Chandigarh;10;115;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;65.52394;65.12749;0;12.330351;87.66965;11.388049;88.61195
Chandigarh;10;115;2022-05-20T00:01:11;2022-05-20T00:01:11;math;43.64766;42.273438;0;52.45998;47.54002;51.806232;48.193768
Chandigarh;10;115;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;48.195778;53.074665;0;76.94832;23.051683;68.54534;31.45466
Chandigarh;10;115;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;47.14706;46.686462;0;66.20075;33.799248;66.08983;33.910168
Chandigarh;10;115;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;52.16935;52.455566;0;55.588734;44.411266;53.06333;46.93667
