state_name;grade;id;created_at;updated_at;subject;govt;govt_aided;private;central_govt;govt_basic_and_below_basic;govt_proficient_and_advance;govt_aided_basic_and_below_basic;govt_aided_proficient_and_advance;private_basic_and_below_basic;private_proficient_and_advance;central_govt_basic_and_below_basic;central_govt_proficient_and_advance
Jammu & Kashmir;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;55.44297221;54.11764706;62.03761179;55.49622901;62.51948309;37.48051691;64.70588235;35.29411765;48.67468627;51.32531373;62.38397961;37.61602039
Jammu & Kashmir;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;language;60.86170712;60;69.44289117;62.65180131;67.28137916;32.71862084;70.58823529;29.41176471;48.85606538;51.14393462;64.70204808;35.29795192
Jammu & Kashmir;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;math;56.80212753;56.40138408;61.13143594;53.98075657;60.21100954;39.78899046;58.82352941;41.17647059;51.58452246;48.41547754;66.32005963;33.67994037
Jammu & Kashmir;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;49.13546223;53.47222222;57.3359772;54.52600812;65.08251901;34.91748099;75;25;53.63590223;46.36409777;59.58723249;40.41276751
Jammu & Kashmir;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;language;52.81602864;60.83333333;65.77999036;62.53843011;63.0699992;36.9300008;62.5;37.5;40.16316228;59.83683772;43.12316327;56.87683673
Jammu & Kashmir;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;math;45.43066084;44.0625;48.87344099;48.50598523;73.59037848;26.40962152;87.5;12.5;68.69939104;31.30060896;70.87177434;29.12822566
Jammu & Kashmir;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;language;40.2050522;45.83333333;66.17788438;66.16931122;86.70903259;13.29096741;87.5;12.5;41.48571483;58.51428517;43.33939679;56.66060321
Jammu & Kashmir;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;math;33.43507514;27.91666667;41.98698333;38.78152639;73.46543157;26.53456843;75;25;58.92434662;41.07565338;65.84580926;34.15419074
Jammu & Kashmir;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;34.62208128;32.91666667;50.01978387;48.31101287;80.20878463;19.79121537;87.5;12.5;49.74172891;50.25827109;54.09861334;45.90138666
Jammu & Kashmir;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;35.48989101;28.75;46.53640061;42.37560154;82.69994668;17.30005332;100;0;63.85429056;36.14570944;73.00975421;26.99024579
Jammu & Kashmir;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;36.823906;20.714285;61.195866;64.27019;50.45016;49.54984;100;0;12.155429;87.844574;9.689619;90.31038
Jammu & Kashmir;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;math;26.596575;22.857143;34.045586;36.854443;88.35663;11.6433735;100;0;71.44911;28.55089;63.585598;36.414402
Jammu & Kashmir;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;29.452978;34.285713;40.18219;47.85975;98.549706;1.4502976;80;20;89.7398;10.260201;78.96512;21.034882
Jammu & Kashmir;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;30.836658;29.285715;43.479336;44.63317;95.63098;4.3690186;100;0;78.19247;21.807531;74.46619;25.533812
Jammu & Kashmir;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;30.929295;29.714285;45.494026;51.124134;93.06383;6.936175;100;0;67.804596;32.195404;56.01194;43.98806
