state_name;grade;id;created_at;updated_at;subject;state_average;national_average;state_average_scaled_2021;state_average_scaled_2017;below_basic;basic;proficient;advanced
Uttar Pradesh;3;9;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;54.01585781;57.41111026;300;303;26.76393596;34.12776092;29.99148758;9.116815547
Uttar Pradesh;3;9;2022-05-20T00:01:10;2022-05-20T00:01:10;language;57.84546493;61.88003463;314;314;33.53872098;33.88551936;23.58131117;8.99444849
Uttar Pradesh;3;9;2022-05-20T00:01:10;2022-05-20T00:01:10;math;53.63918273;56.94394351;298;309;27.4159771;35.08451039;27.82318428;9.676328225
Uttar Pradesh;5;46;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;46.3311602;48.48748114;279;300;37.79328068;32.68095127;24.19305904;5.332709011
Uttar Pradesh;5;46;2022-05-20T00:01:11;2022-05-20T00:01:11;language;52.30586763;55.19833154;302;300;24.95505605;38.53400708;28.46127125;8.049665623
Uttar Pradesh;5;46;2022-05-20T00:01:11;2022-05-20T00:01:11;math;41.24504632;43.71621283;278;301;39.30831824;38.6231036;17.4574899;4.611088257
Uttar Pradesh;8;83;2022-05-20T00:01:11;2022-05-20T00:01:11;language;46.89309243;52.97309821;286;293;29.47569253;46.87170963;16.49347006;7.159127787
Uttar Pradesh;8;83;2022-05-20T00:01:11;2022-05-20T00:01:11;math;33.07152292;36.02218948;247;262;34.00093098;42.86186203;16.97451075;6.162696235
Uttar Pradesh;8;83;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;35.32393767;39.38511521;237;266;44.9937707;34.90387444;15.13003466;4.972320201
Uttar Pradesh;8;83;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;36.32865261;39.33958349;244;271;46.78551694;38.0514591;9.119497763;6.043526191
Uttar Pradesh;10;120;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;34.43889;43.18472;253;0;35.11829;22.63545;35.070374;7.1758833
Uttar Pradesh;10;120;2022-05-20T00:01:11;2022-05-20T00:01:11;math;29.49514;32.09475;211;0;35.488697;47.47398;13.50808;3.5292435
Uttar Pradesh;10;120;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;38.453934;41.25734;252;0;60.606274;31.511269;7.524274;0.35818505
Uttar Pradesh;10;120;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;31.399906;34.924866;191;0;83.93527;12.039596;3.615672;0.40946433
Uttar Pradesh;10;120;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;32.586136;37.30951;214;0;75.028404;17.709208;6.3355303;0.92685956
