state_name;grade;id;created_at;updated_at;subject;sc;st;obc;general;sc_basic_and_below_basic;sc_proficient_and_advance;st_basic_and_below_basic;st_proficient_and_advance;obc_basic_and_below_basic;obc_proficient_and_advance;general_basic_and_below_basic;general_proficient_and_advance
Chhattisgarh;3;22;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;50.37550841;48.37693022;47.28808946;50.95833437;67.23816154;32.76183846;70.96991069;29.03008931;71.82966156;28.17033844;68.04995142;31.95004858
Chhattisgarh;3;22;2022-05-20T00:01:10;2022-05-20T00:01:10;language;52.6993008;51.55296802;50.48665437;53.96923248;72.76580152;27.23419848;74.77828305;25.22171695;75.84182117;24.15817883;72.5942005;27.4057995
Chhattisgarh;3;22;2022-05-20T00:01:10;2022-05-20T00:01:10;math;48.15553084;45.60979063;45.96112515;50.18242713;70.28417812;29.71582188;75.36047326;24.63952674;74.87803544;25.12196456;70.52576392;29.47423608
Chhattisgarh;5;59;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;38.81249921;41.84360936;41.2375303;48.08541162;84.20513818;15.79486182;79.34270539;20.65729461;81.48883298;18.51116702;71.26213154;28.73786846
Chhattisgarh;5;59;2022-05-20T00:01:11;2022-05-20T00:01:11;language;43.78688161;48.09198815;47.00486887;57.36088088;77.73030595;22.26969405;71.44181926;28.55818074;72.42141022;27.57858978;55.60774584;44.39225416
Chhattisgarh;5;59;2022-05-20T00:01:11;2022-05-20T00:01:11;math;32.18419554;33.54476399;34.83181924;42.09490774;91.65737621;8.342623793;90.18915246;9.810847537;88.59668155;11.40331845;80.0129205;19.9870795
Chhattisgarh;8;96;2022-05-20T00:01:11;2022-05-20T00:01:11;language;46.04210436;46.7308369;49.92394657;62.81887269;77.53859008;22.46140992;78.54180292;21.45819708;72.30258082;27.69741918;48.28085929;51.71914071
Chhattisgarh;8;96;2022-05-20T00:01:11;2022-05-20T00:01:11;math;27.32371732;27.82227438;29.64825581;36.4449729;91.09722002;8.902779979;90.74458726;9.255412736;88.02375034;11.97624966;73.93785545;26.06214455
Chhattisgarh;8;96;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;34.0422665;34.61053936;35.27598614;44.25030639;85.71175848;14.28824152;84.98176754;15.01823246;82.4457375;17.5542625;59.56492198;40.43507802
Chhattisgarh;8;96;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;33.19179682;34.30699374;35.40081037;41.68191201;92.93996267;7.060037325;90.59389619;9.406103805;89.24880803;10.75119197;77.28528087;22.71471913
Chhattisgarh;10;133;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;33.325348;32.68577;34.67073;52.433453;60.84775;39.15225;60.058853;39.941147;56.071598;43.928402;27.72417;72.275826
Chhattisgarh;10;133;2022-05-20T00:01:11;2022-05-20T00:01:11;math;25.585405;26.012457;26.99037;32.603516;93.38207;6.617926;92.06134;7.938663;91.2003;8.7997;76.38964;23.610355
Chhattisgarh;10;133;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;39.494675;37.988724;40.892326;47.24824;91.130486;8.869516;93.925064;6.0749383;90.90257;9.097428;79.99701;20.002993
Chhattisgarh;10;133;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;30.12329;29.824238;30.427185;37.733223;97.4888;2.5111983;97.545044;2.4549572;97.203415;2.7965884;86.48636;13.513643
Chhattisgarh;10;133;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;31.5375;31.57956;33.038136;40.718388;96.571014;3.428984;96.19265;3.8073483;94.152916;5.847081;77.41434;22.585663
