state_name;grade;id;created_at;updated_at;subject;govt;govt_aided;private;central_govt;govt_basic_and_below_basic;govt_proficient_and_advance;govt_aided_basic_and_below_basic;govt_aided_proficient_and_advance;private_basic_and_below_basic;private_proficient_and_advance;central_govt_basic_and_below_basic;central_govt_proficient_and_advance
Maharashtra;3;27;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;65.34646074;63.24066694;57.8258659;54.22163196;42.09983272;57.90016728;46.39908654;53.60091346;57.92050317;42.07949683;64.13390806;35.86609194
Maharashtra;3;27;2022-05-20T00:01:10;2022-05-20T00:01:10;language;69.8923042;67.72101466;62.64722201;59.81118987;51.21377516;48.78622484;54.66648806;45.33351194;60.06404491;39.93595509;66.13761787;33.86238213
Maharashtra;3;27;2022-05-20T00:01:10;2022-05-20T00:01:10;math;64.46366772;62.42020686;57.28285454;53.09810481;45.17657461;54.82342539;48.999689;51.000311;59.93514187;40.06485813;67.72847353;32.27152647
Maharashtra;5;64;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;54.80192067;51.05080177;49.05864403;51.77696725;56.70377569;43.29622431;62.84185162;37.15814838;69.17524151;30.82475849;62.4021237;37.5978763
Maharashtra;5;64;2022-05-20T00:01:11;2022-05-20T00:01:11;language;60.56151302;57.69051828;58.89655264;60.44248132;50.05527072;49.94472928;54.32698898;45.67301102;51.8656082;48.1343918;48.19335921;51.80664079
Maharashtra;5;64;2022-05-20T00:01:11;2022-05-20T00:01:11;math;48.97181503;44.46229699;43.64729617;46.26755595;65.81225372;34.18774628;73.82547671;26.17452329;78.32671531;21.67328469;72.87127491;27.12872509
Maharashtra;8;101;2022-05-20T00:01:11;2022-05-20T00:01:11;language;49.9674138;54.02652923;65.24610551;60.81636712;72.49536668;27.50463332;64.51351923;35.48648077;42.93556958;57.06443042;51.2025061;48.7974939
Maharashtra;8;101;2022-05-20T00:01:11;2022-05-20T00:01:11;math;32.17023355;33.18829082;37.00497546;38.06326678;80.75724929;19.24275071;79.56726752;20.43273248;74.24145998;25.75854002;69.71972133;30.28027867
Maharashtra;8;101;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;36.0683029;37.07023481;45.0583701;45.02494612;80.75035413;19.24964587;79.03665087;20.96334913;59.95404222;40.04595778;59.3968469;40.6031531
Maharashtra;8;101;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;37.8873407;39.19513639;42.48192161;40.87642024;82.7271583;17.2728417;81.23974035;18.76025965;75.82399129;24.17600871;77.32389352;22.67610648
Maharashtra;10;138;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;35.503544;41.09608;60.865353;57.53729;52.555145;47.444855;40.101254;59.898746;14.475709;85.52429;22.214739;77.78526
Maharashtra;10;138;2022-05-20T00:01:11;2022-05-20T00:01:11;math;25.549536;27.96231;32.756123;36.45192;94.012474;5.987525;87.73932;12.260684;76.10521;23.894793;65.20033;34.79967
Maharashtra;10;138;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;39.695198;44.12105;45.45082;41.866478;92.592384;7.407618;87.27173;12.7282715;85.31801;14.681991;81.97021;18.029795
Maharashtra;10;138;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;29.54066;32.071014;39.828033;41.46019;99.106125;0.89387614;97.75841;2.2415924;85.716064;14.283938;78.72094;21.279064
Maharashtra;10;138;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;31.077757;35.187332;43.87925;45.195904;95.83984;4.160156;90.3021;9.6979;71.1641;28.8359;67.447685;32.552315
