state_name;grade;id;created_at;updated_at;subject;govt;govt_aided;private;central_govt;govt_basic_and_below_basic;govt_proficient_and_advance;govt_aided_basic_and_below_basic;govt_aided_proficient_and_advance;private_basic_and_below_basic;private_proficient_and_advance;central_govt_basic_and_below_basic;central_govt_proficient_and_advance
Jharkhand;3;20;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;53.46248474;52.56571264;57.69275344;46.93655347;62.10055492;37.89944508;63.75590029;36.24409971;58.06004366;41.93995634;76.29100109;23.70899891
Jharkhand;3;20;2022-05-20T00:01:10;2022-05-20T00:01:10;language;57.15721403;54.44155123;64.82657117;50.96638007;68.36495343;31.63504657;69.46739328;30.53260672;56.25544325;43.74455675;76.90396318;23.09603682
Jharkhand;3;20;2022-05-20T00:01:10;2022-05-20T00:01:10;math;53.12351993;50.93476439;58.06024526;49.01648432;62.71855261;37.28144739;65.69788052;34.30211948;58.46564438;41.53435562;73.44385879;26.55614121
Jharkhand;5;57;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;45.06177762;39.88944195;55.23612994;43.17500266;70.66328407;29.33671593;82.68656698;17.31343302;57.88335389;42.11664611;78.63428061;21.36571939
Jharkhand;5;57;2022-05-20T00:01:11;2022-05-20T00:01:11;language;48.8920963;47.0810395;67.02036829;51.26710303;67.97496367;32.02503633;71.8272814;28.1727186;37.13947782;62.86052218;65.44978723;34.55021277
Jharkhand;5;57;2022-05-20T00:01:11;2022-05-20T00:01:11;math;39.94410723;33.03776128;48.3542906;41.12357896;78.41272437;21.58727563;90.97826085;9.021739147;69.83982521;30.16017479;80.64767219;19.35232781
Jharkhand;8;94;2022-05-20T00:01:11;2022-05-20T00:01:11;language;42.96593723;49.88265864;63.63006763;62.60700197;84.46084973;15.53915027;74.52861642;25.47138358;46.9753697;53.0246303;49.70016845;50.29983155
Jharkhand;8;94;2022-05-20T00:01:11;2022-05-20T00:01:11;math;33.80050573;30.41895811;41.33517097;42.35037546;76.18103103;23.81896897;88.00350338;11.99649662;60.08676753;39.91323247;59.9911614;40.0088386
Jharkhand;8;94;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;35.04383688;35.41109255;45.8478059;45.17146428;81.59572922;18.40427078;83.93388023;16.06611977;57.24803246;42.75196754;57.68348468;42.31651532
Jharkhand;8;94;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;36.48347407;37.53584378;44.07190722;41.29528303;83.5780551;16.4219449;86.717254;13.282746;71.74166607;28.25833393;78.0933692;21.9066308
Jharkhand;10;131;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;35.21768;37.01573;47.8272;55.69165;53.346012;46.653988;45.929207;54.070793;31.913614;68.08639;16.923922;83.07608
Jharkhand;10;131;2022-05-20T00:01:11;2022-05-20T00:01:11;math;30.147333;27.98993;32.610226;40.35074;81.413704;18.586298;87.62773;12.372266;75.828514;24.171486;55.34267;44.65733
Jharkhand;10;131;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;36.27331;40.925014;43.411247;52.604588;95.23172;4.7682796;91.22321;8.776789;85.4409;14.559097;66.97972;33.020283
Jharkhand;10;131;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;32.34953;31.313986;36.797764;41.26234;96.17199;3.8280084;98.09452;1.9054807;88.73324;11.266759;81.69285;18.307154
Jharkhand;10;131;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;35.2499;35.339;39.889496;45.74125;89.991234;10.008764;92.90049;7.0995083;80.33679;19.66321;68.27678;31.723223
