state_name;grade;id;created_at;updated_at;subject;govt;govt_aided;private;central_govt;govt_basic_and_below_basic;govt_proficient_and_advance;govt_aided_basic_and_below_basic;govt_aided_proficient_and_advance;private_basic_and_below_basic;private_proficient_and_advance;central_govt_basic_and_below_basic;central_govt_proficient_and_advance
Mizoram;3;15;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;63.74994524;0;57.19745185;48.99763262;41.91243741;58.08756259;0;0;58.25488351;41.74511649;71.96780793;28.03219207
Mizoram;3;15;2022-05-20T00:01:10;2022-05-20T00:01:10;language;69.34711684;0;64.675918;51.55271802;50.4860611;49.5139389;0;0;55.20335235;44.79664765;74.94162902;25.05837098
Mizoram;3;15;2022-05-20T00:01:10;2022-05-20T00:01:10;math;59.8990411;0;54.46465285;46.09330679;52.06330145;47.93669855;0;0;63.94482452;36.05517548;80.93054437;19.06945563
Mizoram;5;52;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;42.21014632;40.10770107;42.27267175;49.14131723;77.21334446;22.78665554;85.66604216;14.33395784;80.80068985;19.19931015;69.48553977;30.51446023
Mizoram;5;52;2022-05-20T00:01:11;2022-05-20T00:01:11;language;47.91861063;50.89758205;52.30781638;58.01292585;70.47860861;29.52139139;66.38992664;33.61007336;64.12721518;35.87278482;49.1734585;50.8265415
Mizoram;5;52;2022-05-20T00:01:11;2022-05-20T00:01:11;math;37.38357989;35.14424444;37.53840568;41.52079753;86.15143344;13.84856656;90.6200073;9.379992703;87.70200246;12.29799754;85.51602049;14.48397951
Mizoram;8;89;2022-05-20T00:01:11;2022-05-20T00:01:11;language;38.86156696;51.54173252;58.68284799;48.24609297;87.39652561;12.60347439;70.96645717;29.03354283;56.77592021;43.22407979;72.90176677;27.09823323
Mizoram;8;89;2022-05-20T00:01:11;2022-05-20T00:01:11;math;28.9093887;28.47023498;31.46835938;32.08191199;87.1030629;12.8969371;91.97930706;8.02069294;83.65055948;16.34944052;77.59552014;22.40447986
Mizoram;8;89;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;31.99190745;37.84618672;40.1599543;40.08183299;90.53076;9.469240001;81.19542;18.80458;72.85576259;27.14423741;77.72125166;22.27874834
Mizoram;8;89;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;33.08052543;34.99211626;37.09926928;33.4996132;88.88322462;11.11677538;91.94114088;8.058859118;88.79147578;11.20852422;90.67111879;9.32888121
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;39.334003;47.82488;48.422466;36.139046;49.14528;50.85472;37.1661;62.8339;30.383087;69.61691;58.495945;41.504055
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;math;25.965359;27.339079;27.826296;23.18616;92.5444;7.455595;94.77481;5.2251854;91.817116;8.182885;99.4581;0.5418999
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;24.000216;25.386326;24.02943;26.230848;99.50091;0.49908906;97.90964;2.0903645;99.88849;0.11151111;100;0
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;29.366983;33.474945;32.037968;28.93455;98.631195;1.3688028;96.73219;3.2678037;98.64555;1.3544427;99.33591;0.6640956
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;31.449192;35.010143;34.74933;33.6168;96.02199;3.978009;88.401184;11.598813;90.98289;9.017117;94.23248;5.76752
