state_name;grade;id;created_at;updated_at;subject;state_average;national_average;state_average_scaled_2021;state_average_scaled_2017;below_basic;basic;proficient;advanced
Tripura;3;16;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;52.29145827;57.41111026;297;323;27.85917986;37.23709054;27.60856152;7.29516808
Tripura;3;16;2022-05-20T00:01:10;2022-05-20T00:01:10;language;57.2217445;61.88003463;313;336;37.07880394;30.85581009;21.61063543;10.45475054
Tripura;3;16;2022-05-20T00:01:10;2022-05-20T00:01:10;math;50.66101558;56.94394351;292;318;30.47025985;38.68502233;22.83990435;8.004813466
Tripura;5;53;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;45.97320718;48.48748114;277;308;37.21451495;34.88261931;24.50836058;3.394505163
Tripura;5;53;2022-05-20T00:01:11;2022-05-20T00:01:11;language;52.70693712;55.19833154;304;316;22.06106601;41.40446286;28.67900282;7.855468315
Tripura;5;53;2022-05-20T00:01:11;2022-05-20T00:01:11;math;39.50679045;43.71621283;275;304;39.98979908;42.6568011;14.14449596;3.208903857
Tripura;8;90;2022-05-20T00:01:11;2022-05-20T00:01:11;language;53.35163456;52.97309821;303;300;18.34543444;48.35491752;21.79708111;11.50256693
Tripura;8;90;2022-05-20T00:01:11;2022-05-20T00:01:11;math;35.29811864;36.02218948;252;258;28.22779202;47.52907711;18.4616143;5.781516574
Tripura;8;90;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;40.13978699;39.38511521;252;266;35.23600104;34.02733437;22.9723098;7.764354788
Tripura;8;90;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;40.0879308;39.33958349;257;265;34.67280751;45.17907127;13.03058837;7.117532847
Tripura;10;127;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;42.010414;43.18472;273;235;22.633823;19.930508;41.23279;16.202875
Tripura;10;127;2022-05-20T00:01:11;2022-05-20T00:01:11;math;30.377111;32.09475;214;236;32.63772;50.36599;12.343488;4.652802
Tripura;10;127;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;38.166737;41.25734;250;251;61.118652;33.560925;5.160221;0.1602042
Tripura;10;127;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;33.267826;34.924866;198;239;78.392265;15.675383;5.3528357;0.5795166
Tripura;10;127;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;35.533764;37.30951;225;236;65.63203;23.284424;9.969263;1.1142865
