state_name;grade;id;created_at;updated_at;subject;boys;girls;trans_gender;boys_basic_and_below_basic;boys_proficient_and_advance;girls_basic_and_below_basic;girls_proficient_and_advance
Puducherry;3;34;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;62.36913863;59.9282503;0;51.78085348;48.21914652;56.47980596;43.52019404
Puducherry;3;34;2022-05-20T00:01:10;2022-05-20T00:01:10;language;65.60079998;66.18442952;0;57.18090246;42.81909754;59.82107636;40.17892364
Puducherry;3;34;2022-05-20T00:01:10;2022-05-20T00:01:10;math;59.48103903;60.11641547;0;53.50904271;46.49095729;56.4846448;43.5153552
Puducherry;5;71;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;52.35495359;50.94298226;0;62.05331117;37.94668883;69.43142535;30.56857465
Puducherry;5;71;2022-05-20T00:01:11;2022-05-20T00:01:11;language;59.515367;60.1000521;0;50.43381535;49.56618465;50.42302378;49.57697622
Puducherry;5;71;2022-05-20T00:01:11;2022-05-20T00:01:11;math;48.91974457;44.8716606;0;68.47245743;31.52754257;75.19871715;24.80128285
Puducherry;8;108;2022-05-20T00:01:11;2022-05-20T00:01:11;language;53.53246022;60.6405761;0;63.55874319;36.44125681;52.75420918;47.24579082
Puducherry;8;108;2022-05-20T00:01:11;2022-05-20T00:01:11;math;34.91407038;35.54965285;0;78.8993231;21.1006769;76.62668803;23.37331197
Puducherry;8;108;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;42.37324415;41.34686253;0;64.43833575;35.56166425;69.76717352;30.23282648
Puducherry;8;108;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;39.64433996;39.62526277;0;81.67644213;18.32355787;81.52276067;18.47723933
Puducherry;10;145;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;59.380894;60.92904;0;18.142178;81.85782;8.622216;91.377785
Puducherry;10;145;2022-05-20T00:01:11;2022-05-20T00:01:11;math;34.234653;33.863514;0;73.54769;26.452312;76.541435;23.458569
Puducherry;10;145;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;27.83292;28.437826;0;99.67403;0.32597405;97.07634;2.9236612
Puducherry;10;145;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;37.785423;40.16238;0;86.58484;13.415159;87.81989;12.180108
Puducherry;10;145;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;44.73125;43.620274;0;67.311874;32.68813;74.63851;25.361486
