state_name;grade;id;created_at;updated_at;subject;govt;govt_aided;private;central_govt;govt_basic_and_below_basic;govt_proficient_and_advance;govt_aided_basic_and_below_basic;govt_aided_proficient_and_advance;private_basic_and_below_basic;private_proficient_and_advance;central_govt_basic_and_below_basic;central_govt_proficient_and_advance
West Bengal;3;19;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;59.15346;66.15584251;66.00439381;55.05495262;51.55903522;48.44096478;38.73172436;61.26827564;41.60105518;58.39894482;61.57311644;38.42688356
West Bengal;3;19;2022-05-20T00:01:10;2022-05-20T00:01:10;language;64.75804447;73.93048704;74.23511239;60.61737813;55.17313809;44.82686191;38.63730879;61.36269121;40.49169822;59.50830178;63.49349012;36.50650988
West Bengal;3;19;2022-05-20T00:01:10;2022-05-20T00:01:10;math;58.5310925;62.1110532;64.35694195;55.08857449;53.17220473;46.82779527;45.04074437;54.95925563;45.08839623;54.91160377;63.68288849;36.31711151
West Bengal;5;56;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;49.25613143;54.24267509;59.99120955;55.22098597;66.3712668;33.6287332;56.63015899;43.36984101;45.24029419;54.75970581;57.44974805;42.55025195
West Bengal;5;56;2022-05-20T00:01:11;2022-05-20T00:01:11;language;55.1950878;65.65125448;71.46774538;63.9524485;57.72472648;42.27527352;40.91220536;59.08779464;30.06074591;69.93925409;43.38209027;56.61790973
West Bengal;5;56;2022-05-20T00:01:11;2022-05-20T00:01:11;math;42.56138074;45.14481619;52.97590212;49.29827598;76.80614287;23.19385713;73.99909029;26.00090971;60.27538187;39.72461813;69.71574566;30.28425434
West Bengal;8;93;2022-05-20T00:01:11;2022-05-20T00:01:11;language;52.97206137;70.37938127;68.40280638;66.90184665;63.19686301;36.80313699;32.46606287;67.53393713;34.60396577;65.39603423;39.9176307;60.0823693
West Bengal;8;93;2022-05-20T00:01:11;2022-05-20T00:01:11;math;33.61181535;40.62494349;47.3489894;44.7040456;79.16551028;20.83448972;59.23357906;40.76642094;48.87251164;51.12748836;56.2927531;43.7072469
West Bengal;8;93;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;39.45659017;47.7069011;51.89738879;49.39482966;70.52344742;29.47655258;51.43283234;48.56716766;40.96068647;59.03931353;49.27259239;50.72740761
West Bengal;8;93;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;40.08846995;44.22535412;49.66406953;44.95776432;78.63266381;21.36733619;72.25988201;27.74011799;54.57723598;45.42276402;70.18231461;29.81768539
West Bengal;10;130;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;39.304523;64.149475;71.44435;65.12305;44.03706;55.96294;8.544934;91.45506;6.563106;93.4369;8.891204;91.108795
West Bengal;10;130;2022-05-20T00:01:11;2022-05-20T00:01:11;math;28.945257;33.156513;40.391685;38.166656;85.23473;14.765265;75.91244;24.087563;57.797005;42.202995;61.577133;38.422867
West Bengal;10;130;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;42.433384;48.938538;46.628395;49.139942;88.22649;11.773517;76.621445;23.378557;76.99515;23.004856;75.65301;24.346994
West Bengal;10;130;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;32.94097;39.738117;47.616154;45.0593;95.713486;4.286511;86.69498;13.305022;69.11551;30.884491;71.26205;28.73795
West Bengal;10;130;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;34.721222;41.912884;52.05667;50.822983;90.83004;9.169963;74.13063;25.869368;51.260654;48.739346;56.45081;43.54919
