state_name;grade;id;created_at;updated_at;subject;sc;st;obc;general;sc_basic_and_below_basic;sc_proficient_and_advance;st_basic_and_below_basic;st_proficient_and_advance;obc_basic_and_below_basic;obc_proficient_and_advance;general_basic_and_below_basic;general_proficient_and_advance
Jharkhand;3;20;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;51.40072715;52.77780756;53.50946774;58.23388586;65.45654435;34.54345565;64.63952222;35.36047778;62.30729543;37.69270457;55.67669027;44.32330973
Jharkhand;3;20;2022-05-20T00:01:10;2022-05-20T00:01:10;language;56.10089853;55.29356912;57.20509099;65.03183467;69.18828161;30.81171839;70.74856684;29.25143316;67.09946378;32.90053622;56.4213419;43.5786581
Jharkhand;3;20;2022-05-20T00:01:10;2022-05-20T00:01:10;math;50.71354981;50.38353241;54.17190659;58.12255932;68.83273425;31.16726575;68.42405;31.57595;60.74827013;39.25172987;56.56803554;43.43196446
Jharkhand;5;57;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;44.27119862;42.9441123;45.87298893;53.7571799;72.0243839;27.9756161;76.22487962;23.77512038;70.82205377;29.17794623;59.85149191;40.14850809
Jharkhand;5;57;2022-05-20T00:01:11;2022-05-20T00:01:11;language;47.89227121;48.63859111;51.21278747;65.54156525;69.71749029;30.28250971;68.82627866;31.17372134;64.51544782;35.48455218;39.30118722;60.69881278
Jharkhand;5;57;2022-05-20T00:01:11;2022-05-20T00:01:11;math;38.70469256;35.94460713;40.98808432;47.7341614;81.31884508;18.68115492;85.53114004;14.46885996;78.19758533;21.80241467;70.00970265;29.99029735
Jharkhand;8;94;2022-05-20T00:01:11;2022-05-20T00:01:11;language;46.37192398;46.29750505;49.81478615;67.91684129;77.95925172;22.04074828;79.77368759;20.22631241;72.81201566;27.18798434;37.14904444;62.85095556
Jharkhand;8;94;2022-05-20T00:01:11;2022-05-20T00:01:11;math;33.58936319;31.18975075;36.97016429;44.04332886;76.04974918;23.95025082;84.18948146;15.81051854;69.37500203;30.62499797;54.63720923;45.36279077
Jharkhand;8;94;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;35.94834938;35.25757585;38.73641979;48.73247767;80.73770852;19.26229148;82.29608432;17.70391568;73.2692595;26.7307405;50.04433873;49.95566127
Jharkhand;8;94;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;36.70544497;35.48539421;39.75239682;45.75297714;83.00228681;16.99771319;88.19384358;11.80615642;78.71826462;21.28173538;67.773359;32.226641
Jharkhand;10;131;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;36.512;35.888824;39.75986;52.837837;52.133133;47.866867;53.525356;46.474644;44.365486;55.634514;24.176348;75.823654
Jharkhand;10;131;2022-05-20T00:01:11;2022-05-20T00:01:11;math;29.700083;28.127056;31.743505;34.907185;82.57089;17.429106;87.209076;12.790922;77.34716;22.652836;70.151184;29.848816
Jharkhand;10;131;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;36.591496;36.502953;39.544395;46.421085;93.35971;6.6402893;94.788994;5.211005;91.330345;8.669659;80.23089;19.76911
Jharkhand;10;131;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;31.984777;31.037645;34.540985;39.015102;94.91724;5.0827665;97.42182;2.5781746;93.1748;6.8252068;86.13456;13.865438
Jharkhand;10;131;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;35.394207;34.089447;37.49034;42.495697;89.86333;10.136674;92.72456;7.275438;85.83128;14.1687155;74.02637;25.973633
