state_name;grade;id;created_at;updated_at;subject;urban;rural;rural_basic_and_below_basic;rural_proficient_and_advance;urban_basic_and_below_basic;urban_proficient_and_advance
Daman & Diu;3;25;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;47.80754918;53.08995565;64.18318553;35.81681447;69.15002223;30.84997777
Daman & Diu;3;25;2022-05-20T00:01:10;2022-05-20T00:01:10;language;52.61792376;55.47042182;70.27443741;29.72556259;74.66324452;25.33675548
Daman & Diu;3;25;2022-05-20T00:01:10;2022-05-20T00:01:10;math;48.10066764;54.27743248;61.33394829;38.66605171;77.01125296;22.98874704
Daman & Diu;5;62;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;42.91700248;42.99962709;79.84625593;20.15374407;82.96716455;17.03283545
Daman & Diu;5;62;2022-05-20T00:01:11;2022-05-20T00:01:11;language;46.49514462;50.71845345;67.99472063;32.00527937;76.06866705;23.93133295
Daman & Diu;5;62;2022-05-20T00:01:11;2022-05-20T00:01:11;math;40.98358805;37.09280425;86.90846046;13.09153954;78.22492919;21.77507081
Daman & Diu;8;99;2022-05-20T00:01:11;2022-05-20T00:01:11;language;51.60802328;55.23250169;63.74642678;36.25357322;72.99805668;27.00194332
Daman & Diu;8;99;2022-05-20T00:01:11;2022-05-20T00:01:11;math;37.18066455;33.29223897;80.11527339;19.88472661;73.64182072;26.35817928
Daman & Diu;8;99;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;36.71329178;39.86330304;73.76271209;26.23728791;83.76767371;16.23232629
Daman & Diu;8;99;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;35.68627007;37.08615947;85.87851644;14.12148356;88.08842137;11.91157863
Daman & Diu;10;136;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;45.91399;47.487392;26.387726;73.612274;33.59043;66.40957
Daman & Diu;10;136;2022-05-20T00:01:11;2022-05-20T00:01:11;math;26.738705;30.339687;83.48238;16.517616;92.27965;7.7203536
Daman & Diu;10;136;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;39.857433;43.19063;87.08523;12.914769;93.432144;6.5678577
Daman & Diu;10;136;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;32.54875;35.994373;93.24642;6.753577;95.63096;4.369044
Daman & Diu;10;136;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;34.506573;39.206043;79.86912;20.130884;95.135445;4.864552
