state_name;grade;id;created_at;updated_at;subject;urban;rural;rural_basic_and_below_basic;rural_proficient_and_advance;urban_basic_and_below_basic;urban_proficient_and_advance
National Average;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;56.44423446;57.98004094;54.76399923;45.23600077;58.3951908;41.6048092
National Average;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;language;61.0835975;62.34839385;60.71006059;39.28993941;62.0639898;37.9360102
National Average;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;math;55.66644352;57.69701574;56.02262855;43.97737145;60.65647491;39.34352509
National Average;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;48.19266437;48.66633005;66.73240299;33.26759701;69.64502439;30.35497561
National Average;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;language;56.08418874;54.65802857;59.38291837;40.61708163;56.89026295;43.10973705
National Average;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;math;42.88640046;44.22027095;73.67831007;26.32168993;77.60268427;22.39731573
National Average;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;language;58.15543364;49.9889401;71.43574679;28.56425321;57.13951567;42.86048433
National Average;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;math;36.67959287;35.64245879;73.21747862;26.78252138;73.39262596;26.60737404
National Average;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;41.72929444;38.03087522;74.66609171;25.33390829;67.68646856;32.31353144
National Average;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;40.2705988;38.80087121;80.242401;19.757599;79.61622908;20.38377092
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;49.898163;39.491722;46.846058;53.153942;29.119259;70.88074
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;math;32.957157;31.621138;78.44802;21.551975;75.90074;24.099257
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;43.751755;39.905453;91.311325;8.688678;86.23448;13.765517
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;37.213913;33.67045;93.17469;6.8253117;87.96099;12.039008
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;40.200687;35.72619;88.15509;11.8449135;79.54645;20.45355
