state_name;grade;id;created_at;updated_at;subject;sc;st;obc;general;sc_basic_and_below_basic;sc_proficient_and_advance;st_basic_and_below_basic;st_proficient_and_advance;obc_basic_and_below_basic;obc_proficient_and_advance;general_basic_and_below_basic;general_proficient_and_advance
Tamil Nadu;3;33;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;58.24577227;60.38995395;57.52547591;51.90901277;55.46472102;44.53527898;57.35757356;42.64242644;56.63020473;43.36979527;64.3142269;35.6857731
Tamil Nadu;3;33;2022-05-20T00:01:10;2022-05-20T00:01:10;language;62.50931834;63.00215593;62.03673889;56.53818631;61.24339996;38.75660004;58.32840114;41.67159886;61.6631488;38.3368512;68.98286801;31.01713199
Tamil Nadu;3;33;2022-05-20T00:01:10;2022-05-20T00:01:10;math;56.70953143;57.40382469;56.98192372;51.43914648;60.16502893;39.83497107;57.14264406;42.85735594;58.07193451;41.92806549;65.88296485;34.11703515
Tamil Nadu;5;70;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;47.25871852;45.00231757;45.31828497;44.69649655;68.10353969;31.89646031;71.87457921;28.12542079;73.6487619;26.3512381;74.65505592;25.34494408
Tamil Nadu;5;70;2022-05-20T00:01:11;2022-05-20T00:01:11;language;50.94209032;48.83771577;49.99686792;49.65730835;64.88179946;35.11820054;68.38458414;31.61541586;67.32848011;32.67151989;67.37068863;32.62931137
Tamil Nadu;5;70;2022-05-20T00:01:11;2022-05-20T00:01:11;math;42.92628483;40.88288144;41.57268424;39.82959319;74.44617817;25.55382183;78.87880837;21.12119163;78.66288877;21.33711123;82.13837511;17.86162489
Tamil Nadu;8;107;2022-05-20T00:01:11;2022-05-20T00:01:11;language;41.08934359;35.37335712;46.5637325;47.74306682;85.41590279;14.58409721;96.44338076;3.556619242;78.19027091;21.80972909;76.16639953;23.83360047
Tamil Nadu;8;107;2022-05-20T00:01:11;2022-05-20T00:01:11;math;28.67021175;25.63237457;30.33238694;30.52335221;90.57105612;9.428943884;94.65316741;5.346832591;89.3259398;10.6740602;90.2361261;9.763873898
Tamil Nadu;8;107;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;31.95084113;29.08593243;34.37765903;35.70076302;90.87708902;9.122910984;93.6737915;6.326208497;85.66058951;14.33941049;82.54467971;17.45532029
Tamil Nadu;8;107;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;32.29243397;26.1371202;34.16035771;34.00278001;94.28563163;5.714368371;97.62659307;2.373406927;91.76630896;8.233691041;90.52783128;9.472168721
Tamil Nadu;10;144;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;36.628838;33.94688;43.882874;46.978024;53.31713;46.68287;63.27878;36.72122;37.390568;62.609432;32.47233;67.52767
Tamil Nadu;10;144;2022-05-20T00:01:11;2022-05-20T00:01:11;math;25.971962;24.66383;27.10897;27.760437;94.11758;5.8824267;93.57719;6.422814;91.55451;8.445485;90.93518;9.064816
Tamil Nadu;10;144;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;36.978962;32.6602;39.689884;39.841606;97.54354;2.4564602;96.79452;3.2054846;95.038574;4.9614263;94.314545;5.685453
Tamil Nadu;10;144;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;31.805817;29.558872;33.165333;33.734497;98.71235;1.2876489;98.43801;1.5619864;97.57026;2.4297402;95.96604;4.0339622
Tamil Nadu;10;144;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;33.131783;30.676687;35.859253;36.392452;96.061295;3.938702;96.249535;3.7504625;91.8124;8.187599;89.76965;10.230349
