state_name;grade;id;created_at;updated_at;subject;state_average;national_average;state_average_scaled_2021;state_average_scaled_2017;below_basic;basic;proficient;advanced
Lakshadweep;3;31;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;56.12983249;57.41111026;303;301;20.2614049;38.32728691;37.89850624;3.512801953
Lakshadweep;3;31;2022-05-20T00:01:10;2022-05-20T00:01:10;language;60.08909701;61.88003463;318;313;34.47630423;33.76983626;21.5130067;10.24085281
Lakshadweep;3;31;2022-05-20T00:01:10;2022-05-20T00:01:10;math;54.43151926;56.94394351;298;308;21.58928046;48.15209744;22.07508965;8.18353245
Lakshadweep;5;68;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;45.06099544;48.48748114;276;285;29.65039876;51.18254813;18.21967105;0.947382054
Lakshadweep;5;68;2022-05-20T00:01:11;2022-05-20T00:01:11;language;50.45904155;55.19833154;300;304;21.42300688;50.04416915;25.23110102;3.301722946
Lakshadweep;5;68;2022-05-20T00:01:11;2022-05-20T00:01:11;math;41.53521163;43.71621283;280;291;25.76959972;59.07323558;13.77016535;1.386999359
Lakshadweep;8;105;2022-05-20T00:01:11;2022-05-20T00:01:11;language;54.67607892;52.97309821;303;289;12.40406346;51.74439493;26.21630774;9.635233871
Lakshadweep;8;105;2022-05-20T00:01:11;2022-05-20T00:01:11;math;33.49413825;36.02218948;247;247;22.19570636;63.45191082;14.35238282;0
Lakshadweep;8;105;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;39.06860153;39.38511521;245;245;33.91630989;48.48973116;14.42731124;3.166647705
Lakshadweep;8;105;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;35.78572462;39.33958349;244;247;45.30278289;43.02789214;8.6284851;3.040839864
Lakshadweep;10;142;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;48.321075;43.18472;290;228;16.583595;12.791663;44.564972;26.059769
Lakshadweep;10;142;2022-05-20T00:01:11;2022-05-20T00:01:11;math;26.921951;32.09475;201;241;34.936584;59.10825;5.9551654;0
Lakshadweep;10;142;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;33.23053;41.25734;233;0;76.08657;20.11153;3.8018994;0
Lakshadweep;10;142;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;36.222973;34.924866;212;238;67.841;24.179504;6.4701567;1.5093366
Lakshadweep;10;142;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;38.534794;37.30951;230;255;58.571877;25.708925;15.719197;0
