state_name;grade;id;created_at;updated_at;subject;sc;st;obc;general;sc_basic_and_below_basic;sc_proficient_and_advance;st_basic_and_below_basic;st_proficient_and_advance;obc_basic_and_below_basic;obc_proficient_and_advance;general_basic_and_below_basic;general_proficient_and_advance
Daman & Diu;3;25;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;39.76152966;57.06232379;46.11440907;55.92852795;83.70699875;16.29300125;56.34861908;43.65138092;70.19250825;29.80749175;58.67363001;41.32636999
Daman & Diu;3;25;2022-05-20T00:01:10;2022-05-20T00:01:10;language;36.33149608;61.91208514;50.79050425;57.94668727;94.3248732;5.675126798;68.07617493;31.92382507;76.53697159;23.46302841;66.69443994;33.30556006
Daman & Diu;3;25;2022-05-20T00:01:10;2022-05-20T00:01:10;math;38.8101219;56.23164073;48.68079091;56.82624763;95.61820826;4.381791735;66.92654106;33.07345894;74.07235523;25.92764477;59.37533706;40.62466294
Daman & Diu;5;62;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;30.01624752;36.79221729;41.41651263;43.90779497;89.3464809;10.6535191;81.1928193;18.8071807;83.83579661;16.16420339;81.7154915;18.2845085
Daman & Diu;5;62;2022-05-20T00:01:11;2022-05-20T00:01:11;language;44.10342268;44.75696939;48.39394531;47.11447313;87.49828278;12.50171722;72.48008709;27.51991291;74.07959168;25.92040832;73.97939701;26.02060299
Daman & Diu;5;62;2022-05-20T00:01:11;2022-05-20T00:01:11;math;28.05008839;35.31840181;39.49643417;38.81824371;95.91816844;4.08183156;90.84947847;9.150521529;82.50883789;17.49116211;82.42022713;17.57977287
Daman & Diu;8;99;2022-05-20T00:01:11;2022-05-20T00:01:11;language;61.23866004;48.4600597;50.80068734;55.91652087;49.50015533;50.49984467;77.78724244;22.21275756;71.73679896;28.26320104;64.71205168;35.28794832
Daman & Diu;8;99;2022-05-20T00:01:11;2022-05-20T00:01:11;math;30.77984529;29.44982206;36.84150443;34.30869639;92.58105677;7.418943227;86.27464102;13.72535898;74.61717061;25.38282939;79.10860655;20.89139345
Daman & Diu;8;99;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;35.65066391;35.75446438;37.00478756;39.89975162;63.84606267;36.15393733;86.17813732;13.82186268;85.54012536;14.45987464;73.8050037;26.1949963
Daman & Diu;8;99;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;34.29931624;32.57447725;37.19594788;35.84992262;94.05742599;5.942574008;87.71457544;12.28542456;86.77982902;13.22017098;85.10144339;14.89855661
Daman & Diu;10;136;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;48.137177;35.193947;45.669765;51.146843;19.805174;80.194824;60.7218;39.2782;32.14967;67.85033;19.08386;80.91614
Daman & Diu;10;136;2022-05-20T00:01:11;2022-05-20T00:01:11;math;22.515636;26.672155;27.671705;31.257229;92.12362;7.8763804;98.400795;1.5992036;90.49513;9.504866;80.08896;19.911037
Daman & Diu;10;136;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;37.707344;33.47538;41.325226;45.44776;96.43851;3.5614948;98.24895;1.7510529;92.65202;7.3479786;81.64084;18.35916
Daman & Diu;10;136;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;31.960333;29.188995;34.18245;37.326065;94.51143;5.488571;98.00878;1.9912202;94.3643;5.635698;93.41579;6.5842113
Daman & Diu;10;136;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;35.6765;33.875107;34.286892;43.278114;81.67846;18.321543;93.374176;6.6258273;91.39035;8.60965;75.42641;24.573593
