state_name;grade;id;created_at;updated_at;subject;state_average;national_average;state_average_scaled_2021;state_average_scaled_2017;below_basic;basic;proficient;advanced
Puducherry;3;34;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;60.95751211;57.41111026;315;310;15.51919814;38.97917661;31.1958142;14.30581105
Puducherry;3;34;2022-05-20T00:01:10;2022-05-20T00:01:10;language;65.93765848;61.88003463;331;316;23.60154623;35.10320821;27.80401038;13.49123519
Puducherry;3;34;2022-05-20T00:01:10;2022-05-20T00:01:10;math;59.84848425;56.94394351;310;314;14.96363053;40.26623576;35.53394025;9.236193461
Puducherry;5;71;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;51.66446823;48.48748114;290;296;28.23471687;37.42665613;29.51127249;4.827354506
Puducherry;5;71;2022-05-20T00:01:11;2022-05-20T00:01:11;language;59.80074136;55.19833154;320;300;16.16928122;34.25926695;35.53467998;14.03677184
Puducherry;5;71;2022-05-20T00:01:11;2022-05-20T00:01:11;math;46.93746211;43.71621283;291;302;26.49590391;45.27029612;23.45001912;4.783780848
Puducherry;8;108;2022-05-20T00:01:11;2022-05-20T00:01:11;language;57.48249695;52.97309821;315;277;16.71535022;40.83922718;23.06486156;19.38056104
Puducherry;8;108;2022-05-20T00:01:11;2022-05-20T00:01:11;math;35.26524872;36.02218948;252;241;22.52313871;55.12048548;18.29921146;4.057164348
Puducherry;8;108;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;41.80524129;39.38511521;258;242;31.33296999;36.05436152;22.92506788;9.687600616
Puducherry;8;108;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;39.63383004;39.33958349;256;245;36.3884461;45.2033305;12.3571381;6.051085295
Puducherry;10;145;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;60.33499;43.18472;325;255;6.6994476;5.575733;42.015068;45.70975
Puducherry;10;145;2022-05-20T00:01:11;2022-05-20T00:01:11;math;34.000694;32.09475;226;242;24.480658;50.929436;19.577578;5.0123296
Puducherry;10;145;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;28.200176;41.25734;216;259;85.02149;13.075401;1.9031067;0
Puducherry;10;145;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;39.26844;34.924866;225;246;60.681896;26.673512;11.376642;1.26795
Puducherry;10;145;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;44.046604;37.30951;255;238;42.26145;29.565523;24.924519;3.2485077
