state_name;grade;id;created_at;updated_at;subject;urban;rural;rural_basic_and_below_basic;rural_proficient_and_advance;urban_basic_and_below_basic;urban_proficient_and_advance
Dadra & Nagar Haveli;3;26;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;41.08276709;42.29481112;77.96529851;22.03470149;84.03712347;15.96287653
Dadra & Nagar Haveli;3;26;2022-05-20T00:01:10;2022-05-20T00:01:10;language;45.44339119;46.11469545;75.42767031;24.57232969;82.290493;17.709507
Dadra & Nagar Haveli;3;26;2022-05-20T00:01:10;2022-05-20T00:01:10;math;41.13163916;43.43000738;73.75002799;26.24997201;83.90599745;16.09400255
Dadra & Nagar Haveli;5;63;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;39.54195815;37.20418038;86.60655246;13.39344754;87.70536093;12.29463907
Dadra & Nagar Haveli;5;63;2022-05-20T00:01:11;2022-05-20T00:01:11;language;46.11854904;41.80789164;81.9978033;18.0021967;73.22926545;26.77073455
Dadra & Nagar Haveli;5;63;2022-05-20T00:01:11;2022-05-20T00:01:11;math;36.27959493;32.98138912;90.94316687;9.056833125;89.62504496;10.37495504
Dadra & Nagar Haveli;8;100;2022-05-20T00:01:11;2022-05-20T00:01:11;language;59.17384393;55.77658821;64.84152731;35.15847269;59.48694356;40.51305644
Dadra & Nagar Haveli;8;100;2022-05-20T00:01:11;2022-05-20T00:01:11;math;31.75599112;35.20771332;76.69499098;23.30500902;86.50685834;13.49314166
Dadra & Nagar Haveli;8;100;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;37.99377176;38.50515403;81.72197349;18.27802651;75.28554173;24.71445827
Dadra & Nagar Haveli;8;100;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;37.4456833;37.58728563;87.65533487;12.34466513;92.03610129;7.963898713
Dadra & Nagar Haveli;10;137;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;43.81384;34.821224;60.318058;39.681942;37.878548;62.121452
Dadra & Nagar Haveli;10;137;2022-05-20T00:01:11;2022-05-20T00:01:11;math;27.290375;26.646938;91.342186;8.657811;85.87528;14.124718
Dadra & Nagar Haveli;10;137;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;42.583492;33.831703;97.49285;2.507148;89.63164;10.368366
Dadra & Nagar Haveli;10;137;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;35.107494;30.260687;95.7095;4.290495;92.40774;7.5922647
Dadra & Nagar Haveli;10;137;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;37.69612;32.019947;93.79152;6.208483;90.69528;9.304714
