state_name;grade;id;created_at;updated_at;subject;sc;st;obc;general;sc_basic_and_below_basic;sc_proficient_and_advance;st_basic_and_below_basic;st_proficient_and_advance;obc_basic_and_below_basic;obc_proficient_and_advance;general_basic_and_below_basic;general_proficient_and_advance
Mizoram;3;15;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;71.42792783;58.63997287;56.48292027;71.5949493;36.95472126;63.04527874;53.9341459;46.0658541;49.85409564;50.14590436;28.80622922;71.19377078
Mizoram;3;15;2022-05-20T00:01:10;2022-05-20T00:01:10;language;79.74361599;65.39721299;62.19557935;77.90407495;25.77279669;74.22720331;54.47013933;45.52986067;85.88525173;14.11474827;32.85851541;67.14148459
Mizoram;3;15;2022-05-20T00:01:10;2022-05-20T00:01:10;math;64.03960352;55.5716289;53.69853604;76.92423205;43.16446363;56.83553637;61.5395698;38.4604302;40.81828013;59.18171987;23.3971666;76.6028334
Mizoram;5;52;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;36.49846191;42.3611805;50.91756531;51.06826028;83.53644423;16.46355577;80.08486343;19.91513657;64.26080312;35.73919688;58.46874433;41.53125567
Mizoram;5;52;2022-05-20T00:01:11;2022-05-20T00:01:11;language;39.07141827;51.29404132;56.13377645;68.78267866;83.53644423;16.46355577;65.44702336;34.55297664;40.43467186;59.56532814;27.71624934;72.28375066
Mizoram;5;52;2022-05-20T00:01:11;2022-05-20T00:01:11;math;20.91631706;37.24582972;45.81048624;42.45672561;96.79219042;3.207809584;88.11789681;11.88210319;76.17386875;23.82613125;66.94482483;33.05517517
Mizoram;8;89;2022-05-20T00:01:11;2022-05-20T00:01:11;language;53.84119473;50.46064278;45.8520977;59.94346807;71.73531469;28.26468531;69.82890918;30.17109082;58.200884;41.799116;54.51575569;45.48424431
Mizoram;8;89;2022-05-20T00:01:11;2022-05-20T00:01:11;math;30.1507581;30.37296963;29.81692782;41.53093113;89.93260212;10.06739788;84.75886479;15.24113521;90.49816692;9.501833081;47.17774473;52.82225527
Mizoram;8;89;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;38.82407118;37.47707417;31.57270658;48.38325373;82.04153829;17.95846171;80.13305117;19.86694883;91.78278301;8.217216985;55.46169302;44.53830698
Mizoram;8;89;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;34.27636322;35.22792698;33.90484458;39.91478449;88.35566174;11.64433826;88.94166757;11.05833243;100;0;81.94365888;18.05634112
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;43.42207;44.555923;68.470604;54.406902;40.962864;59.037136;39.24319;60.75681;7.5868154;92.413185;33.882767;66.11723
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;math;24.898054;26.890749;22.939602;30.849258;72.943794;27.056204;93.18486;6.8151436;100;0;89.51707;10.482933
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;42.782303;23.951765;33.109432;39.530643;100;0;99.76545;0.23454812;100;0;85.44458;14.555422
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;28.789944;30.996986;46.152954;44.91603;100;0;98.61456;1.3854334;100;0;79.380905;20.619093
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;18.919199;33.695282;45.236534;37.345837;100;0;92.75911;7.240893;66.94862;33.05138;80.58292;19.417088
