state_name;grade;id;created_at;updated_at;subject;state_average;national_average;state_average_scaled_2021;state_average_scaled_2017;below_basic;basic;proficient;advanced
Uttarakhand;3;5;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;52.29933561;57.41111026;296;333;27.53113175;37.92499665;26.68895693;7.854914671
Uttarakhand;3;5;2022-05-20T00:01:10;2022-05-20T00:01:10;language;56.01410506;61.88003463;311;347;38.17674214;30.77138614;21.43329354;9.618578173
Uttarakhand;3;5;2022-05-20T00:01:10;2022-05-20T00:01:10;math;50.69113885;56.94394351;291;330;31.03278884;38.65822159;23.05315862;7.255830955
Uttarakhand;5;42;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;46.11228894;48.48748114;278;327;36.29786272;36.53226857;23.83891699;3.330951728
Uttarakhand;5;42;2022-05-20T00:01:11;2022-05-20T00:01:11;language;52.85119556;55.19833154;304;338;23.64334784;38.31899811;29.68968914;8.347964901
Uttarakhand;5;42;2022-05-20T00:01:11;2022-05-20T00:01:11;math;39.42805195;43.71621283;275;326;37.80174392;44.28398228;15.39379464;2.520479155
Uttarakhand;8;79;2022-05-20T00:01:11;2022-05-20T00:01:11;language;55.20154061;52.97309821;308;309;19.82351662;42.87204621;22.65399222;14.65044494
Uttarakhand;8;79;2022-05-20T00:01:11;2022-05-20T00:01:11;math;35.39646447;36.02218948;253;262;26.59303807;48.1924843;19.58840954;5.626068092
Uttarakhand;8;79;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;39.41230594;39.38511521;250;281;36.40602351;35.88572386;19.66632538;8.041927251
Uttarakhand;8;79;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;38.72188125;39.33958349;253;285;37.98892637;44.25192243;11.32669254;6.432458666
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;44.369034;43.18472;280;242;23.00019;17.21052;38.451176;21.338114
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;math;31.511059;32.09475;218;247;31.517803;46.504837;17.269966;4.7073927
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;41.906113;41.25734;263;266;50.77672;37.677036;11.047356;0.4988869
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;35.178703;34.924866;207;244;71.708694;19.484604;7.9317474;0.8749552
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;37.349857;37.30951;231;254;62.2556;23.276892;12.332884;2.1346245
