state_name;grade;id;created_at;updated_at;subject;sc;st;obc;general;sc_basic_and_below_basic;sc_proficient_and_advance;st_basic_and_below_basic;st_proficient_and_advance;obc_basic_and_below_basic;obc_proficient_and_advance;general_basic_and_below_basic;general_proficient_and_advance
National Average;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;57.60634571;56.56343732;57.39299309;59.04831902;55.17356603;44.82643397;57.7044185;42.2955815;56.09437504;43.90562496;53.94653959;46.05346041
National Average;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;language;61.89932787;60.53076837;61.67887311;64.10012865;61.18874599;38.81125401;64.69632972;35.30367028;61.82304155;38.17695845;57.47199476;42.52800524
National Average;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;math;57.26038189;54.78236193;57.21011501;58.50519264;57.02676912;42.97323088;61.53083803;38.46916197;57.07045148;42.92954852;55.64504923;44.35495077
National Average;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;47.71370091;46.89411251;47.78360135;51.35915957;68.25865925;31.74134075;69.13861755;30.86138245;69.10250711;30.89749289;63.98605714;36.01394286
National Average;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;language;53.52002894;52.70523921;53.92908496;59.52969792;61.09648035;38.90351965;62.52207033;37.47792967;60.80878303;39.19121697;51.18365842;48.81634158
National Average;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;math;43.1206213;41.35613543;43.46472093;46.10082619;75.05471495;24.94528505;78.06553263;21.93446737;75.38206559;24.61793441;72.5726484;27.4273516
National Average;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;language;49.22108642;47.37819206;51.30164334;59.5157636;72.41773043;27.58226957;76.66157571;23.33842429;69.71409089;30.28590911;53.98085863;46.01914137
National Average;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;math;34.95288241;33.18311416;35.45292966;38.6591503;75.27699428;24.72300572;78.31828177;21.68171823;74.37763634;25.62236366;68.36891728;31.63108272
National Average;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;37.34086743;36.15912615;38.31831377;43.32523024;76.38388813;23.61611187;79.4452313;20.5547687;74.56366043;25.43633957;63.45418374;36.54581626
National Average;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;37.9811401;36.78384403;38.77577761;42.02982247;82.11895411;17.88104589;83.80687991;16.19312009;81.22203475;18.77796525;75.42711232;24.57288768
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;39.36889;37.74278;40.90004;51.05662;47.22799;52.77201;50.706127;49.293873;43.646633;56.353367;28.03018;71.96982
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;math;30.980223;28.923452;31.642878;34.546867;80.69722;19.302778;84.68697;15.313025;78.63107;21.36893;71.65709;28.342913
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;39.39359;36.57723;40.640938;45.122635;91.93436;8.0656395;94.98246;5.017539;90.94259;9.057414;83.84638;16.153618
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;33.314236;31.883373;34.06285;38.39774;93.387764;6.612235;95.650856;4.349143;93.14071;6.8592944;85.66291;14.337088
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;35.30122;33.985905;36.23887;41.453156;89.01906;10.980942;91.67527;8.324726;87.64893;12.351069;76.46368;23.536324
