district_name;state_name;udise_district_code;grade;updated_at;created_at;district_id;state_id;subject;general;general_basic_and_below_basic;general_proficient_and_advance;obc;obc_basic_and_below_basic;obc_proficient_and_advance;sc;sc_basic_and_below_basic;sc_proficient_and_advance;st;st_basic_and_below_basic;st_proficient_and_advance
Kollam;Kerala;3213;5;2022-04-21T01:33:52;2022-04-21T01:33:52;3213;32;math;46.71179;75.25245;24.747551;47.799187;73.32167;26.678333;48.297882;25.917154;74.08285;0;0;0
Kollam;Kerala;3213;8;2022-04-21T01:33:52;2022-04-21T01:33:52;3213;32;language;59.173283;56.196846;43.803154;59.179283;57.403393;42.596607;51.422092;27.012817;72.98718;68.333336;50;50
Kollam;Kerala;3213;8;2022-04-21T01:33:52;2022-04-21T01:33:52;3213;32;math;33.961987;79.91732;20.082682;32.9016;84.59717;15.402834;29.151516;6.7714324;93.22857;43.333332;100;0
Kollam;Kerala;3213;8;2022-04-21T01:33:52;2022-04-21T01:33:52;3213;32;sci;42.58225;63.722137;36.277863;42.136616;70.95915;29.040852;35.911476;12.221954;87.778046;33.94381;80.28096;19.719042
Kollam;Kerala;3213;8;2022-04-21T01:33:52;2022-04-21T01:33:52;3213;32;sst;39.996826;82.11254;17.887463;37.20907;84.70272;15.297281;35.106415;6.1695833;93.830414;30.498446;100;0
Kollam;Kerala;3213;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3213;32;eng;57.64389;17.009424;82.99058;51.972813;25.934109;74.06589;45.025124;63.575333;36.424667;29.675629;84.09045;15.909557
Kollam;Kerala;3213;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3213;32;math;30.057693;87.75219;12.2478075;28.56117;88.01036;11.989638;28.209774;10.999969;89.00003;20.462275;100;0
Kollam;Kerala;3213;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3213;32;mil;52.236412;77.19735;22.802652;46.9019;85.51391;14.486094;43.80173;5.972166;94.02783;49.49598;78.56081;21.439194
Kollam;Kerala;3213;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3213;32;sci;37.988632;89.853065;10.146937;35.5021;94.37101;5.628991;34.46374;4.3418727;95.65813;21.11552;100;0
Kollam;Kerala;3213;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3213;32;sst;41.998875;78.642166;21.357834;38.174007;86.71206;13.287938;39.482655;9.872603;90.127396;42.454197;82.94598;17.05402
Thiruvananthapuram;Kerala;3214;3;2022-04-21T01:33:51;2022-04-21T01:33:51;3214;32;evs;68.06756;40.344193;59.655807;69.205956;36.695686;63.304314;71.83678;67.5709;32.4291;63.11031;54.914986;45.085014
Thiruvananthapuram;Kerala;3214;3;2022-04-21T01:33:51;2022-04-21T01:33:51;3214;32;language;75.65126;37.140865;62.859135;75.34214;39.81836;60.18164;74.86826;55.27082;44.72918;75.03561;28.937172;71.06283
Thiruvananthapuram;Kerala;3214;3;2022-04-21T01:33:51;2022-04-21T01:33:51;3214;32;math;64.6666;48.036568;51.963432;67.71728;41.119785;58.880215;65.054;51.824997;48.175003;62.744026;49.79078;50.20922
Thiruvananthapuram;Kerala;3214;5;2022-04-21T01:33:52;2022-04-21T01:33:52;3214;32;evs;59.00054;48.577873;51.422127;52.202816;66.52666;33.473343;44.35935;24.081331;75.91867;43.015457;87.3786;12.6214
Thiruvananthapuram;Kerala;3214;5;2022-04-21T01:33:52;2022-04-21T01:33:52;3214;32;language;71.06745;31.512735;68.48727;61.39734;51.728317;48.271683;53.41761;39.24741;60.75259;51.10811;58.2781;41.7219
Thiruvananthapuram;Kerala;3214;5;2022-04-21T01:33:52;2022-04-21T01:33:52;3214;32;math;47.98578;72.87777;27.122232;44.915546;77.33903;22.660973;36.742374;11.362798;88.6372;47.575077;80.216576;19.783424
Thiruvananthapuram;Kerala;3214;8;2022-04-21T01:33:52;2022-04-21T01:33:52;3214;32;language;68.30909;38.707172;61.292828;59.354275;57.773846;42.226154;59.23295;39.34412;60.65588;65.155594;49.48135;50.51865
Thiruvananthapuram;Kerala;3214;8;2022-04-21T01:33:52;2022-04-21T01:33:52;3214;32;math;37.876446;71.063286;28.936716;32.936848;83.69424;16.30576;30.307333;10.191763;89.808235;37.971554;64.17346;35.826538
Thiruvananthapuram;Kerala;3214;8;2022-04-21T01:33:52;2022-04-21T01:33:52;3214;32;sci;49.169926;46.913162;53.086838;44.643986;61.993553;38.006447;38.8832;21.121363;78.87864;45.597137;47.433624;52.566376
Thiruvananthapuram;Kerala;3214;8;2022-04-21T01:33:52;2022-04-21T01:33:52;3214;32;sst;45.225006;70.99282;29.007177;39.980022;80.08398;19.916025;35.293068;9.575172;90.42483;35.616287;73.37271;26.627289
Thiruvananthapuram;Kerala;3214;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3214;32;eng;65.20283;10.180001;89.82;58.14659;14.982781;85.01722;51.287758;75.62218;24.377823;62.57398;13.320191;86.67981
Thiruvananthapuram;Kerala;3214;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3214;32;math;34.612316;71.612686;28.387316;31.036795;81.63669;18.363308;28.027683;4.2992697;95.70073;25.146383;100;0
Thiruvananthapuram;Kerala;3214;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3214;32;mil;48.42088;83.92877;16.071226;49.668728;83.43176;16.568241;45.244614;14.132305;85.86769;48.933914;79.48594;20.514063
Thiruvananthapuram;Kerala;3214;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3214;32;sci;42.93394;82.9399;17.060099;37.216595;90.248886;9.751118;34.73511;4.8439593;95.156044;42.331566;82.67029;17.32971
Thiruvananthapuram;Kerala;3214;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3214;32;sst;48.72085;61.648296;38.351704;40.978764;81.032234;18.967768;39.716465;17.119171;82.88083;36.61041;96.81415;3.1858525
Lakshadweep;Lakshadweep;3101;3;2022-04-21T01:33:51;2022-04-21T01:33:51;3101;31;evs;68.888885;0;100;53.96416;76.276665;23.723337;0;0;0;56.04236;58.893253;41.106747
Lakshadweep;Lakshadweep;3101;3;2022-04-21T01:33:51;2022-04-21T01:33:51;3101;31;language;77.77778;66.666664;33.333332;57.575813;76.276665;23.723337;0;0;0;59.96386;67.86376;32.136242
Lakshadweep;Lakshadweep;3101;3;2022-04-21T01:33:51;2022-04-21T01:33:51;3101;31;math;68.62745;66.666664;33.333332;39.596382;100;0;0;0;0;54.325146;69.392876;30.607124
Lakshadweep;Lakshadweep;3101;5;2022-04-21T01:33:52;2022-04-21T01:33:52;3101;31;evs;63.88889;50;50;57.183723;30.702599;69.2974;64.81481;66.666664;33.333332;44.41575;82.56443;17.435568
Lakshadweep;Lakshadweep;3101;5;2022-04-21T01:33:52;2022-04-21T01:33:52;3101;31;language;90;0;100;45.017647;72.56978;27.430222;84.44444;100;0;49.67509;73.16112;26.838886
Lakshadweep;Lakshadweep;3101;5;2022-04-21T01:33:52;2022-04-21T01:33:52;3101;31;math;70;0;100;54.439365;57.21848;42.78152;51.666668;0;100;40.923843;85.85276;14.14724
Lakshadweep;Lakshadweep;3101;8;2022-04-21T01:33:52;2022-04-21T01:33:52;3101;31;language;36.666668;100;0;70.54304;17.586468;82.413536;0;0;0;54.776623;64.64546;35.35454
Lakshadweep;Lakshadweep;3101;8;2022-04-21T01:33:52;2022-04-21T01:33:52;3101;31;math;34.927536;79.53964;20.460358;37.312458;54.65886;45.34114;0;0;0;33.39835;86.576546;13.423452
Lakshadweep;Lakshadweep;3101;8;2022-04-21T01:33:52;2022-04-21T01:33:52;3101;31;sci;0;0;0;40;100;0;0;0;0;38.7933;83.21058;16.789417
Lakshadweep;Lakshadweep;3101;8;2022-04-21T01:33:52;2022-04-21T01:33:52;3101;31;sst;43.333332;100;0;49.97634;53.180862;46.819138;0;0;0;35.472492;88.51372;11.486281
Lakshadweep;Lakshadweep;3101;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3101;31;eng;65.71429;0;100;43.574493;55.695583;44.304417;0;0;0;48.192013;29.006027;70.99397
Lakshadweep;Lakshadweep;3101;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3101;31;math;0;0;0;22.749779;100;0;0;0;0;27.007248;93.87919;6.1208096
Lakshadweep;Lakshadweep;3101;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3101;31;mil;20;100;0;34.02383;100;0;0;0;0;33.317226;96.111336;3.8886662
Lakshadweep;Lakshadweep;3101;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3101;31;sci;37.142857;100;0;0;0;0;0;0;0;36.073776;91.880264;8.119737
Lakshadweep;Lakshadweep;3101;10;2022-04-21T01:33:53;2022-04-21T01:33:53;3101;31;sst;60;0;100;41.84766;55.166084;44.833916;0;0;0;38.282352;85.82254;14.177457
West Tripura;Tripura;1601;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1601;16;evs;51.79375;66.69063;33.309372;50.378403;65.27501;34.72499;46.441616;25.576561;74.42344;53.568916;66.05125;33.948757
West Tripura;Tripura;1601;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1601;16;language;58.449043;66.31612;33.683884;56.80211;68.98988;31.010115;50.44394;22.04113;77.95887;60.675957;59.788776;40.211224
West Tripura;Tripura;1601;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1601;16;math;48.720398;74.84183;25.158175;48.18614;76.4198;23.580196;43.10961;16.686844;83.313156;46.634308;82.94692;17.053076
West Tripura;Tripura;1601;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1601;16;evs;52.371975;62.85743;37.14257;44.3138;76.0404;23.959604;39.326687;19.079065;80.92094;39.64321;84.06452;15.935474
West Tripura;Tripura;1601;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1601;16;language;62.627094;43.46682;56.53318;49.344543;69.839966;30.160034;44.7254;22.466618;77.53339;54.33303;61.277943;38.722057
West Tripura;Tripura;1601;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1601;16;math;45.84735;71.99131;28.00869;35.200397;91.160576;8.839424;32.036144;6.128149;93.87185;33.615643;91.493546;8.506454
West Tripura;Tripura;1601;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1601;16;language;67.72188;38.676636;61.323364;62.00664;51.756245;48.243755;57.604614;36.58921;63.41079;47.963898;74.822876;25.177122
West Tripura;Tripura;1601;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1601;16;math;44.151066;55.521854;44.478146;38.556633;70.055534;29.944464;36.328167;29.230997;70.769005;31.057772;85.11543;14.884565
West Tripura;Tripura;1601;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1601;16;sci;52.53204;37.165413;62.834587;44.9716;59.077442;40.922558;43.73297;42.18692;57.81308;35.27859;86.96275;13.037246
West Tripura;Tripura;1601;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1601;16;sst;48.06448;63.13952;36.86048;43.680527;72.69154;27.308456;42.73725;24.217709;75.782295;33.97508;92.80516;7.1948423
West Tripura;Tripura;1601;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1601;16;eng;54.83821;29.208286;70.79171;46.866947;32.65466;67.34534;40.215908;53.715935;46.284065;52.586056;21.151966;78.84804
West Tripura;Tripura;1601;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1601;16;math;36.170948;68.76642;31.233583;32.726418;76.45392;23.546078;29.150778;8.493661;91.50634;28.470535;85.63937;14.360626
West Tripura;Tripura;1601;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1601;16;mil;41.424442;90.73139;9.268609;42.096386;91.623474;8.376525;38.147793;2.363457;97.63654;31.71867;100;0
West Tripura;Tripura;1601;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1601;16;sci;40.42943;83.51274;16.487259;35.998627;88.668816;11.331186;33.252304;9.301446;90.698555;34.614597;95.6928;4.3072
West Tripura;Tripura;1601;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1601;16;sst;44.450897;71.77903;28.220972;38.59696;86.97446;13.025545;35.142315;13.679981;86.320015;37.700394;83.50759;16.492409
South Tripura;Tripura;1602;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1602;16;evs;65.46097;48.743153;51.256847;66.2163;40.24376;59.75624;62.318386;48.9827;51.0173;54.20341;64.537704;35.4623
South Tripura;Tripura;1602;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1602;16;language;68.91736;51.009308;48.990692;72.93137;39.17692;60.82308;62.988556;32.856304;67.1437;59.020496;64.86521;35.13479
South Tripura;Tripura;1602;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1602;16;math;61.883533;51.111588;48.888412;68.6423;35.03113;64.968864;57.798615;45.831417;54.168583;56.851418;59.569706;40.430294
South Tripura;Tripura;1602;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1602;16;evs;56.262047;54.02149;45.97851;52.82625;65.18209;34.817905;51.256943;36.54088;63.45912;43.770473;76.63419;23.365808
South Tripura;Tripura;1602;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1602;16;language;68.11545;40.693665;59.306335;55.733196;65.64928;34.350723;59.326733;48.173927;51.826073;48.484795;71.49174;28.508263
South Tripura;Tripura;1602;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1602;16;math;47.64847;69.57062;30.42938;43.55517;76.13381;23.86619;47.444756;34.026928;65.97307;40.28628;84.92218;15.077823
South Tripura;Tripura;1602;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1602;16;language;65.34103;41.53066;58.46934;63.41717;48.069653;51.930347;58.785748;42.41075;57.58925;45.065395;84.795715;15.204284
South Tripura;Tripura;1602;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1602;16;math;44.800674;50.274784;49.725216;47.729618;59.446785;40.553215;42.357086;37.967163;62.032837;35.886192;73.55815;26.441847
South Tripura;Tripura;1602;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1602;16;sci;49.922028;48.558617;51.441383;47.319973;45.33042;54.66958;45.811638;44.0455;55.9545;34.93691;82.27503;17.724964
South Tripura;Tripura;1602;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1602;16;sst;47.877716;63.503654;36.496346;51.06848;59.02422;40.97578;43.461136;23.316174;76.68382;40.4559;79.63538;20.364616
South Tripura;Tripura;1602;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1602;16;eng;42.23776;34.229126;65.770874;39.099854;48.959015;51.040985;41.22002;69.922646;30.077353;41.878593;46.426758;53.573242
South Tripura;Tripura;1602;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1602;16;math;32.886406;75.4117;24.588305;39.13845;67.94351;32.056488;34.952938;32.143322;67.856674;32.297146;79.878456;20.121546
South Tripura;Tripura;1602;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1602;16;mil;45.013428;90.374466;9.625537;40.831795;94.61596;5.384044;43.336773;14.107008;85.89299;35.988186;95.79617;4.2038274
South Tripura;Tripura;1602;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1602;16;sci;37.497185;93.91079;6.0892134;36.462326;95.69202;4.307982;34.882996;6.578966;93.421036;32.600273;97.3202;2.679803
South Tripura;Tripura;1602;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1602;16;sst;37.40929;86.08669;13.913309;39.552017;85.48391;14.51609;37.552788;10.3092785;89.69072;33.740707;89.54588;10.45412
Dhalai;Tripura;1603;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1603;16;evs;45.881565;72.2472;27.752798;58.970676;42.967297;57.032703;63.172634;52.512268;47.487732;44.373787;82.28155;17.718456
Dhalai;Tripura;1603;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1603;16;language;61.023914;68.01579;31.98421;60.565758;63.388817;36.611183;63.851677;35.31205;64.68795;49.65129;83.14369;16.856304
Dhalai;Tripura;1603;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1603;16;math;52.95306;67.342026;32.657978;49.24135;70.07133;29.928677;55.238106;41.75201;58.24799;43.2154;81.384155;18.615847
Dhalai;Tripura;1603;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1603;16;evs;57.82547;44.401577;55.598423;51.01974;66.12663;33.87337;52.691578;35.682594;64.317406;38.813858;84.729836;15.270164
Dhalai;Tripura;1603;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1603;16;language;68.37111;33.142197;66.8578;51.050964;66.76064;33.239357;52.03498;37.017117;62.982883;41.867607;83.752945;16.247059
Dhalai;Tripura;1603;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1603;16;math;47.980225;66.29404;33.705963;39.540607;82.41239;17.587606;40.868862;20.756123;79.24388;31.367996;93.95462;6.0453777
Dhalai;Tripura;1603;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1603;16;language;53.758255;68.898796;31.101206;56.429325;63.595303;36.404697;42.944386;18.21381;81.786194;36.274292;94.95511;5.04489
Dhalai;Tripura;1603;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1603;16;math;30.64512;93.22384;6.776159;31.458061;88.42023;11.579774;31.756706;12.18369;87.81631;27.11753;95.280655;4.719348
Dhalai;Tripura;1603;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1603;16;sci;30.390701;91.35916;8.640835;39.284523;65.97698;34.023018;36.254055;15.420836;84.57916;28.858873;96.55546;3.4445407
Dhalai;Tripura;1603;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1603;16;sst;43.883556;84.75745;15.24255;35.90764;88.64515;11.354852;36.197075;15.92249;84.07751;31.847218;95.555565;4.444435
Dhalai;Tripura;1603;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1603;16;eng;34.051067;51.531498;48.468502;39.490982;36.479595;63.520405;33.48181;42.66011;57.33989;33.900406;59.949562;40.050438
Dhalai;Tripura;1603;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1603;16;math;27.086044;100;0;28.311691;92.82253;7.177467;27.92646;10.610132;89.38987;25.12439;96.95085;3.0491455
Dhalai;Tripura;1603;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1603;16;mil;40.72229;97.56428;2.4357245;36.28867;95.457184;4.542819;40.90841;0.45500916;99.54499;31.527119;98.56843;1.431571
Dhalai;Tripura;1603;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1603;16;sci;36.21197;95.469086;4.530916;28.540585;98.40551;1.5944908;29.885963;1.5968728;98.40313;28.608938;100;0
Dhalai;Tripura;1603;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1603;16;sst;30.18598;88.583916;11.416088;36.26269;89.505226;10.494775;33.702835;5.960187;94.03981;30.060467;98.91375;1.0862478
North Tripura;Tripura;1604;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1604;16;evs;49.807293;65.778;34.222004;59.146885;55.512478;44.487522;51.738808;40.06188;59.93812;39.296642;80.07694;19.923056
North Tripura;Tripura;1604;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1604;16;language;57.41209;65.42618;34.573822;65.10144;50.388187;49.611813;56.71761;30.8813;69.1187;40.99516;86.729454;13.270543
North Tripura;Tripura;1604;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1604;16;math;49.964573;67.593124;32.406876;56.038876;58.70022;41.29978;50.2345;39.13157;60.86843;39.957874;82.13379;17.866209
North Tripura;Tripura;1604;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1604;16;evs;43.18012;68.11201;31.887995;40.32263;70.942276;29.057724;36.772808;9.636502;90.363495;32.36204;89.59197;10.4080305
North Tripura;Tripura;1604;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1604;16;language;51.552933;64.76845;35.231552;50.974125;72.732346;27.267653;39.13449;18.942307;81.05769;40.37801;81.141716;18.858284
North Tripura;Tripura;1604;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1604;16;math;40.937965;78.33871;21.661295;39.902584;83.80753;16.192469;36.47051;16.423237;83.57677;30.267254;95.16643;4.8335724
North Tripura;Tripura;1604;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1604;16;language;49.821632;71.00142;28.99858;56.475407;65.88554;34.114464;51.402824;31.659784;68.34022;42.273823;83.751656;16.248344
North Tripura;Tripura;1604;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1604;16;math;29.93257;80.894966;19.105032;37.120827;76.07385;23.926147;31.448814;9.090478;90.90952;27.365366;91.788414;8.211587
North Tripura;Tripura;1604;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1604;16;sci;36.76393;77.51737;22.482632;40.540718;69.4395;30.560503;36.416237;25.780396;74.219604;30.964619;96.60557;3.394434
North Tripura;Tripura;1604;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1604;16;sst;35.053085;87.27356;12.72644;38.24157;89.89338;10.106625;36.561123;12.294776;87.70522;30.889114;93.69259;6.307413
North Tripura;Tripura;1604;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1604;16;eng;38.206676;50.599274;49.400726;39.085365;51.67384;48.32616;42.07335;57.732536;42.267464;40.855675;41.583897;58.416103
North Tripura;Tripura;1604;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1604;16;math;28.72249;85.08631;14.9136915;30.596365;82.454475;17.545527;26.684912;9.6238365;90.37616;24.866022;94.85276;5.1472416
North Tripura;Tripura;1604;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1604;16;mil;39.950146;90.91443;9.085568;43.858498;86.4277;13.572302;41.423176;14.343517;85.65649;28.624746;99.65631;0.3436878
North Tripura;Tripura;1604;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1604;16;sci;32.63419;92.876335;7.1236625;36.0206;90.17519;9.824805;34.5516;3.7406304;96.25937;27.634937;97.20735;2.7926505
North Tripura;Tripura;1604;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1604;16;sst;32.535603;93.97125;6.028746;37.210773;83.31229;16.687712;37.550343;11.47011;88.52989;29.569744;95.37882;4.621178
Sepahijala;Tripura;1605;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1605;16;evs;57.066906;54.960133;45.039867;52.80394;59.251923;40.748077;50.280117;33.29237;66.707634;50.467186;61.06428;38.93572
Sepahijala;Tripura;1605;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1605;16;language;60.415268;67.61191;32.388092;57.094654;69.30582;30.694185;57.082928;27.896425;72.10358;56.953815;66.884865;33.11513
Sepahijala;Tripura;1605;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1605;16;math;53.627495;66.3755;33.624496;49.880592;65.44567;34.55433;50.730957;31.43097;68.56903;45.783916;78.10325;21.89675
Sepahijala;Tripura;1605;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1605;16;evs;54.218258;62.78816;37.21184;53.96065;60.033817;39.966183;46.77526;22.233469;77.76653;51.57907;54.165512;45.834488
Sepahijala;Tripura;1605;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1605;16;language;61.0902;48.67133;51.32867;57.276608;51.121372;48.878628;51.63016;35.15156;64.848434;55.44239;59.65252;40.34748
Sepahijala;Tripura;1605;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1605;16;math;50.060818;64.4734;35.5266;51.45824;62.36464;37.63536;37.531303;12.535682;87.46432;45.25895;82.10364;17.896364
Sepahijala;Tripura;1605;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1605;16;language;49.80235;76.971664;23.028337;55.822006;65.696846;34.303158;52.459686;19.844841;80.15516;47.7386;76.487564;23.512434
Sepahijala;Tripura;1605;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1605;16;math;32.998127;80.14812;19.851883;41.517838;63.936535;36.063465;34.48129;22.576138;77.42387;35.72104;71.23413;28.76587
Sepahijala;Tripura;1605;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1605;16;sci;39.109116;75.92356;24.076439;41.914246;62.75051;37.24949;39.23747;36.31799;63.68201;38.95167;68.05862;31.94138
Sepahijala;Tripura;1605;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1605;16;sst;38.292328;86.82252;13.177486;48.546688;58.5625;41.4375;41.639824;23.319365;76.68063;40.249096;72.18221;27.81779
Sepahijala;Tripura;1605;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1605;16;eng;35.434395;57.372242;42.627758;45.309093;34.712234;65.287766;36.107956;48.82185;51.17815;41.633965;42.58347;57.41653
Sepahijala;Tripura;1605;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1605;16;math;31.469532;80.22085;19.77915;33.74313;80.76758;19.232426;27.181572;12.902342;87.09766;32.109737;83.47265;16.527353
Sepahijala;Tripura;1605;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1605;16;mil;39.54912;96.4236;3.5764039;45.149487;88.8673;11.132695;36.884075;3.3880439;96.61195;33.22156;98.02897;1.9710281
Sepahijala;Tripura;1605;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1605;16;sci;31.287786;98.5623;1.4377009;35.97537;92.39062;7.60938;30.34956;3.2537394;96.74626;31.477444;94.27674;5.72326
Sepahijala;Tripura;1605;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1605;16;sst;34.761036;91.25189;8.748109;36.229897;89.28785;10.71215;36.49574;8.321834;91.67817;31.468212;95.03931;4.960691
Khowai;Tripura;1606;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1606;16;evs;55.314026;52.504025;47.495975;52.649796;61.980305;38.019695;56.527977;43.775513;56.224487;53.55174;62.070778;37.929222
Khowai;Tripura;1606;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1606;16;language;55.47009;63.60917;36.39083;59.78141;67.686005;32.313995;59.729645;41.66897;58.33103;59.17335;61.287445;38.712555
Khowai;Tripura;1606;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1606;16;math;54.056004;53.9374;46.0626;52.232533;64.22564;35.774364;52.412956;41.05193;58.94807;51.955326;65.90683;34.093174
Khowai;Tripura;1606;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1606;16;evs;50.894302;63.84613;36.15387;50.73656;64.21832;35.78168;50.039013;35.080574;64.919426;46.064964;74.13622;25.863775
Khowai;Tripura;1606;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1606;16;language;59.607067;44.52532;55.47468;53.22067;63.516994;36.483006;55.36735;43.20969;56.79031;51.015915;64.56443;35.43557
Khowai;Tripura;1606;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1606;16;math;46.364765;68.04526;31.954742;43.067657;78.6533;21.346704;47.438953;32.299828;67.70017;39.559982;87.10227;12.89773
Khowai;Tripura;1606;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1606;16;language;59.28643;52.587517;47.412483;53.70342;71.1723;28.8277;50.49163;30.906843;69.093155;48.65565;71.874954;28.12505
Khowai;Tripura;1606;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1606;16;math;35.631824;79.58104;20.41896;34.8865;79.59526;20.404737;32.225014;13.554253;86.44575;33.213196;77.196365;22.803633
Khowai;Tripura;1606;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1606;16;sci;46.370884;60.04102;39.95898;36.86775;81.68253;18.317467;38.82705;30.956757;69.04324;33.934486;84.88336;15.11664
Khowai;Tripura;1606;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1606;16;sst;40.669136;81.52848;18.471521;42.954197;77.74308;22.256916;41.5084;15.576863;84.423134;37.684883;86.90376;13.096238
Khowai;Tripura;1606;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1606;16;eng;54.371887;19.353785;80.64622;45.167316;25.843607;74.156395;44.614193;67.69689;32.30311;44.430275;39.086117;60.913883
Khowai;Tripura;1606;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1606;16;math;37.68521;63.304764;36.695236;35.547447;66.4583;33.541702;33.61494;22.423267;77.57673;29.337297;83.00312;16.99688
