district_name;state_name;udise_district_code;grade;updated_at;created_at;district_id;state_id;subject;district_percentage;district_standard_error;district_below_basic;district_basic;district_proficient;district_advanced;state_percentage;state_standard_error;state_below_basic;state_basic;state_proficient;state_advanced;national_percentage;national_standard_error;national_below_basic;national_basic;national_proficient;national_advanced
Kokrajhar;Assam;1801;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1801;18;language;59.164986;1.0558231;16.470314;38.879547;33.618446;11.031694;56.821686;0.19202425;21.217066;34.373093;32.43648;11.973363;55.19833;0.039;21.463112;36.97546;31.511375;10.050052
Kokrajhar;Assam;1801;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1801;18;math;48.144234;0.8691563;23.984926;49.11392;22.047596;4.853558;46.78565;0.15739694;30.658651;39.44945;22.835798;7.0561;43.716213;0.032;34.361935;40.799362;19.229385;5.609317
Kokrajhar;Assam;1801;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1801;18;language;45.21967;0.69;27.889566;55.475132;12.88119;3.7541122;47.9105;0.13;27.691063;47.369232;17.337788;7.601919;52.9731;0.03;21.390825;44.820797;21.690048;12.09833
Kokrajhar;Assam;1801;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1801;18;math;35.873554;0.61;29.121317;40.890106;23.907442;6.0811353;35.984165;0.11;28.879417;42.621006;20.7536;7.7459764;36.02219;0.03;27.439743;45.841908;18.719763;7.9985876
Kokrajhar;Assam;1801;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1801;18;sci;36.7176;0.53;43.263863;37.01696;15.099699;4.619477;38.013195;0.1;40.478035;34.553047;18.665495;6.303424;39.385117;0.02;37.060844;35.04948;19.444653;8.445024
Kokrajhar;Assam;1801;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1801;18;sst;40.630085;0.51;35.897068;42.389008;12.847432;8.866492;39.723076;0.1;37.998646;40.095818;12.882501;9.023038;39.339584;0.02;38.987644;41.025356;11.536463;8.450536
Kokrajhar;Assam;1801;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1801;18;eng;43.212;0.75;23.446728;18.415749;42.83681;15.300714;40.79518;0.12;27.00004;19.429504;38.24757;15.322887;43.18472;0.03;23.415964;17.139278;40.957005;18.487753
Kokrajhar;Assam;1801;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1801;18;math;34.16756;0.63;29.010286;44.546124;18.274939;8.168652;32.101692;0.09;30.175968;45.482403;19.294304;5.047327;32.09475;0.02;30.302073;47.24295;16.902634;5.552343
Kokrajhar;Assam;1801;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1801;18;mil;38.652916;0.5;60.95663;34.182198;4.861169;0;38.46515;0.09;61.82418;32.010044;6.0556664;0.11010589;41.25734;0.02;52.999435;36.527493;10.019287;0.45378292
Kokrajhar;Assam;1801;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1801;18;sci;35.85967;0.44;72.434006;20.15529;6.452753;0.9579483;34.129948;0.08;76.10219;16.0804;7.0185146;0.798895;34.924866;0.02;73.978836;17.350159;7.5460706;1.1249354
Kokrajhar;Assam;1801;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1801;18;sst;37.325253;0.48;57.31162;30.505901;11.875745;0.30673268;35.328938;0.08;64.86885;24.120518;9.682042;1.3285878;37.30951;0.02;61.652294;23.456585;12.647926;2.2431936
Dhubri;Assam;1802;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1802;18;evs;62.960186;0.97;17.853745;25.546654;42.05846;14.541142;60.33165;0.17;19.068571;31.794895;36.065033;13.071502;57.41111;0.04;22.338152;33.771004;32.79752;11.093328
Dhubri;Assam;1802;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1802;18;language;66.081024;1.07;24.34605;29.058043;35.01645;11.57946;63.110703;0.19;27.994455;30.34996;28.20188;13.453705;61.880035;0.04;29.44932;31.762106;26.024948;12.763626
Dhubri;Assam;1802;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1802;18;math;65.47738;0.98;14.84463;24.504063;40.894188;19.757116;60.293438;0.17;19.714067;32.11947;32.805458;15.361007;56.943943;0.04;23.391294;34.349876;30.085152;12.173678
Dhubri;Assam;1802;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1802;18;evs;55.37868;0.8761524;24.829372;28.68578;38.678482;7.8063664;52.185368;0.15550254;28.947613;32.060074;31.589449;7.4028654;48.48748;0.032;34.03399;33.798176;26.139814;6.0280204
Dhubri;Assam;1802;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1802;18;language;57.72004;1.0364565;17.736883;37.93722;33.77993;10.545968;56.821686;0.19202425;21.217066;34.373093;32.43648;11.973363;55.19833;0.039;21.463112;36.97546;31.511375;10.050052
Dhubri;Assam;1802;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1802;18;math;48.55604;0.88962764;29.639801;37.12334;27.474016;5.7628417;46.78565;0.15739694;30.658651;39.44945;22.835798;7.0561;43.716213;0.032;34.361935;40.799362;19.229385;5.609317
Dhubri;Assam;1802;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1802;18;language;44.494606;0.7;31.412092;51.797012;13.971182;2.8197138;47.9105;0.13;27.691063;47.369232;17.337788;7.601919;52.9731;0.03;21.390825;44.820797;21.690048;12.09833
Dhubri;Assam;1802;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1802;18;math;38.25397;0.59;24.772745;37.930542;28.768826;8.527887;35.984165;0.11;28.879417;42.621006;20.7536;7.7459764;36.02219;0.03;27.439743;45.841908;18.719763;7.9985876
Dhubri;Assam;1802;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1802;18;sci;36.524612;0.54;41.562786;36.661407;18.440086;3.33572;38.013195;0.1;40.478035;34.553047;18.665495;6.303424;39.385117;0.02;37.060844;35.04948;19.444653;8.445024
Dhubri;Assam;1802;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1802;18;sst;41.398346;0.56;35.484333;39.22799;14.767692;10.519986;39.723076;0.1;37.998646;40.095818;12.882501;9.023038;39.339584;0.02;38.987644;41.025356;11.536463;8.450536
Dhubri;Assam;1802;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1802;18;eng;39.629158;0.66;33.491806;17.43517;36.732697;12.340329;40.79518;0.12;27.00004;19.429504;38.24757;15.322887;43.18472;0.03;23.415964;17.139278;40.957005;18.487753
Dhubri;Assam;1802;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1802;18;math;32.436474;0.49;28.316082;43.971188;23.172562;4.540167;32.101692;0.09;30.175968;45.482403;19.294304;5.047327;32.09475;0.02;30.302073;47.24295;16.902634;5.552343
Dhubri;Assam;1802;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1802;18;mil;34.843403;0.46;72.33802;26.175373;1.4866041;0;38.46515;0.09;61.82418;32.010044;6.0556664;0.11010589;41.25734;0.02;52.999435;36.527493;10.019287;0.45378292
Dhubri;Assam;1802;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1802;18;sci;31.747667;0.44;81.14268;11.719301;6.837532;0.30049157;34.129948;0.08;76.10219;16.0804;7.0185146;0.798895;34.924866;0.02;73.978836;17.350159;7.5460706;1.1249354
Dhubri;Assam;1802;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1802;18;sst;33.28267;0.44;69.71357;22.228752;7.7136254;0.3440508;35.328938;0.08;64.86885;24.120518;9.682042;1.3285878;37.30951;0.02;61.652294;23.456585;12.647926;2.2431936
Goalpara;Assam;1803;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1803;18;evs;62.981373;0.98;13.663323;30.986963;40.638138;14.711577;60.33165;0.17;19.068571;31.794895;36.065033;13.071502;57.41111;0.04;22.338152;33.771004;32.79752;11.093328
Goalpara;Assam;1803;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1803;18;language;67.05402;1.13;23.350832;31.394814;27.947044;17.307312;63.110703;0.19;27.994455;30.34996;28.20188;13.453705;61.880035;0.04;29.44932;31.762106;26.024948;12.763626
Goalpara;Assam;1803;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1803;18;math;64.259415;1.01;15.130236;30.509338;31.385315;22.975111;60.293438;0.17;19.714067;32.11947;32.805458;15.361007;56.943943;0.04;23.391294;34.349876;30.085152;12.173678
Goalpara;Assam;1803;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1803;18;evs;59.179325;0.91829467;19.226227;27.485907;42.88935;10.398515;52.185368;0.15550254;28.947613;32.060074;31.589449;7.4028654;48.48748;0.032;34.03399;33.798176;26.139814;6.0280204
Goalpara;Assam;1803;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1803;18;language;64.19394;1.1398268;15.771406;28.918028;40.488907;14.82166;56.821686;0.19202425;21.217066;34.373093;32.43648;11.973363;55.19833;0.039;21.463112;36.97546;31.511375;10.050052
Goalpara;Assam;1803;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1803;18;math;56.696808;1.0261136;23.293272;30.215075;26.189844;20.30181;46.78565;0.15739694;30.658651;39.44945;22.835798;7.0561;43.716213;0.032;34.361935;40.799362;19.229385;5.609317
Goalpara;Assam;1803;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1803;18;language;42.805786;0.73;33.05579;51.352974;12.364197;3.2270393;47.9105;0.13;27.691063;47.369232;17.337788;7.601919;52.9731;0.03;21.390825;44.820797;21.690048;12.09833
Goalpara;Assam;1803;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1803;18;math;35.507317;0.64;31.00297;40.01359;21.94667;7.036768;35.984165;0.11;28.879417;42.621006;20.7536;7.7459764;36.02219;0.03;27.439743;45.841908;18.719763;7.9985876
Goalpara;Assam;1803;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1803;18;sci;36.642727;0.56;44.845203;33.651104;16.74603;4.757663;38.013195;0.1;40.478035;34.553047;18.665495;6.303424;39.385117;0.02;37.060844;35.04948;19.444653;8.445024
Goalpara;Assam;1803;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1803;18;sst;38.31839;0.57;42.87161;36.628933;10.853626;9.645834;39.723076;0.1;37.998646;40.095818;12.882501;9.023038;39.339584;0.02;38.987644;41.025356;11.536463;8.450536
Goalpara;Assam;1803;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1803;18;eng;36.035152;0.62;27.63022;23.742361;41.66591;6.9615088;40.79518;0.12;27.00004;19.429504;38.24757;15.322887;43.18472;0.03;23.415964;17.139278;40.957005;18.487753
Goalpara;Assam;1803;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1803;18;math;31.713709;0.5;29.83373;46.21827;19.03543;4.9125686;32.101692;0.09;30.175968;45.482403;19.294304;5.047327;32.09475;0.02;30.302073;47.24295;16.902634;5.552343
Goalpara;Assam;1803;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1803;18;mil;37.128433;0.46;66.33733;29.173433;4.4892354;0;38.46515;0.09;61.82418;32.010044;6.0556664;0.11010589;41.25734;0.02;52.999435;36.527493;10.019287;0.45378292
Goalpara;Assam;1803;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1803;18;sci;32.75375;0.42;80.45445;14.751579;4.280765;0.51320535;34.129948;0.08;76.10219;16.0804;7.0185146;0.798895;34.924866;0.02;73.978836;17.350159;7.5460706;1.1249354
Goalpara;Assam;1803;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1803;18;sst;35.254784;0.44;65.112175;23.242447;10.626024;1.019355;35.328938;0.08;64.86885;24.120518;9.682042;1.3285878;37.30951;0.02;61.652294;23.456585;12.647926;2.2431936
Bongaigaon;Assam;1804;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1804;18;evs;67.93071;0.86;9.852263;27.243938;46.994125;15.909673;60.33165;0.17;19.068571;31.794895;36.065033;13.071502;57.41111;0.04;22.338152;33.771004;32.79752;11.093328
Bongaigaon;Assam;1804;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1804;18;language;67.904495;1;19.568705;32.331177;32.616695;15.48342;63.110703;0.19;27.994455;30.34996;28.20188;13.453705;61.880035;0.04;29.44932;31.762106;26.024948;12.763626
Bongaigaon;Assam;1804;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1804;18;math;68.338356;0.92;9.741784;30.016102;36.18657;24.055548;60.293438;0.17;19.714067;32.11947;32.805458;15.361007;56.943943;0.04;23.391294;34.349876;30.085152;12.173678
Bongaigaon;Assam;1804;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1804;18;evs;53.951782;0.8796685;27.052197;29.521309;34.478806;8.94769;52.185368;0.15550254;28.947613;32.060074;31.589449;7.4028654;48.48748;0.032;34.03399;33.798176;26.139814;6.0280204
Bongaigaon;Assam;1804;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1804;18;language;59.21945;1.1021867;18.489403;34.711826;31.70283;15.0959425;56.821686;0.19202425;21.217066;34.373093;32.43648;11.973363;55.19833;0.039;21.463112;36.97546;31.511375;10.050052
Bongaigaon;Assam;1804;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1804;18;math;52.98365;1.0010263;25.23367;34.48903;23.919075;16.358229;46.78565;0.15739694;30.658651;39.44945;22.835798;7.0561;43.716213;0.032;34.361935;40.799362;19.229385;5.609317
Bongaigaon;Assam;1804;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1804;18;language;43.752457;0.74;33.198566;47.995934;15.4381695;3.3673298;47.9105;0.13;27.691063;47.369232;17.337788;7.601919;52.9731;0.03;21.390825;44.820797;21.690048;12.09833
Bongaigaon;Assam;1804;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1804;18;math;32.694736;0.59;35.19672;42.284714;17.492208;5.026357;35.984165;0.11;28.879417;42.621006;20.7536;7.7459764;36.02219;0.03;27.439743;45.841908;18.719763;7.9985876
Bongaigaon;Assam;1804;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1804;18;sci;35.97773;0.52;42.999878;36.115784;16.795605;4.0887303;38.013195;0.1;40.478035;34.553047;18.665495;6.303424;39.385117;0.02;37.060844;35.04948;19.444653;8.445024
Bongaigaon;Assam;1804;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1804;18;sst;36.980698;0.52;44.883038;36.07164;13.5149145;5.530406;39.723076;0.1;37.998646;40.095818;12.882501;9.023038;39.339584;0.02;38.987644;41.025356;11.536463;8.450536
Bongaigaon;Assam;1804;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1804;18;eng;37.5051;0.62;33.33543;23.297142;29.115768;14.2516575;40.79518;0.12;27.00004;19.429504;38.24757;15.322887;43.18472;0.03;23.415964;17.139278;40.957005;18.487753
Bongaigaon;Assam;1804;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1804;18;math;31.914991;0.49;31.25621;44.389072;21.31466;3.0400565;32.101692;0.09;30.175968;45.482403;19.294304;5.047327;32.09475;0.02;30.302073;47.24295;16.902634;5.552343
Bongaigaon;Assam;1804;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1804;18;mil;37.52312;0.48;63.748997;31.053513;5.1974897;0;38.46515;0.09;61.82418;32.010044;6.0556664;0.11010589;41.25734;0.02;52.999435;36.527493;10.019287;0.45378292
Bongaigaon;Assam;1804;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1804;18;sci;31.002783;0.4;84.00872;12.248526;3.402018;0.34073657;34.129948;0.08;76.10219;16.0804;7.0185146;0.798895;34.924866;0.02;73.978836;17.350159;7.5460706;1.1249354
Bongaigaon;Assam;1804;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1804;18;sst;32.562683;0.4;72.835464;20.291584;6.872948;0;35.328938;0.08;64.86885;24.120518;9.682042;1.3285878;37.30951;0.02;61.652294;23.456585;12.647926;2.2431936
Barpeta;Assam;1805;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1805;18;evs;67.5627;0.89;10.86591;25.852064;46.7985;16.483528;60.33165;0.17;19.068571;31.794895;36.065033;13.071502;57.41111;0.04;22.338152;33.771004;32.79752;11.093328
Barpeta;Assam;1805;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1805;18;language;69.38748;0.98;16.560255;33.96887;35.967808;13.503068;63.110703;0.19;27.994455;30.34996;28.20188;13.453705;61.880035;0.04;29.44932;31.762106;26.024948;12.763626
Barpeta;Assam;1805;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1805;18;math;67.7932;0.9;10.854692;29.71119;38.750034;20.684082;60.293438;0.17;19.714067;32.11947;32.805458;15.361007;56.943943;0.04;23.391294;34.349876;30.085152;12.173678
Barpeta;Assam;1805;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1805;18;evs;54.974525;0.85245687;23.303225;36.039616;33.436977;7.220184;52.185368;0.15550254;28.947613;32.060074;31.589449;7.4028654;48.48748;0.032;34.03399;33.798176;26.139814;6.0280204
Barpeta;Assam;1805;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1805;18;language;57.281185;1.1157082;19.979671;36.04319;32.23497;11.742167;56.821686;0.19202425;21.217066;34.373093;32.43648;11.973363;55.19833;0.039;21.463112;36.97546;31.511375;10.050052
Barpeta;Assam;1805;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1805;18;math;51.771946;0.929623;23.890654;40.812027;23.206081;12.091238;46.78565;0.15739694;30.658651;39.44945;22.835798;7.0561;43.716213;0.032;34.361935;40.799362;19.229385;5.609317
Barpeta;Assam;1805;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1805;18;language;49.219204;0.7;22.644281;51.95126;20.572012;4.8324485;47.9105;0.13;27.691063;47.369232;17.337788;7.601919;52.9731;0.03;21.390825;44.820797;21.690048;12.09833
Barpeta;Assam;1805;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1805;18;math;44.146893;0.71;19.13914;36.459038;24.451777;19.950047;35.984165;0.11;28.879417;42.621006;20.7536;7.7459764;36.02219;0.03;27.439743;45.841908;18.719763;7.9985876
Barpeta;Assam;1805;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1805;18;sci;40.027946;0.57;32.808544;35.36574;26.18782;5.6378956;38.013195;0.1;40.478035;34.553047;18.665495;6.303424;39.385117;0.02;37.060844;35.04948;19.444653;8.445024
Barpeta;Assam;1805;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1805;18;sst;43.32415;0.58;29.288967;39.39105;19.868975;11.45101;39.723076;0.1;37.998646;40.095818;12.882501;9.023038;39.339584;0.02;38.987644;41.025356;11.536463;8.450536
Barpeta;Assam;1805;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1805;18;eng;41.138355;0.65;23.16269;20.975979;40.92552;14.93581;40.79518;0.12;27.00004;19.429504;38.24757;15.322887;43.18472;0.03;23.415964;17.139278;40.957005;18.487753
Barpeta;Assam;1805;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1805;18;math;36.06843;0.55;21.226032;42.76164;28.931627;7.080703;32.101692;0.09;30.175968;45.482403;19.294304;5.047327;32.09475;0.02;30.302073;47.24295;16.902634;5.552343
Barpeta;Assam;1805;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1805;18;mil;39.21578;0.46;61.96992;33.200645;4.5638204;0.26561338;38.46515;0.09;61.82418;32.010044;6.0556664;0.11010589;41.25734;0.02;52.999435;36.527493;10.019287;0.45378292
Barpeta;Assam;1805;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1805;18;sci;37.038456;0.48;69.297165;14.472696;15.455557;0.7745821;34.129948;0.08;76.10219;16.0804;7.0185146;0.798895;34.924866;0.02;73.978836;17.350159;7.5460706;1.1249354
Barpeta;Assam;1805;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1805;18;sst;34.17445;0.41;64.17052;28.694204;6.819498;0.31578338;35.328938;0.08;64.86885;24.120518;9.682042;1.3285878;37.30951;0.02;61.652294;23.456585;12.647926;2.2431936
Kamrup-Rural;Assam;1806;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1806;18;evs;58.5452;0.98;20.921547;33.310837;34.93744;10.830176;60.33165;0.17;19.068571;31.794895;36.065033;13.071502;57.41111;0.04;22.338152;33.771004;32.79752;11.093328
Kamrup-Rural;Assam;1806;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1806;18;language;60.024426;1.11;31.196129;30.165953;26.908062;11.729855;63.110703;0.19;27.994455;30.34996;28.20188;13.453705;61.880035;0.04;29.44932;31.762106;26.024948;12.763626
Kamrup-Rural;Assam;1806;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1806;18;math;58.99619;1;23.340916;29.972366;31.40028;15.286439;60.293438;0.17;19.714067;32.11947;32.805458;15.361007;56.943943;0.04;23.391294;34.349876;30.085152;12.173678
Kamrup-Rural;Assam;1806;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1806;18;evs;52.378414;0.92579246;27.477135;35.05678;28.175613;9.290467;52.185368;0.15550254;28.947613;32.060074;31.589449;7.4028654;48.48748;0.032;34.03399;33.798176;26.139814;6.0280204
Kamrup-Rural;Assam;1806;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1806;18;language;55.787407;1.1597793;25.636671;31.074875;31.29213;11.996325;56.821686;0.19202425;21.217066;34.373093;32.43648;11.973363;55.19833;0.039;21.463112;36.97546;31.511375;10.050052
Kamrup-Rural;Assam;1806;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1806;18;math;44.246532;0.91611856;34.29828;40.238068;22.471539;2.992117;46.78565;0.15739694;30.658651;39.44945;22.835798;7.0561;43.716213;0.032;34.361935;40.799362;19.229385;5.609317
Kamrup-Rural;Assam;1806;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1806;18;language;52.061913;0.7;17.73163;54.084103;21.428564;6.7557006;47.9105;0.13;27.691063;47.369232;17.337788;7.601919;52.9731;0.03;21.390825;44.820797;21.690048;12.09833
Kamrup-Rural;Assam;1806;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1806;18;math;39.917576;0.64;22.501894;38.275406;30.044561;9.178139;35.984165;0.11;28.879417;42.621006;20.7536;7.7459764;36.02219;0.03;27.439743;45.841908;18.719763;7.9985876
Kamrup-Rural;Assam;1806;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1806;18;sci;40.094124;0.57;32.04924;37.718613;23.791283;6.4408636;38.013195;0.1;40.478035;34.553047;18.665495;6.303424;39.385117;0.02;37.060844;35.04948;19.444653;8.445024
Kamrup-Rural;Assam;1806;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1806;18;sst;44.058838;0.58;28.228268;41.782055;16.610687;13.378987;39.723076;0.1;37.998646;40.095818;12.882501;9.023038;39.339584;0.02;38.987644;41.025356;11.536463;8.450536
Kamrup-Rural;Assam;1806;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1806;18;eng;40.624798;0.65;24.334707;20.34494;41.08485;14.235501;40.79518;0.12;27.00004;19.429504;38.24757;15.322887;43.18472;0.03;23.415964;17.139278;40.957005;18.487753
Kamrup-Rural;Assam;1806;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1806;18;math;32.578968;0.55;26.674845;47.37273;21.487497;4.464928;32.101692;0.09;30.175968;45.482403;19.294304;5.047327;32.09475;0.02;30.302073;47.24295;16.902634;5.552343
Kamrup-Rural;Assam;1806;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1806;18;mil;41.93034;0.52;50.556694;42.378975;6.9938035;0.07052598;38.46515;0.09;61.82418;32.010044;6.0556664;0.11010589;41.25734;0.02;52.999435;36.527493;10.019287;0.45378292
Kamrup-Rural;Assam;1806;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1806;18;sci;36.05395;0.47;71.29688;20.303755;7.6801577;0.71920615;34.129948;0.08;76.10219;16.0804;7.0185146;0.798895;34.924866;0.02;73.978836;17.350159;7.5460706;1.1249354
Kamrup-Rural;Assam;1806;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1806;18;sst;36.727856;0.49;61.76923;24.566603;12.392439;1.2717295;35.328938;0.08;64.86885;24.120518;9.682042;1.3285878;37.30951;0.02;61.652294;23.456585;12.647926;2.2431936
Nalbari;Assam;1807;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1807;18;evs;67.928764;0.84;8.541144;29.228548;43.661213;18.569096;60.33165;0.17;19.068571;31.794895;36.065033;13.071502;57.41111;0.04;22.338152;33.771004;32.79752;11.093328
Nalbari;Assam;1807;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1807;18;language;69.51095;0.97;17.549921;31.324156;35.579865;15.546059;63.110703;0.19;27.994455;30.34996;28.20188;13.453705;61.880035;0.04;29.44932;31.762106;26.024948;12.763626
Nalbari;Assam;1807;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1807;18;math;69.585106;0.89;9.939792;24.592428;43.26052;22.207258;60.293438;0.17;19.714067;32.11947;32.805458;15.361007;56.943943;0.04;23.391294;34.349876;30.085152;12.173678
Nalbari;Assam;1807;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1807;18;evs;56.41435;0.9056024;23.702017;26.554695;37.905376;11.837912;52.185368;0.15550254;28.947613;32.060074;31.589449;7.4028654;48.48748;0.032;34.03399;33.798176;26.139814;6.0280204
Nalbari;Assam;1807;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1807;18;language;59.302628;1.0970173;15.9958;37.1662;33.125072;13.712928;56.821686;0.19202425;21.217066;34.373093;32.43648;11.973363;55.19833;0.039;21.463112;36.97546;31.511375;10.050052
Nalbari;Assam;1807;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1807;18;math;52.580463;0.9383387;22.732649;39.44852;28.5169;9.301933;46.78565;0.15739694;30.658651;39.44945;22.835798;7.0561;43.716213;0.032;34.361935;40.799362;19.229385;5.609317
Nalbari;Assam;1807;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1807;18;language;54.965797;0.7;14.396345;50.59266;26.812737;8.19826;47.9105;0.13;27.691063;47.369232;17.337788;7.601919;52.9731;0.03;21.390825;44.820797;21.690048;12.09833
Nalbari;Assam;1807;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1807;18;math;44.716778;0.76;17.079226;38.801083;27.904408;16.215284;35.984165;0.11;28.879417;42.621006;20.7536;7.7459764;36.02219;0.03;27.439743;45.841908;18.719763;7.9985876
Nalbari;Assam;1807;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1807;18;sci;42.392143;0.57;25.330334;42.7933;23.162373;8.713995;38.013195;0.1;40.478035;34.553047;18.665495;6.303424;39.385117;0.02;37.060844;35.04948;19.444653;8.445024
Nalbari;Assam;1807;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1807;18;sst;46.929886;0.61;24.426079;37.334217;19.653746;18.585958;39.723076;0.1;37.998646;40.095818;12.882501;9.023038;39.339584;0.02;38.987644;41.025356;11.536463;8.450536
Nalbari;Assam;1807;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1807;18;eng;44.45232;0.71;20.998491;15.505017;47.599247;15.897246;40.79518;0.12;27.00004;19.429504;38.24757;15.322887;43.18472;0.03;23.415964;17.139278;40.957005;18.487753
Nalbari;Assam;1807;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1807;18;math;40.2997;0.62;20.0769;40.462967;24.903273;14.556858;32.101692;0.09;30.175968;45.482403;19.294304;5.047327;32.09475;0.02;30.302073;47.24295;16.902634;5.552343
Nalbari;Assam;1807;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1807;18;mil;47.25004;0.54;36.41984;47.678608;15.839459;0.062089253;38.46515;0.09;61.82418;32.010044;6.0556664;0.11010589;41.25734;0.02;52.999435;36.527493;10.019287;0.45378292
Nalbari;Assam;1807;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1807;18;sci;39.48616;0.5;63.721992;19.96435;13.830278;2.48338;34.129948;0.08;76.10219;16.0804;7.0185146;0.798895;34.924866;0.02;73.978836;17.350159;7.5460706;1.1249354
