district_name;state_name;udise_district_code;grade;updated_at;created_at;district_id;state_id;subject;central_govt;central_govt_basic_and_below_basic;central_govt_proficient_and_advance;govt;govt_aided;govt_aided_basic_and_below_basic;govt_aided_proficient_and_advance;govt_basic_and_below_basic;govt_proficient_and_advance;private;private_basic_and_below_basic;private_proficient_and_advance
Panna;Madhya Pradesh;2310;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2310;23;sst;47.662952;69.14893;30.851065;47.446182;0;0;0;64.260185;35.739815;40.227;79.12053;20.87947
Sagar;Madhya Pradesh;2311;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2311;23;evs;60.563236;57.34255;42.65745;76.4492;71.92528;31.328102;68.6719;21.728258;78.27174;67.11676;41.25907;58.74093
Sagar;Madhya Pradesh;2311;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2311;23;language;63.958702;65.613655;34.386345;81.6271;75.022896;44.847874;55.152126;28.64317;71.35683;71.011345;45.45988;54.54012
Sagar;Madhya Pradesh;2311;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2311;23;math;60.009487;57.119816;42.880184;77.831665;69.86396;34.731243;65.26876;19.58994;80.410065;63.453728;45.095448;54.904552
Sagar;Madhya Pradesh;2311;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2311;23;evs;54.59354;57.69654;42.30346;71.18088;55.13091;60.801697;39.198303;24.160868;75.839134;60.633724;51.2209;48.7791
Sagar;Madhya Pradesh;2311;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2311;23;language;55.2001;57.02613;42.97387;75.73935;54.506435;66.33399;33.666004;26.0005;73.999504;67.55658;38.029068;61.970932
Sagar;Madhya Pradesh;2311;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2311;23;math;49.78432;67.90578;32.094223;66.17024;46.114666;70.69493;29.30507;40.956364;59.043636;57.06431;56.016415;43.983585
Sagar;Madhya Pradesh;2311;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2311;23;language;57.3041;59.79266;40.20734;59.362072;54.655113;54.20999;45.79001;59.984142;40.015858;55.536106;65.60466;34.39534
Sagar;Madhya Pradesh;2311;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2311;23;math;37.042805;70.60254;29.39746;49.91088;34.03227;81.71145;18.288553;40.452644;59.547356;35.08805;76.40059;23.599411
Sagar;Madhya Pradesh;2311;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2311;23;sci;41.881866;65.9582;34.0418;50.196983;36.800663;76.39369;23.606306;46.75484;53.24516;40.45635;71.64864;28.351358
Sagar;Madhya Pradesh;2311;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2311;23;sst;37.5514;88.87041;11.129591;49.41842;41.602448;76.14679;23.85321;57.563763;42.436237;40.376854;78.916176;21.08382
Sagar;Madhya Pradesh;2311;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2311;23;eng;58.605286;8.409786;91.59022;48.89745;35.08530236;53.57896142;46.42103858;24.846256;75.15375;49.287834;28.96897;71.03103
Sagar;Madhya Pradesh;2311;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2311;23;math;36.6345;60.74159;39.25841;41.72746;33.85125829;80.03213555;19.96786445;50.13059;49.86941;34.675606;73.39183;26.608168
Sagar;Madhya Pradesh;2311;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2311;23;mil;57.541058;54.062412;45.937588;48.33269;40.44927173;91.62284546;8.377154543;84.67004;15.329965;48.574978;82.00937;17.990633
Sagar;Madhya Pradesh;2311;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2311;23;sci;43.94004;71.84633;28.15367;43.534122;30.72392259;100;0;80.39719;19.602816;38.041237;88.65592;11.344078
Sagar;Madhya Pradesh;2311;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2311;23;sst;46.117847;69.323395;30.676605;44.044685;33.21887152;96.2726539;3.7273461;71.42235;28.577648;40.90429;78.4417;21.5583
Kachchh;Gujarat;2401;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2401;24;evs;48.31523;68.08561;31.914394;57.91136;40.44323;86.257545;13.7424555;57.41333;42.58667;56.301914;60.15485;39.84515
Kachchh;Gujarat;2401;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2401;24;language;50.28377;80.947784;19.052216;60.0582;44.72922;86.5857;13.414297;69.84737;30.152632;60.751163;64.97771;35.022297
Kachchh;Gujarat;2401;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2401;24;math;46.71149;76.044815;23.955183;56.403027;38.994442;84.87399;15.126003;59.936535;40.063465;54.44192;66.74144;33.25856
Kachchh;Gujarat;2401;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2401;24;evs;48.47997;71.22001;28.779993;48.530964;40.9429;84.01791;15.982092;68.9205;31.079502;49.42736;72.00525;27.99475
Kachchh;Gujarat;2401;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2401;24;language;59.741756;51.21933;48.78067;53.387436;45.21576;81.05947;18.940533;67.08411;32.915894;56.974346;55.959957;44.040043
Kachchh;Gujarat;2401;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2401;24;math;46.567924;74.13993;25.860067;42.721146;31.576603;93.10917;6.890835;78.00381;21.996191;42.515087;78.75551;21.24449
Kachchh;Gujarat;2401;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2401;24;language;62.373375;55.72313;44.27687;49.507523;50.22112;74.83824;25.161757;72.00116;27.998844;57.8051;62.103886;37.896114
Kachchh;Gujarat;2401;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2401;24;math;39.4685;65.26164;34.738354;30.095156;29.265612;91.12407;8.875932;87.50579;12.494209;33.642284;82.46991;17.53009
Kachchh;Gujarat;2401;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2401;24;sci;44.35468;64.26487;35.735126;34.704266;34.550682;89.15489;10.84511;83.54895;16.451048;41.192066;69.265656;30.734344
Kachchh;Gujarat;2401;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2401;24;sst;42.722496;76.5972;23.402803;35.731976;35.25701;90.37181;9.628193;87.10497;12.895027;37.971714;89.5293;10.470699
Kachchh;Gujarat;2401;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2401;24;eng;50.158855;25.461155;74.53884;34.127;36.90898362;43.32131726;56.67868274;53.744213;46.255787;47.24067;32.42738;67.572624
Kachchh;Gujarat;2401;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2401;24;math;37.894608;63.42674;36.57326;25.573488;25.94553608;96.06154482;3.938455184;97.6599;2.3400998;29.62893;88.47974;11.520264
Kachchh;Gujarat;2401;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2401;24;mil;40.42878;88.79418;11.205822;38.780537;42.00649082;89.0417183;10.9582817;96.67311;3.326889;41.55617;90.940216;9.059784
Kachchh;Gujarat;2401;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2401;24;sci;41.181805;81.373436;18.626564;28.496725;30.98228166;98.98802148;1.011978521;100;0;34.508907;93.18551;6.8144903
Kachchh;Gujarat;2401;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2401;24;sst;43.437897;85.22205;14.777946;33.25159;35.10579507;93.64931846;6.350681537;95.245026;4.7549734;39.648342;83.69442;16.305584
Banas Kantha;Gujarat;2402;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2402;24;evs;33.11111;96.666664;3.3333333;58.243896;60.391502;50.519608;49.480392;54.80932;45.19068;57.954456;58.339767;41.660233
Banas Kantha;Gujarat;2402;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2402;24;language;44.22222;83.333336;16.666666;60.202362;65.85425;59.843136;40.156864;68.20159;31.798409;62.93099;70.00695;29.99305
Banas Kantha;Gujarat;2402;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2402;24;math;40.39216;83.333336;16.666666;55.8501;62.224556;49.07738;50.92262;59.81028;40.18972;56.803352;62.83162;37.16838
Banas Kantha;Gujarat;2402;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2402;24;evs;39.62963;83.333336;16.666666;55.32681;48.436913;73.2181;26.7819;57.48824;42.51176;51.003353;69.48793;30.512068
Banas Kantha;Gujarat;2402;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2402;24;language;51.11111;70;30;56.2967;56.57477;59.79866;40.20134;60.61961;39.38039;61.426266;50.245033;49.754967
Banas Kantha;Gujarat;2402;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2402;24;math;41.333332;86.666664;13.333333;50.95504;42.524208;83.02323;16.976768;65.440796;34.559204;44.513313;78.91378;21.086222
Banas Kantha;Gujarat;2402;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2402;24;language;51.50074;84.85644;15.14356;51.71423;47.382572;79.19625;20.803751;73.079735;26.920263;61.00746;54.99804;45.00196
Banas Kantha;Gujarat;2402;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2402;24;math;29.575619;88.400314;11.599685;37.42819;27.969543;90.975296;9.0247;66.77162;33.22838;34.0328;78.34024;21.659761
Banas Kantha;Gujarat;2402;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2402;24;sci;36.848843;84.14711;15.85289;37.784374;34.12292;88.03716;11.962834;77.33568;22.664322;41.663105;71.752525;28.247473
Banas Kantha;Gujarat;2402;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2402;24;sst;37.240265;92.076775;7.923227;39.386024;34.254555;87.16218;12.837824;77.72269;22.277315;38.159515;88.54353;11.456469
Banas Kantha;Gujarat;2402;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2402;24;eng;36.575333;42.364704;57.635296;36.75801;36.67912808;51.48124812;48.51875188;55.38853;44.61147;35.554806;46.395554;53.604446
Banas Kantha;Gujarat;2402;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2402;24;math;28.552702;84.89317;15.106826;27.244898;27.34840165;90.85260745;9.147392554;92.2659;7.7341003;27.654919;88.231674;11.768324
Banas Kantha;Gujarat;2402;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2402;24;mil;34.891163;95.76175;4.2382507;40.583046;43.8872208;89.86655914;10.13344086;97.21956;2.780441;43.675346;92.07989;7.920113
Banas Kantha;Gujarat;2402;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2402;24;sci;32.066616;92.15196;7.8480396;30.341858;32.831909;98.58352368;1.416476317;99.13711;0.8628955;30.860565;99.758156;0.241844
Banas Kantha;Gujarat;2402;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2402;24;sst;34.878056;93.62576;6.3742375;36.858093;35.86476633;90.3022759;9.697724098;88.34178;11.65822;36.79947;87.56181;12.438188
Patan;Gujarat;2403;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2403;24;evs;49.333332;70;30;49.80001;51.320072;69.724304;30.2757;69.05148;30.948519;56.54298;60.80572;39.19428
Patan;Gujarat;2403;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2403;24;language;50.666668;73.333336;26.666666;55.732117;58.517426;69.83781;30.16219;73.38242;26.617579;63.10118;59.924973;40.075027
Patan;Gujarat;2403;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2403;24;math;50.784313;73.333336;26.666666;51.734726;53.140995;63.99491;36.00509;68.79705;31.202951;56.533195;61.201958;38.798042
Patan;Gujarat;2403;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2403;24;evs;53.703705;66.666664;33.333332;44.14413;50.107174;63.23096;36.76904;75.73829;24.26171;41.58608;85.35033;14.649671
Patan;Gujarat;2403;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2403;24;language;67.333336;46.666668;53.333332;49.45907;52.8288;66.386635;33.613365;67.99957;32.00043;42.945843;80.008644;19.991352
Patan;Gujarat;2403;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2403;24;math;53.166668;63.333332;36.666668;40.43808;44.784878;76.10954;23.890457;84.79437;15.20563;35.06974;92.89682;7.1031766
Patan;Gujarat;2403;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2403;24;language;56.88889;60;40;47.81024;56.18284;56.44291;43.55709;78.00507;21.994925;59.861168;54.845257;45.154743
Patan;Gujarat;2403;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2403;24;math;40;68.75;31.25;32.219616;41.854874;54.67121;45.32879;80.40617;19.593826;32.52993;83.27109;16.728914
Patan;Gujarat;2403;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2403;24;sci;41.190475;78.57143;21.428572;34.83217;42.14278;64.87651;35.12349;84.06198;15.938016;39.615494;75.12729;24.872711
Patan;Gujarat;2403;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2403;24;sst;33.555557;100;0;35.603962;42.158478;76.35158;23.648424;85.13081;14.8691845;36.997566;86.84527;13.154732
Patan;Gujarat;2403;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2403;24;eng;67.56371;3.2056952;96.794304;30.249886;35.80558293;52.68830476;47.31169524;72.128845;27.871155;41.75915;38.264683;61.735317
Patan;Gujarat;2403;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2403;24;math;50.37128;29.782635;70.21736;26.789627;30.37558126;81.5602435;18.4397565;93.79349;6.206515;28.883774;88.440834;11.559164
Patan;Gujarat;2403;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2403;24;mil;59.29811;67.712036;32.287968;39.184162;41.78187547;92.45966466;7.540335339;95.87286;4.127135;44.250175;87.05236;12.947642
Patan;Gujarat;2403;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2403;24;sci;48.90816;60.98711;39.01289;28.96586;31.62211559;96.654503;3.345497001;99.699554;0.30044276;35.63122;93.48855;6.5114527
Patan;Gujarat;2403;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2403;24;sst;50.22874;45.406754;54.593246;32.685184;35.61232443;91.58345285;8.416547145;95.50543;4.4945683;39.216545;87.72669;12.273305
Mahesana;Gujarat;2404;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2404;24;evs;72;26.666666;73.333336;68.57511;63.539547;45.691193;54.308807;35.07228;64.92772;57.143913;60.535294;39.464706
Mahesana;Gujarat;2404;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2404;24;language;69.77778;46.666668;53.333332;71.56906;68.29095;54.825787;45.174213;51.930756;48.069244;60.162846;61.73231;38.26769
Mahesana;Gujarat;2404;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2404;24;math;69.60784;40;60;67.3713;62.31225;48.501328;51.498672;40.71948;59.28052;56.850708;56.882607;43.117393
Mahesana;Gujarat;2404;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2404;24;evs;47.037037;73.333336;26.666666;56.918957;55.644688;53.86569;46.13431;51.45425;48.54575;49.53866;69.36815;30.631851
Mahesana;Gujarat;2404;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2404;24;language;62;40;60;59.68613;63.932438;42.954823;57.045177;50.372814;49.627186;59.010067;53.015205;46.984795
Mahesana;Gujarat;2404;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2404;24;math;48.333332;70;30;53.423046;54.31746;61.8779;38.1221;56.864548;43.135452;44.90366;76.67376;23.326239
Mahesana;Gujarat;2404;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2404;24;language;65.92063;38.857143;61.142857;56.705803;58.057087;59.38405;40.61595;63.021687;36.978313;62.62067;48.696514;51.303486
Mahesana;Gujarat;2404;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2404;24;math;42.215137;53.367348;46.632652;40.2306;36.92644;71.68039;28.319607;67.31873;32.681267;36.57517;75.346146;24.653854
Mahesana;Gujarat;2404;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2404;24;sci;57.308247;29.834183;70.16582;43.84501;40.69782;69.06612;30.933886;66.03391;33.966084;43.993496;64.12588;35.874123
Mahesana;Gujarat;2404;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2404;24;sst;43.7873;69.42857;30.571428;41.437412;41.291416;76.403824;23.59618;73.327446;26.672552;40.3351;81.866684;18.13332
Mahesana;Gujarat;2404;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2404;24;eng;64.54797;6.4131374;93.58686;33.29972;35.30954985;49.8343267;50.1656733;57.330467;42.669533;46.41465;31.691547;68.30846
Mahesana;Gujarat;2404;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2404;24;math;49.18396;23.59674;76.40326;26.237913;28.12501548;88.55714831;11.44285169;96.41038;3.589621;31.24847;80.48627;19.513731
Mahesana;Gujarat;2404;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2404;24;mil;59.74133;60.996796;39.003204;39.277195;41.51846;92.73750481;7.262495185;95.39955;4.6004457;44.935417;88.791885;11.208113
Mahesana;Gujarat;2404;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2404;24;sci;45.73494;75.32185;24.678146;30.620468;31.10106132;97.79255424;2.207445763;100;0;37.13118;89.39962;10.600382
Mahesana;Gujarat;2404;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2404;24;sst;60.697155;33.0481;66.951904;34.435303;35.70983067;92.61903607;7.380963933;96.43426;3.5657434;39.91233;82.38389;17.616108
Sabar Kantha;Gujarat;2405;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2405;24;evs;40.17856;89.30855;10.691453;62.304184;58.67795;52.094673;47.905327;44.888752;55.111248;59.871185;55.027584;44.972416
Sabar Kantha;Gujarat;2405;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2405;24;language;54.49719;89.11458;10.885422;69.51854;59.894474;63.496807;36.503193;54.420956;45.579044;67.346924;56.024124;43.975876
Sabar Kantha;Gujarat;2405;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2405;24;math;34.870506;91.24644;8.753564;57.404026;54.516674;54.492535;45.507465;61.05636;38.94364;59.244705;54.327274;45.672726
Sabar Kantha;Gujarat;2405;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2405;24;evs;67.35342;29.325848;70.67416;51.86548;49.799297;70.465034;29.53497;56.6145;43.3855;46.03337;74.87596;25.12404
Sabar Kantha;Gujarat;2405;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2405;24;language;57.686356;64.604256;35.395744;59.504192;58.843082;55.50939;44.49061;53.913624;46.086376;50.147316;70.13638;29.863615
Sabar Kantha;Gujarat;2405;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2405;24;math;50.698917;71.24789;28.752115;50.351948;48.25789;64.130005;35.869995;64.65808;35.341915;42.253666;80.41548;19.584517
Sabar Kantha;Gujarat;2405;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2405;24;language;47.215984;88.86884;11.131158;54.00715;60.165146;56.39713;43.60287;66.61257;33.387432;57.816814;62.640995;37.359005
Sabar Kantha;Gujarat;2405;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2405;24;math;38.3126;73.07692;26.923079;39.31103;42.643772;55.846943;44.153057;57.089672;42.910328;33.945827;79.846306;20.153698
Sabar Kantha;Gujarat;2405;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2405;24;sci;39.969883;64.13876;35.861233;41.632206;42.180325;62.84701;37.15299;63.043476;36.956524;40.625656;71.42854;28.571459
Sabar Kantha;Gujarat;2405;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2405;24;sst;45.474453;65.37507;34.62493;39.603363;40.469208;80.840515;19.159483;76.227905;23.77209;38.141205;88.14754;11.852466
Sabar Kantha;Gujarat;2405;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2405;24;eng;33.86341;57.61134;42.38866;29.71111;37.04815609;45.41887461;54.58112539;68.500435;31.499565;45.661205;32.356228;67.64377
Sabar Kantha;Gujarat;2405;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2405;24;math;28.289204;86.28931;13.710697;26.560823;30.11837866;79.13803463;20.86196537;94.07273;5.9272656;31.093998;82.70175;17.298252
Sabar Kantha;Gujarat;2405;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2405;24;mil;33.851936;98.511116;1.488885;34.422977;40.06268653;94.96039112;5.039608884;100;0;44.125362;92.10097;7.89903
Sabar Kantha;Gujarat;2405;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2405;24;sci;30.658766;95.40823;4.5917683;27.944532;33.15547864;97.7770636;2.222936397;100;0;36.34958;93.22691;6.773088
Sabar Kantha;Gujarat;2405;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2405;24;sst;33.61404;91.80658;8.19342;28.838667;34.45347735;94.02248979;5.977510209;100;0;39.82631;82.9063;17.093699
Gandhinagar;Gujarat;2406;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2406;24;evs;52.255386;60.649975;39.350025;67.414116;60.182823;56.25602;43.74398;36.143612;63.856388;62.680687;48.100353;51.899647
Gandhinagar;Gujarat;2406;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2406;24;language;55.158222;72.420265;27.579737;70.41312;73.01753;46.17739;53.82261;51.23629;48.76371;70.40212;50.76582;49.23418
Gandhinagar;Gujarat;2406;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2406;24;math;50.903023;72.07279;27.92721;64.199265;63.039745;39.076134;60.923866;48.398685;51.601315;62.75715;47.018654;52.981346
Gandhinagar;Gujarat;2406;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2406;24;evs;50.82184;67.90068;32.099323;50.881798;42.958366;79.87908;20.120916;66.858345;33.14165;49.133064;71.21025;28.789745
Gandhinagar;Gujarat;2406;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2406;24;language;59.05543;50.263355;49.736645;54.976803;52.12676;68.72692;31.273077;64.19275;35.80725;56.107113;59.16074;40.83926
Gandhinagar;Gujarat;2406;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2406;24;math;47.066967;73.49887;26.50113;46.12392;40.31109;83.23226;16.767735;74.450356;25.549646;45.04867;79.36773;20.63227
Gandhinagar;Gujarat;2406;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2406;24;language;65.102356;47.654785;52.345215;51.21009;51.942196;73.35728;26.642727;74.53276;25.467237;64.97908;43.890945;56.109055
Gandhinagar;Gujarat;2406;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2406;24;math;38.993343;69.17214;30.827862;36.32641;33.29412;78.53574;21.464254;72.514656;27.48534;39.07727;70.507576;29.492422
Gandhinagar;Gujarat;2406;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2406;24;sci;49.44435;53.048782;46.951218;36.573196;36.856052;81.75117;18.248835;80.285255;19.714743;45.704556;62.717453;37.282547
Gandhinagar;Gujarat;2406;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2406;24;sst;42.73379;75.572235;24.427767;37.04516;35.908546;90.55817;9.441831;81.817696;18.182302;42.216087;77.80786;22.192135
Gandhinagar;Gujarat;2406;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2406;24;eng;61.867615;11.965552;88.03445;27.380953;39.70257588;38.5659993;61.4340007;66.666664;33.333332;59.566788;17.914637;82.085365
Gandhinagar;Gujarat;2406;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2406;24;math;37.222523;61.41364;38.58636;22.142857;30.92037056;82.10539986;17.89460014;100;0;36.547924;69.42258;30.577427
Gandhinagar;Gujarat;2406;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2406;24;mil;42.065857;82.703026;17.296976;44.285713;41.82141777;92.65847402;7.341525976;83.333336;16.666666;44.556;87.81318;12.186822
Gandhinagar;Gujarat;2406;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2406;24;sci;44.866024;75.39774;24.602257;30;31.76198697;97.98355062;2.016449375;100;0;40.844692;80.371284;19.628717
Gandhinagar;Gujarat;2406;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2406;24;sst;45.56184;61.45034;38.54966;27.857143;37.65803664;89.44062952;10.55937048;100;0;46.54786;66.28201;33.71799
Ahmedabad;Gujarat;2407;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2407;24;evs;63.763157;48.453365;51.546635;70.57778;54.43523;60.291832;39.708168;30.177824;69.822174;55.6612;56.215927;43.784073
Ahmedabad;Gujarat;2407;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2407;24;language;66.4659;52.980583;47.019417;77.84403;57.513535;62.6626;37.3374;39.616566;60.383434;63.154526;57.78012;42.21988
Ahmedabad;Gujarat;2407;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2407;24;math;63.124763;53.64554;46.35446;69.18208;50.467304;67.78704;32.212955;35.893257;64.10674;55.783497;59.91598;40.08402
Ahmedabad;Gujarat;2407;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2407;24;evs;53.607887;61.526073;38.473927;51.032356;46.882458;72.477615;27.522388;63.661285;36.338715;44.73049;77.5142;22.485802
Ahmedabad;Gujarat;2407;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2407;24;language;65.12941;42.836052;57.163948;54.950657;51.639545;66.91681;33.08319;62.824417;37.175583;50.12053;67.70916;32.290844
Ahmedabad;Gujarat;2407;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2407;24;math;54.51211;58.445744;41.554256;47.72081;47.245853;72.0212;27.9788;67.69045;32.309547;39.787125;81.573814;18.426184
Ahmedabad;Gujarat;2407;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2407;24;language;67.165794;40.8565;59.1435;57.160114;52.24058;68.288414;31.711588;62.2126;37.7874;61.21323;50.948143;49.051857
Ahmedabad;Gujarat;2407;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2407;24;math;38.403976;73.80302;26.196983;46.012856;33.656918;79.12487;20.875132;48.957222;51.042778;34.95649;77.24182;22.75818
Ahmedabad;Gujarat;2407;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2407;24;sci;50.333725;52.53807;47.46193;45.820522;34.867287;82.7689;17.231106;55.86674;44.13326;41.221306;72.06911;27.930893
Ahmedabad;Gujarat;2407;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2407;24;sst;42.508743;78.17259;21.827412;43.965706;37.845947;83.36501;16.634987;70.66993;29.330072;38.713703;85.36889;14.631109
Ahmedabad;Gujarat;2407;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2407;24;eng;59.307446;10.794339;89.20566;30.77052;39.43266207;41.85834792;58.14165208;63.81574;36.18426;54.167686;20.187225;79.812775
Ahmedabad;Gujarat;2407;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2407;24;math;37.588413;63.018894;36.981106;24.577261;27.13300402;94.01047042;5.989529576;96.56863;3.4313726;32.342236;76.96314;23.036861
Ahmedabad;Gujarat;2407;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2407;24;mil;31.164743;97.07126;2.9287434;35.855087;43.76363872;92.40844842;7.591551575;97.66533;2.3346674;44.878315;86.9531;13.046898
Ahmedabad;Gujarat;2407;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2407;24;sci;44.30372;75.66103;24.338963;28.99509;31.72370804;98.11895989;1.881040111;97.391785;2.6082132;37.21322;90.44163;9.558371
Ahmedabad;Gujarat;2407;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2407;24;sst;49.050354;62.298912;37.701088;30.907684;36.44282596;88.73970066;11.26029934;94.7427;5.257302;44.01657;72.857216;27.142784
Surendranagar;Gujarat;2408;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2408;24;evs;33.333332;96.666664;3.3333333;64.38543;49.346535;67.308136;32.69186;44.504013;55.495987;58.891254;60.385006;39.614994
Surendranagar;Gujarat;2408;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2408;24;language;42.068966;86.206894;13.793103;67.94593;51.473366;74.83494;25.165064;57.95728;42.04272;58.67007;70.77122;29.228783
