district_name;state_name;udise_district_code;grade;updated_at;created_at;district_id;state_id;subject;rural;rural_basic_and_below_basic;rural_proficient_and_advance;urban;urban_basic_and_below_basic;urban_proficient_and_advance
Surguja;Chhattisgarh;2202;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2202;22;math;27.758713;86.69524;13.304764;27.490309;88.81575;11.18425
Surguja;Chhattisgarh;2202;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2202;22;mil;37.547535;95.29558;4.704418;44.128544;86.33346;13.666542
Surguja;Chhattisgarh;2202;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2202;22;sci;31.38959;95.65431;4.3456917;34.612362;92.0496;7.950404
Surguja;Chhattisgarh;2202;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2202;22;sst;33.877075;93.802444;6.197556;35.429184;86.91299;13.087011
Jashpur;Chhattisgarh;2203;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2203;22;evs;43.012554;76.78313;23.216875;45.496796;79.909225;20.090775
Jashpur;Chhattisgarh;2203;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2203;22;language;44.548824;80.43618;19.563818;47.119087;81.84959;18.150414
Jashpur;Chhattisgarh;2203;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2203;22;math;39.578297;82.120865;17.879139;39.657993;84.86256;15.137446
Jashpur;Chhattisgarh;2203;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2203;22;evs;39.05562;86.20785;13.792156;45.580067;79.345215;20.654781
Jashpur;Chhattisgarh;2203;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2203;22;language;46.52881;72.56611;27.43389;60.24629;58.266624;41.733376
Jashpur;Chhattisgarh;2203;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2203;22;math;31.69571;95.02943;4.9705763;36.542698;88.39506;11.604945
Jashpur;Chhattisgarh;2203;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2203;22;language;45.68657;83.89513;16.104874;57.228237;60.5379;39.4621
Jashpur;Chhattisgarh;2203;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2203;22;math;26.095364;94.397865;5.602135;29.568512;88.30083;11.699171
Jashpur;Chhattisgarh;2203;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2203;22;sci;33.64372;87.26714;12.732854;37.719845;76.43134;23.568655
Jashpur;Chhattisgarh;2203;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2203;22;sst;33.56982;93.2984;6.701603;39.306225;87.81372;12.186281
Jashpur;Chhattisgarh;2203;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2203;22;eng;33.310825;56.57382;43.42618;34.532295;59.814568;40.185432
Jashpur;Chhattisgarh;2203;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2203;22;math;26.636374;88.65566;11.344338;26.881144;90.314445;9.685552
Jashpur;Chhattisgarh;2203;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2203;22;mil;39.163094;92.7118;7.2881994;40.294434;88.53737;11.462627
Jashpur;Chhattisgarh;2203;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2203;22;sci;29.805088;96.36228;3.6377165;28.384867;98.03542;1.9645771
Jashpur;Chhattisgarh;2203;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2203;22;sst;32.17603;97.06661;2.9333887;34.868824;97.712944;2.2870584
Raigarh;Chhattisgarh;2204;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2204;22;evs;50.949368;70.879074;29.120924;45.772293;76.75303;23.24697
Raigarh;Chhattisgarh;2204;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2204;22;language;54.638805;72.03604;27.963957;52.96092;78.30113;21.698868
Raigarh;Chhattisgarh;2204;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2204;22;math;51.5722;70.42038;29.579617;46.22652;82.28185;17.718143
Raigarh;Chhattisgarh;2204;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2204;22;evs;46.722042;75.04242;24.957579;43.30283;81.94903;18.050974
Raigarh;Chhattisgarh;2204;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2204;22;language;54.347443;62.300926;37.699074;59.037045;54.612038;45.387962
Raigarh;Chhattisgarh;2204;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2204;22;math;39.31993;82.66358;17.336414;39.26531;85.69992;14.300079
Raigarh;Chhattisgarh;2204;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2204;22;language;52.008987;67.43242;32.567585;57.63528;62.839752;37.160248
Raigarh;Chhattisgarh;2204;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2204;22;math;31.759197;81.92386;18.076141;28.974094;94.21872;5.7812796
Raigarh;Chhattisgarh;2204;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2204;22;sci;37.5825;75.075806;24.924194;39.925865;68.07351;31.92649
Raigarh;Chhattisgarh;2204;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2204;22;sst;37.40631;84.3708;15.629206;38.36308;87.40875;12.591244
Raigarh;Chhattisgarh;2204;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2204;22;eng;38.154686;49.51091;50.48909;36.628613;53.01551;46.98449
Raigarh;Chhattisgarh;2204;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2204;22;math;28.331804;87.99432;12.005676;26.797417;93.668655;6.331346
Raigarh;Chhattisgarh;2204;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2204;22;mil;41.792793;88.23958;11.760422;42.15798;87.486786;12.513212
Raigarh;Chhattisgarh;2204;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2204;22;sci;31.303328;96.17015;3.8298528;31.764544;94.94324;5.0567617
Raigarh;Chhattisgarh;2204;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2204;22;sst;34.80952;90.37955;9.62045;34.734394;90.38418;9.615821
Korba;Chhattisgarh;2205;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2205;22;evs;55.063828;59.08992;40.91008;44.852913;76.199905;23.800093
Korba;Chhattisgarh;2205;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2205;22;language;60.806004;61.708572;38.291428;45.28205;77.02131;22.97869
Korba;Chhattisgarh;2205;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2205;22;math;50.49101;67.10465;32.895348;44.861538;76.992516;23.007484
Korba;Chhattisgarh;2205;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2205;22;evs;45.67455;71.699905;28.300093;40.702206;83.21425;16.78575
Korba;Chhattisgarh;2205;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2205;22;language;50.943314;63.78191;36.21809;44.145477;75.615685;24.384312
Korba;Chhattisgarh;2205;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2205;22;math;36.426754;83.09745;16.902554;33.269802;90.62794;9.372064
Korba;Chhattisgarh;2205;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2205;22;language;44.986942;82.395454;17.604548;54.145317;62.94337;37.05663
Korba;Chhattisgarh;2205;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2205;22;math;25.59087;96.27384;3.7261577;31.058693;87.28315;12.716851
Korba;Chhattisgarh;2205;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2205;22;sci;33.284943;86.90914;13.090862;36.569275;75.30584;24.694164
Korba;Chhattisgarh;2205;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2205;22;sst;33.700314;88.570114;11.429888;37.016277;86.27687;13.723127
Korba;Chhattisgarh;2205;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2205;22;eng;30.190113;72.15509;27.844906;43.889503;37.451237;62.548763
Korba;Chhattisgarh;2205;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2205;22;math;24.537672;95.281586;4.718412;27.629032;88.81149;11.188509
Korba;Chhattisgarh;2205;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2205;22;mil;36.660446;94.357025;5.6429777;44.02821;85.29496;14.705041
Korba;Chhattisgarh;2205;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2205;22;sci;27.830994;98.91694;1.0830628;31.919352;94.10103;5.898969
Korba;Chhattisgarh;2205;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2205;22;sst;29.39151;97.43049;2.5695126;36.627792;85.564285;14.435719
Janjgir - Champa;Chhattisgarh;2206;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2206;22;evs;41.2155;79.76476;20.235237;39.586784;84.940285;15.059711
Janjgir - Champa;Chhattisgarh;2206;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2206;22;language;42.007267;84.210945;15.789058;37.27561;90.02345;9.976547
Janjgir - Champa;Chhattisgarh;2206;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2206;22;math;37.187485;85.309395;14.690604;37.539635;89.11451;10.8854885
Janjgir - Champa;Chhattisgarh;2206;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2206;22;evs;32.23556;94.01085;5.9891496;36.597755;91.225296;8.774702
Janjgir - Champa;Chhattisgarh;2206;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2206;22;language;35.209137;88.11449;11.885513;39.940582;85.19353;14.806476
Janjgir - Champa;Chhattisgarh;2206;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2206;22;math;27.150478;97.953476;2.046523;33.400814;95.770706;4.2292933
Janjgir - Champa;Chhattisgarh;2206;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2206;22;language;42.132065;82.51092;17.489086;56.54472;58.9805;41.0195
Janjgir - Champa;Chhattisgarh;2206;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2206;22;math;25.588575;92.898026;7.101976;26.694206;95.97426;4.0257444
Janjgir - Champa;Chhattisgarh;2206;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2206;22;sci;32.06797;89.27871;10.721292;35.269302;80.28855;19.711447
Janjgir - Champa;Chhattisgarh;2206;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2206;22;sst;31.531082;94.50283;5.4971657;35.3404;88.93691;11.063085
Janjgir - Champa;Chhattisgarh;2206;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2206;22;eng;29.338638;70.22613;29.773872;36.60957;47.90772;52.09228
Janjgir - Champa;Chhattisgarh;2206;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2206;22;math;24.921768;96.659164;3.3408375;24.749317;96.79599;3.204008
Janjgir - Champa;Chhattisgarh;2206;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2206;22;mil;38.159008;91.78305;8.21695;38.214138;93.06847;6.931531
Janjgir - Champa;Chhattisgarh;2206;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2206;22;sci;28.37061;99.63977;0.360231;31.57304;98.378;1.6220027
Janjgir - Champa;Chhattisgarh;2206;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2206;22;sst;30.515886;98.396324;1.6036754;31.52836;94.55851;5.4414873
Bilaspur;Chhattisgarh;2207;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2207;22;evs;54.37423;61.420406;38.579594;51.155937;64.184845;35.81515
Bilaspur;Chhattisgarh;2207;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2207;22;language;55.670193;70.48866;29.511335;55.514217;70.946785;29.053213
Bilaspur;Chhattisgarh;2207;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2207;22;math;52.265495;66.572716;33.42728;51.496323;64.83648;35.163525
Bilaspur;Chhattisgarh;2207;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2207;22;evs;43.472534;72.46781;27.532192;42.751995;76.13096;23.86904
Bilaspur;Chhattisgarh;2207;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2207;22;language;47.921036;70.90055;29.099445;48.573505;68.29156;31.708439
Bilaspur;Chhattisgarh;2207;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2207;22;math;34.92108;84.87969;15.120306;37.560154;84.982124;15.017875
Bilaspur;Chhattisgarh;2207;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2207;22;language;45.52786;78.40913;21.59087;55.657448;64.393036;35.606968
Bilaspur;Chhattisgarh;2207;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2207;22;math;26.87268;91.04738;8.952625;31.742731;86.20423;13.795766
Bilaspur;Chhattisgarh;2207;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2207;22;sci;32.984646;86.91962;13.080384;39.1955;73.748116;26.251884
Bilaspur;Chhattisgarh;2207;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2207;22;sst;32.668964;90.826515;9.173483;36.638523;87.967255;12.032745
Bilaspur;Chhattisgarh;2207;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2207;22;eng;33.390537;61.70382;38.29618;42.072098;40.113857;59.886143
Bilaspur;Chhattisgarh;2207;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2207;22;math;26.303299;93.10304;6.89696;28.498112;87.7685;12.231501
Bilaspur;Chhattisgarh;2207;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2207;22;mil;40.249184;91.44369;8.556312;44.76458;84.18568;15.814325
Bilaspur;Chhattisgarh;2207;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2207;22;sci;29.67196;98.01697;1.9830303;32.409054;93.08772;6.9122744
Bilaspur;Chhattisgarh;2207;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2207;22;sst;31.657503;94.01035;5.989649;34.42467;91.757675;8.242327
Kawardha;Chhattisgarh;2208;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2208;22;evs;37.193584;81.86159;18.138416;38.02054;79.294365;20.705633
Kawardha;Chhattisgarh;2208;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2208;22;language;38.65009;86.4254;13.574603;42.345703;85.07449;14.925507
Kawardha;Chhattisgarh;2208;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2208;22;math;32.707848;90.15124;9.8487625;36.30658;84.96389;15.036113
Kawardha;Chhattisgarh;2208;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2208;22;evs;41.3399;77.33593;22.664066;35.22084;89.43593;10.564068
Kawardha;Chhattisgarh;2208;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2208;22;language;45.556213;73.29918;26.700817;46.186337;72.2814;27.718597
Kawardha;Chhattisgarh;2208;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2208;22;math;34.62941;86.41166;13.588339;28.121695;96.81634;3.1836596
Kawardha;Chhattisgarh;2208;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2208;22;language;41.14987;84.77815;15.2218485;50.63788;74.606705;25.393297
Kawardha;Chhattisgarh;2208;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2208;22;math;25.482777;95.88943;4.1105714;26.835972;97.271545;2.7284548
Kawardha;Chhattisgarh;2208;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2208;22;sci;30.977482;91.91608;8.083927;33.214935;91.2559;8.7441
Kawardha;Chhattisgarh;2208;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2208;22;sst;30.874062;95.09976;4.900238;32.624607;94.36284;5.6371627
Kawardha;Chhattisgarh;2208;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2208;22;eng;31.31018;60.182095;39.817905;32.56563;57.786;42.214
Kawardha;Chhattisgarh;2208;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2208;22;math;25.112606;94.79131;5.208686;24.190393;97.254456;2.745548
Kawardha;Chhattisgarh;2208;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2208;22;mil;36.833908;95.61029;4.3897066;39.723656;91.41158;8.588415
Kawardha;Chhattisgarh;2208;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2208;22;sci;28.758965;98.707054;1.2929438;28.61053;99.0158;0.98420113
Kawardha;Chhattisgarh;2208;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2208;22;sst;30.65888;97.090935;2.9090688;32.90893;97.53857;2.461431
Rajnandgaon;Chhattisgarh;2209;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2209;22;evs;48.007153;73.949615;26.050388;50.778522;68.360725;31.639275
Rajnandgaon;Chhattisgarh;2209;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2209;22;language;52.70812;71.414696;28.585302;54.862587;67.94463;32.055367
Rajnandgaon;Chhattisgarh;2209;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2209;22;math;45.4215;74.48381;25.51619;52.541;65.10069;34.89931
Rajnandgaon;Chhattisgarh;2209;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2209;22;evs;41.11185;85.79342;14.206581;44.755405;75.80899;24.19101
Rajnandgaon;Chhattisgarh;2209;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2209;22;language;46.294334;75.42779;24.57221;53.347286;64.10077;35.89923
Rajnandgaon;Chhattisgarh;2209;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2209;22;math;32.836838;92.229675;7.7703233;40.267426;84.246605;15.753393
Rajnandgaon;Chhattisgarh;2209;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2209;22;language;47.15724;80.33966;19.660341;49.331516;70.073204;29.926798
Rajnandgaon;Chhattisgarh;2209;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2209;22;math;27.246302;94.25462;5.74538;28.911665;91.872345;8.127653
Rajnandgaon;Chhattisgarh;2209;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2209;22;sci;35.028473;87.11414;12.885858;34.664875;84.02569;15.974309
Rajnandgaon;Chhattisgarh;2209;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2209;22;sst;33.799667;93.3856;6.614404;33.664772;91.52105;8.478953
Rajnandgaon;Chhattisgarh;2209;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2209;22;eng;32.739517;57.585194;42.414806;40.753666;44.493343;55.506657
Rajnandgaon;Chhattisgarh;2209;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2209;22;math;25.384651;95.51271;4.48729;27.507574;91.45499;8.545014
Rajnandgaon;Chhattisgarh;2209;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2209;22;mil;39.20519;94.42402;5.575981;42.224804;87.68981;12.310186
Rajnandgaon;Chhattisgarh;2209;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2209;22;sci;29.688772;99.07385;0.9261489;33.54998;93.42279;6.577206
Rajnandgaon;Chhattisgarh;2209;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2209;22;sst;32.205147;94.6009;5.399099;34.246212;89.567764;10.432234
Durg;Chhattisgarh;2210;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2210;22;evs;52.683468;67.13856;32.861446;54.30791;61.999523;38.000477
Durg;Chhattisgarh;2210;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2210;22;language;54.893833;66.56485;33.435154;58.191586;68.63597;31.364027
Durg;Chhattisgarh;2210;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2210;22;math;48.279484;67.46555;32.534443;54.244953;64.65294;35.34706
Durg;Chhattisgarh;2210;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2210;22;evs;46.35123;67.457306;32.542694;44.90926;79.51331;20.486689
Durg;Chhattisgarh;2210;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2210;22;language;49.226994;66.87791;33.12209;52.584656;63.787388;36.212612
Durg;Chhattisgarh;2210;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2210;22;math;39.022995;80.46;19.540003;37.711407;88.10044;11.89956
Durg;Chhattisgarh;2210;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2210;22;language;57.344505;62.112133;37.887867;62.33482;49.92993;50.07007
Durg;Chhattisgarh;2210;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2210;22;math;35.53594;73.29469;26.705305;36.21923;73.90275;26.097248
Durg;Chhattisgarh;2210;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2210;22;sci;42.110165;66.66868;33.331318;44.20908;62.266808;37.733192
Durg;Chhattisgarh;2210;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2210;22;sst;41.956818;80.015564;19.984434;41.292618;81.44581;18.55419
Durg;Chhattisgarh;2210;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2210;22;eng;41.04162;44.835075;55.164925;51.342037;24.548481;75.451515
Durg;Chhattisgarh;2210;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2210;22;math;28.392345;89.23049;10.76951;31.987108;77.26989;22.730112
Durg;Chhattisgarh;2210;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2210;22;mil;42.259045;89.06321;10.936788;47.364258;82.39146;17.608547
Durg;Chhattisgarh;2210;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2210;22;sci;34.4643;92.8181;7.1819015;37.268795;86.703835;13.2961645
Durg;Chhattisgarh;2210;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2210;22;sst;36.696022;89.35246;10.64754;40.197304;80.43542;19.564583
Raipur;Chhattisgarh;2211;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2211;22;evs;40.137577;80.98082;19.019176;45.773067;75.659775;24.340225
Raipur;Chhattisgarh;2211;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2211;22;language;41.517693;85.83076;14.169244;48.8749;78.182976;21.817028
Raipur;Chhattisgarh;2211;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2211;22;math;40.512745;82.699425;17.300573;45.09618;80.856964;19.143038
Raipur;Chhattisgarh;2211;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2211;22;evs;44.334972;78.38855;21.611448;42.17721;82.6507;17.349297
Raipur;Chhattisgarh;2211;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2211;22;language;52.92904;66.13615;33.86385;51.36433;67.43418;32.565815
Raipur;Chhattisgarh;2211;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2211;22;math;36.46597;88.170944;11.829054;36.952293;89.09668;10.903321
Raipur;Chhattisgarh;2211;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2211;22;language;48.554485;74.87609;25.123909;59.76684;52.622528;47.377472
Raipur;Chhattisgarh;2211;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2211;22;math;26.76491;96.81472;3.1852775;33.945385;79.745224;20.254778
Raipur;Chhattisgarh;2211;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2211;22;sci;32.879845;90.56085;9.439151;40.659523;68.550995;31.449009
Raipur;Chhattisgarh;2211;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2211;22;sst;33.062145;93.02508;6.9749255;37.47235;87.87757;12.122431
Raipur;Chhattisgarh;2211;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2211;22;eng;35.9496;57.357403;42.642597;50.713924;32.329597;67.6704
Raipur;Chhattisgarh;2211;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2211;22;math;25.558416;94.03634;5.9636636;31.80889;79.8087;20.191298
Raipur;Chhattisgarh;2211;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2211;22;mil;39.930458;93.51559;6.4844155;47.09251;77.092865;22.907135
Raipur;Chhattisgarh;2211;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2211;22;sci;30.256226;95.9732;4.026801;35.77253;88.55243;11.447569
Raipur;Chhattisgarh;2211;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2211;22;sst;34.587368;93.75511;6.244888;39.293472;81.82476;18.17524
Mahasamund;Chhattisgarh;2212;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2212;22;evs;59.380325;52.530888;47.469112;51.52888;64.65074;35.349262
Mahasamund;Chhattisgarh;2212;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2212;22;language;66.3413;54.543495;45.456505;54.701637;70.49099;29.509007
Mahasamund;Chhattisgarh;2212;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2212;22;math;58.026047;54.282383;45.717617;49.449924;63.757;36.243
Mahasamund;Chhattisgarh;2212;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2212;22;evs;52.066074;57.556694;42.443306;37.783966;86.04938;13.950622
Mahasamund;Chhattisgarh;2212;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2212;22;language;57.263783;55.62267;44.37733;44.70441;69.99317;30.006824
Mahasamund;Chhattisgarh;2212;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2212;22;math;43.937016;72.63441;27.365591;36.755188;83.89204;16.107962
Mahasamund;Chhattisgarh;2212;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2212;22;language;56.616955;60.5462;39.4538;63.407364;44.937943;55.062057
Mahasamund;Chhattisgarh;2212;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2212;22;math;39.73294;61.37556;38.62444;37.604332;67.26633;32.73367
Mahasamund;Chhattisgarh;2212;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2212;22;sci;41.761345;69.25517;30.744825;46.28774;50.048943;49.951057
Mahasamund;Chhattisgarh;2212;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2212;22;sst;43.63098;69.64992;30.35008;44.034824;72.38679;27.613216
Mahasamund;Chhattisgarh;2212;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2212;22;eng;37.365204;44.287827;55.712173;38.234646;52.425247;47.574753
Mahasamund;Chhattisgarh;2212;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2212;22;math;34.267353;69.08536;30.914642;29.833315;80.70503;19.294968
Mahasamund;Chhattisgarh;2212;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2212;22;mil;42.7343;89.57557;10.424431;45.64376;85.272415;14.727585
Mahasamund;Chhattisgarh;2212;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2212;22;sci;36.170246;91.26505;8.734946;35.35968;94.248634;5.751362
Mahasamund;Chhattisgarh;2212;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2212;22;sst;34.84087;90.3936;9.606402;36.3114;90.166405;9.833599
Dhamtari;Chhattisgarh;2213;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2213;22;evs;53.194393;66.16834;33.83166;40.84011;81.9805;18.0195
Dhamtari;Chhattisgarh;2213;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2213;22;language;55.25713;77.052284;22.94772;43.535946;84.01793;15.982072
Dhamtari;Chhattisgarh;2213;3;2022-04-21T01:33:51;2022-04-21T01:33:51;2213;22;math;46.78828;77.59688;22.403124;42.876884;80.6351;19.364902
Dhamtari;Chhattisgarh;2213;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2213;22;evs;35.314922;90.854225;9.145778;38.34145;90.40778;9.592218
Dhamtari;Chhattisgarh;2213;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2213;22;language;41.80452;79.60298;20.397017;46.705547;70.08075;29.919252
Dhamtari;Chhattisgarh;2213;5;2022-04-21T01:33:52;2022-04-21T01:33:52;2213;22;math;29.704985;93.39931;6.600691;32.443764;96.56175;3.438244
Dhamtari;Chhattisgarh;2213;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2213;22;language;46.532104;77.56275;22.43725;53.883457;64.21674;35.783257
Dhamtari;Chhattisgarh;2213;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2213;22;math;27.326078;94.05385;5.9461484;31.952612;85.738014;14.261983
Dhamtari;Chhattisgarh;2213;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2213;22;sci;32.795055;89.99727;10.002731;36.237186;82.40464;17.595364
Dhamtari;Chhattisgarh;2213;8;2022-04-21T01:33:52;2022-04-21T01:33:52;2213;22;sst;32.708206;94.73948;5.2605214;37.712826;83.14759;16.852413
Dhamtari;Chhattisgarh;2213;10;2022-04-21T01:33:53;2022-04-21T01:33:53;2213;22;eng;31.873863;62.528038;37.471962;44.21535;40.24041;59.75959
