"udise_state_code","urban_population","rural_population","total_population","total_district_area","year_id","is_active","lgd_state_id","lgd_district_id","inityear","density_of_population","udise_district_code","description","district_name","state_name","state_id","updated_at","child_sex_ratio","no_of_schools","state_govt_schools","govt_aided_schools","central_govt_schools","private_unaided_reco_schools","teacher_state_govt_schools","teacher_govt_aided_schools","teacher_central_govt_schools","teacher_private_unaided_reco_schools","created_at","district_id","id","literacy_rate"
9,"160691","2398606","2559297","2895",6,1,0,0,"2000-01","884",954,"","Siddharthnagar","Uttar Pradesh",109,"2022-05-05T03:56:00","935","3030","2297","78","2","653","9387","835","33","4528","2021-12-16T18:30:00",1854,"242","59.25"
9,"138097","2326367","2464464","2688",6,1,0,0,"2000-01","917",955,"","Basti","Uttar Pradesh",109,"2022-05-05T03:56:00","929","3439","2116","133","2","1188","8469","1045","57","6999","2021-12-16T18:30:00",1855,"243","67.22"
9,"128531","1586652","1715183","1646",6,1,0,0,"2000-01","1042",956,"","Sant Kabir Nagar","Uttar Pradesh",109,"2022-05-05T03:56:00","942","2091","1269","83","1","738","4938","782","17","4194","2021-12-16T18:30:00",1856,"244","66.72"
9,"134730","2549973","2684703","2952",6,1,0,0,"2000-01","909",957,"","Maharajganj","Uttar Pradesh",109,"2022-05-05T03:56:00","931","3012","1745","119","1","1147","7206","1227","21","8676","2021-12-16T18:30:00",1857,"245","62.76"
9,"836129","3604766","4440895","3321",6,1,0,0,"1996-97","1337",958,"","Gorakhpur","Uttar Pradesh",109,"2022-05-05T03:56:00","909","4639","2561","242","8","1828","12641","2704","349","16275","2021-12-16T18:30:00",1858,"246","70.83"
9,"168107","3396437","3564544","2905",6,1,0,0,"2000-01","1227",959,"","Kushinagar","Uttar Pradesh",109,"2022-05-05T03:56:00","929","3950","2525","135","2","1288","10589","1556","28","9895","2021-12-16T18:30:00",1859,"247","65.25"
9,"316803","2784143","3100946","2540",6,1,0,0,"2000-01","1221",960,"","Deoria","Uttar Pradesh",109,"2022-05-05T03:56:00","925","4000","2208","278","4","1510","10161","2560","67","11282","2021-12-16T18:30:00",1860,"248","71.13"
9,"393401","4220512","4613913","4054",6,1,0,0,"2000-01","1138",961,"","Azamgarh","Uttar Pradesh",109,"2022-05-05T03:56:00","919","5682","2830","216","2","2634","15413","1786","53","16587","2021-12-16T18:30:00",1861,"249","70.93"
9,"499208","1706760","2205968","1713",6,1,0,0,"2000-01","1288",962,"","Mau","Uttar Pradesh",109,"2022-05-05T03:56:00","926","2642","1292","160","2","1188","6521","1212","68","6853","2021-12-16T18:30:00",1862,"250","73.09"
9,"304109","2935665","3239774","2981",6,1,0,0,"2000-01","1087",963,"","Ballia","Uttar Pradesh",109,"2022-05-05T03:56:00","900","3806","2337","184","2","1283","11280","1410","54","9053","2021-12-16T18:30:00",1863,"251","70.94"
9,"346580","4147624","4494204","4038",6,1,0,0,"2000-01","1113",964,"","Jaunpur","Uttar Pradesh",109,"2022-05-05T03:56:00","918","5926","2869","276","1","2780","15973","2786","20","18751","2021-12-16T18:30:00",1864,"252","71.55"
9,"274360","3345908","3620268","3377",6,1,0,0,"2000-01","1072",965,"","Ghazipur","Uttar Pradesh",109,"2022-05-05T03:56:00","908","5733","2366","168","2","3197","11737","1413","35","19745","2021-12-16T18:30:00",1865,"253","71.78"
9,"242553","1710203","1952756","2541",6,1,0,0,"1996-97","768",966,"","Chandauli","Uttar Pradesh",109,"2022-05-05T03:56:00","911","2056","1230","81","3","742","7386","785","112","6637","2021-12-16T18:30:00",1866,"254","71.48"
9,"1597051","2079790","3676841","1535",6,1,0,0,"1996-97","2395",967,"","Varanasi","Uttar Pradesh",109,"2022-05-05T03:56:00","885","3270","1198","214","8","1850","8932","2572","350","19758","2021-12-16T18:30:00",1867,"255","75.6"
9,"0","0","0","0",6,1,0,0,"2000-01","0",968,"","Sambhal (Bhim Nagar)","Uttar Pradesh",109,"2022-05-05T03:56:00","0","2204","1320","53","1","830","5326","588","20","5840","2021-12-16T18:30:00",1868,"256","0"
9,"347567","2149403","2496970","4405",6,1,0,0,"2000-01","567",969,"","Mirzapur","Uttar Pradesh",109,"2022-05-05T03:56:00","902","3065","1879","84","2","1100","8182","908","30","8219","2021-12-16T18:30:00",1869,"257","68.48"
9,"314342","1548217","1862559","6905",6,1,0,0,"2000-01","270",970,"","Sonbhadra","Uttar Pradesh",109,"2022-05-05T03:56:00","925","2765","2123","16","4","622","8075","210","100","5491","2021-12-16T18:30:00",1870,"258","64.03"
9,"229302","1348911","1578213","1015",6,1,0,0,"1996-97","1555",971,"","Bhadoi","Uttar Pradesh",109,"2022-05-05T03:56:00","902","1773","937","42","2","792","5705","417","27","5874","2021-12-16T18:30:00",1871,"259","68.97"
9,"288207","1148512","1436719","1955",6,1,0,0,"2000-01","735",972,"","Kanshiram Nagar","Uttar Pradesh",109,"2022-05-05T03:56:00","893","2302","1282","65","1","954","4829","502","8","5754","2021-12-16T18:30:00",1872,"260","61.02"
9,"0","0","0","0",6,1,0,0,"1996-97","0",973,null,"Amethi - CSM Nagar","Uttar Pradesh",109,"2022-05-27T05:48:54","0","2572","1622","64","4","882","5882","486","63","5627","2021-12-16T18:30:00",1873,"261","0"
9,"0","0","0","0",6,1,0,0,"2000-01","0",974,"","Shamli (Prabudh Nagar)","Uttar Pradesh",109,"2022-05-05T03:56:00","0","1431","620","47","1","763","2869","485","7","4091","2021-12-16T18:30:00",1874,"262","0"
9,"0","0","0","0",6,1,0,0,"2000-01","0",975,"","Hapur (Panchsheel Nagar)","Uttar Pradesh",109,"2022-05-05T03:56:00","0","1092","549","63","1","479","2896","658","31","3604","2021-12-16T18:30:00",1875,"263","0"
18,"54941","832201","887142","3296",6,1,0,0,"2000-01","269",1801,"","Kokrajhar","Assam",118,"2022-05-05T03:56:00","954","1929","1628","167","1","133","6720","1267","28","2118","2021-12-16T18:30:00",2801,"264","65.22"
18,"203701","1745557","1949258","2176",6,1,0,0,"1996-97","896",1802,"","Dhubri","Assam",118,"2022-05-05T03:56:00","968","2857","2029","465","2","361","10438","3066","32","4605","2021-12-16T18:30:00",2802,"265","58.34"
18,"138062","870121","1008183","1824",6,1,0,0,"2000-01","553",1803,"","Goalpara","Assam",118,"2022-05-05T03:56:00","963","2148","1701","224","3","220","7053","1479","74","2994","2021-12-16T18:30:00",2803,"266","67.37"
18,"109810","628994","738804","1093",6,1,0,0,"2000-01","676",1804,"","Bongaigaon","Assam",118,"2022-05-05T03:56:00","969","1354","1012","187","2","153","4917","1139","67","2235","2021-12-16T18:30:00",2804,"267","69.74"
18,"147353","1546269","1693622","2282",6,1,0,0,"2000-01","742",1805,"","Barpeta","Assam",118,"2022-05-05T03:56:00","961","3105","2290","327","2","486","12112","2425","50","7422","2021-12-16T18:30:00",2805,"268","63.81"
18,"142394","1375148","1517542","3105",6,1,0,0,"1996-97","489",1806,"","Kamrup-Rural","Assam",118,"2022-05-05T03:56:00","967","2761","2242","246","4","269","10261","1717","75","4265","2021-12-16T18:30:00",2806,"269","75.55"
18,"82730","688909","771639","1052",6,1,0,0,"1996-97","733",1807,"","Nalbari","Assam",118,"2022-05-05T03:56:00","967","1571","1265","92","1","213","6907","652","18","2919","2021-12-16T18:30:00",2807,"270","78.63"
18,"55494","873006","928500","1585",6,1,0,0,"2000-01","586",1808,"","Darrang","Assam",118,"2022-05-05T03:56:00","969","1604","1289","130","3","182","6364","866","52","2771","2021-12-16T18:30:00",2808,"271","63.08"
18,"73298","884125","957423","1551",6,1,0,0,"1996-97","617",1809,"","Morigaon","Assam",118,"2022-05-05T03:56:00","956","1713","1461","179","2","71","7167","1345","46","1258","2021-12-16T18:30:00",2809,"272","68.03"
18,"369534","2454234","2823768","3973",6,1,0,0,"1996-97","711",1810,"","Nagaon","Assam",118,"2022-05-05T03:56:00","964","2835","2234","282","3","316","12871","2149","86","4914","2021-12-16T18:30:00",2810,"273","72.37"
18,"173845","1750265","1924110","5204",6,1,0,0,"1996-97","370",1811,"","Sonitpur","Assam",118,"2022-05-05T03:56:00","966","1425","1191","102","6","126","5811","592","178","2001","2021-12-16T18:30:00",2811,"274","67.34"
18,"91333","950804","1042137","2277",6,1,0,0,"1996-97","458",1812,"","Lakhimpur","Assam",118,"2022-05-05T03:56:00","959","2751","2164","376","2","209","10695","2960","53","3060","2021-12-16T18:30:00",2812,"275","77.2"
18,"48285","637848","686133","3237",6,1,0,0,"1996-97","212",1813,"","Dhemaji","Assam",118,"2022-05-05T03:56:00","950","1931","1535","286","2","108","6404","2146","39","1609","2021-12-16T18:30:00",2813,"276","72.7"
18,"264743","1063186","1327929","3790",6,1,0,0,"1996-97","350",1814,"","Tinsukia","Assam",118,"2022-05-05T03:56:00","960","1771","1412","84","4","271","6286","481","95","3918","2021-12-16T18:30:00",2814,"277","69.66"
18,"243730","1082605","1326335","3381",6,1,0,0,"1996-97","392",1815,"","Dibrugarh","Assam",118,"2022-05-05T03:56:00","962","2019","1725","96","9","189","7257","535","232","3391","2021-12-16T18:30:00",2815,"278","76.05"
18,"110096","1040954","1151050","2668",6,1,0,0,"1996-97","431",1816,"","Sibsagar","Assam",118,"2022-05-05T03:56:00","960","1550","1348","55","3","144","9291","327","83","2183","2021-12-16T18:30:00",2816,"279","80.41"
18,"220534","871722","1092256","2851",6,1,0,0,"1996-97","383",1817,"","Jorhat","Assam",118,"2022-05-05T03:56:00","964","1687","1404","100","4","179","6199","543","99","2942","2021-12-16T18:30:00",2817,"280","82.15"
18,"97736","969152","1066888","3502",6,1,0,0,"1996-97","305",1818,"","Golaghat","Assam",118,"2022-05-05T03:56:00","963","1898","1496","163","2","237","6619","867","51","3137","2021-12-16T18:30:00",2818,"281","77.43"
18,"112966","843347","956313","10434",6,1,0,0,"2000-01","92",1819,"","Karbi Anglong","Assam",118,"2022-05-05T03:56:00","959","1704","1343","126","4","231","4608","1119","74","2801","2021-12-16T18:30:00",2819,"282","69.25"
18,"62489","151613","214102","4888",6,1,0,0,"1996-97","44",1820,"","Dima Hasao","Assam",118,"2022-05-05T03:56:00","967","1068","959","41","2","66","3698","414","30","738","2021-12-16T18:30:00",2820,"283","77.54"
18,"315464","1421153","1736617","3786",6,1,0,0,"1996-97","459",1821,"","Cachar","Assam",118,"2022-05-05T03:56:00","954","2791","2333","150","8","300","10935","1182","223","3997","2021-12-16T18:30:00",2821,"284","79.34"
18,"109700","1118986","1228686","1809",6,1,0,0,"1996-97","679",1822,"","Karimganj","Assam",118,"2022-05-05T03:56:00","969","2349","1936","112","3","298","8360","883","55","3366","2021-12-16T18:30:00",2822,"285","78.22"
18,"48140","611156","659296","1327",6,1,0,0,"1996-97","497",1823,"","Hailakandi","Assam",118,"2022-05-05T03:56:00","954","1672","1360","225","2","85","5854","1713","38","1177","2021-12-16T18:30:00",2823,"286","74.33"
18,"12242","937833","950075","2457",6,1,0,0,"1996-97","387",1824,"","Baksa","Assam",118,"2022-05-05T03:56:00","966","2009","1751","120","2","136","9142","900","30","2147","2021-12-16T18:30:00",2824,"287","69.25"
18,"35337","446825","482162","1923",6,1,0,0,"2000-01","251",1825,"","Chirang","Assam",118,"2022-05-05T03:56:00","968","1087","917","65","2","103","3664","505","42","1644","2021-12-16T18:30:00",2825,"288","63.55"
18,"37574","794094","831668","2012",6,1,0,0,"2000-01","413",1826,"","Udalguri","Assam",118,"2022-05-05T03:56:00","973","1557","1340","100","2","115","4805","789","35","1720","2021-12-16T18:30:00",2826,"289","65.41"
18,"1037011","216927","1253938","955",6,1,0,0,"1996-97","1313",1827,"","Kamrup-Metro","Assam",118,"2022-05-05T03:56:00","946","1044","670","58","13","303","5313","409","495","6725","2021-12-16T18:30:00",2827,"290","88.71"
18,"0","0","0","0",6,1,0,0,"1996-97","0",1828,"","Biswanath","Assam",118,"2022-05-05T03:56:00","0","1310","1109","101","1","99","4195","555","23","1340","2021-12-16T18:30:00",2828,"291","0"
18,"0","0","0","0",6,1,0,0,"2017-18","0",1829,"","Charaideo","Assam",118,"2022-05-05T03:56:00","0","873","787","14","0","72","3855","104","0","1097","2021-12-16T18:30:00",2829,"292","0"
18,"0","0","0","0",6,1,0,0,"2016-17","0",1830,"","Hojai","Assam",118,"2022-05-05T03:55:00","0","1138","962","74","2","100","4395","514","69","1576","2021-12-16T18:30:00",2830,"293","0"
18,"0","0","0","0",6,1,0,0,"2017-18","0",1831,"","Majuli","Assam",118,"2022-05-05T03:56:00","0","695","591","59","0","45","2468","417","0","614","2021-12-16T18:30:00",2831,"294","0"
18,"0","0","0","0",6,1,0,0,"2016-17","0",1832,null,"South Salmara-Mankachar","Assam",118,"2022-05-27T05:32:02","0","644","416","110","0","118","1922","786","0","1944","2021-12-16T18:30:00",2832,"295","0"
18,"0","0","0","0",6,1,0,0,"2000-01","0",1833,"","West Karbi Anglong","Assam",118,"2022-05-05T03:56:00","0","927","752","67","1","107","2154","525","17","1134","2021-12-16T18:30:00",2833,"296","0"
24,"728535","1363836","2092371","45674",6,1,0,0,"1996-97","46",2401,"","Kachchh","Gujarat",124,"2022-05-05T03:56:00","921","2531","1923","112","6","490","9572","852","149","5104","2021-12-16T18:30:00",3401,"297","70.59"
24,"414915","2705591","3120506","10743",6,1,0,0,"1996-97","290",2402,"","Banas Kantha","Gujarat",124,"2022-05-05T03:56:00","898","3383","2605","212","2","564","16131","2181","51","4294","2021-12-16T18:30:00",3402,"298","65.32"
24,"281081","1062653","1343734","5792",6,1,0,0,"1996-97","232",2403,"","Patan","Gujarat",124,"2022-05-05T03:56:00","890","1209","878","162","2","167","6021","1345","33","1473","2021-12-16T18:30:00",3403,"299","72.3"
24,"514330","1520734","2035064","4401",6,1,0,0,"1996-97","462",2404,"","Mahesana","Gujarat",124,"2022-05-05T03:56:00","842","1630","1035","295","2","298","7262","2380","47","3114","2021-12-16T18:30:00",3404,"300","83.61"
24,"363720","2064869","2428589","7394",6,1,0,0,"1996-97","328",2405,"","Sabar Kantha","Gujarat",124,"2022-05-05T03:56:00","903","1772","1281","239","2","250","6790","1633","30","1908","2021-12-16T18:30:00",3405,"301","75.79"
24,"600627","791126","1391753","2140",6,1,0,0,"1996-97","650",2406,"","Gandhinagar","Gujarat",124,"2022-05-05T03:56:00","847","1430","648","237","7","538","4392","1696","226","5570","2021-12-16T18:30:00",3406,"302","84.16"
24,"6063047","1151178","7214225","8107",6,1,0,0,"1996-97","890",2407,"","Ahmedabad","Gujarat",124,"2022-05-05T03:56:00","857","4026","1220","617","6","2183","9704","5518","187","23790","2021-12-16T18:30:00",3407,"303","85.31"
24,"496916","1259352","1756268","10423",6,1,0,0,"1996-97","168",2408,"","Surendranagar","Gujarat",124,"2022-05-05T03:56:00","896","1427","961","132","2","332","6337","845","54","2760","2021-12-16T18:30:00",3408,"304","72.13"
24,"2214050","1590508","3804558","11198",6,1,0,0,"1996-97","340",2409,"","Rajkot","Gujarat",124,"2022-05-05T03:56:00","862","2783","1062","218","3","1500","6410","1531","88","13282","2021-12-16T18:30:00",3409,"305","80.96"
24,"971065","1189054","2160119","14184",6,1,0,0,"1996-97","152",2410,"","Jamnagar","Gujarat",124,"2022-05-05T03:56:00","904","1357","776","119","7","455","4174","628","200","4242","2021-12-16T18:30:00",3410,"306","73.65"
24,"285674","299775","585449","2316",6,1,0,0,"1996-97","253",2411,"","Porbandar","Gujarat",124,"2022-05-05T03:56:00","903","529","340","43","2","144","1753","285","45","1441","2021-12-16T18:30:00",3411,"307","75.78"
24,"906412","1836670","2743082","8831",6,1,0,0,"1996-97","311",2412,"","Junagadh","Gujarat",124,"2022-05-05T03:56:00","907","1550","814","182","2","552","4151","1027","33","4505","2021-12-16T18:30:00",3412,"308","75.8"
24,"386635","1127555","1514190","7397",6,1,0,0,"1996-97","205",2413,"","Amreli","Gujarat",124,"2022-05-05T03:56:00","886","1281","833","139","1","308","5058","1050","21","2399","2021-12-16T18:30:00",3413,"309","74.25"
24,"1182401","1697964","2880365","10034",6,1,0,0,"1996-97","287",2414,"","Bhavnagar","Gujarat",124,"2022-05-05T03:56:00","891","1664","1104","142","3","415","8393","1417","39","4113","2021-12-16T18:30:00",3414,"310","75.52"
24,"634987","1457758","2092745","3204",6,1,0,0,"1996-97","653",2415,"","Anand","Gujarat",124,"2022-05-05T03:56:00","884","1653","1048","305","3","297","6500","2544","49","3394","2021-12-16T18:30:00",3415,"311","84.37"
24,"523609","1776276","2299885","3953",6,1,0,0,"1996-97","582",2416,"","Kheda","Gujarat",124,"2022-05-05T03:56:00","896","1996","1422","307","1","266","7729","2239","16","2458","2021-12-16T18:30:00",3416,"312","82.65"
24,"334827","2055949","2390776","5231",6,1,0,0,"1996-97","457",2417,"","Panch Mahals","Gujarat",124,"2022-05-05T03:56:00","932","1859","1455","219","2","183","8099","1348","35","1826","2021-12-16T18:30:00",3417,"313","70.99"
24,"191625","1935461","2127086","3642",6,1,0,0,"1996-97","584",2418,"","Dohad","Gujarat",124,"2022-05-05T03:56:00","948","2281","1838","222","5","216","12095","2042","51","1638","2021-12-16T18:30:00",3418,"314","58.82"
24,"2065771","2099855","4165626","7546",6,1,0,0,"1996-97","552",2419,"","Vadodara","Gujarat",124,"2022-05-05T03:56:00","897","2104","1198","276","6","624","5939","2349","179","9235","2021-12-16T18:30:00",3419,"315","78.92"
24,"61872","528425","590297","2817",6,1,0,0,"1996-97","210",2420,"","Narmada","Gujarat",124,"2022-05-05T03:56:00","941","903","795","49","1","58","3121","346","16","453","2021-12-16T18:30:00",3420,"316","72.31"
24,"524959","1026060","1551019","6509",6,1,0,0,"1996-97","238",2421,"","Bharuch","Gujarat",124,"2022-05-05T03:56:00","920","1464","969","152","2","341","4607","1277","43","4158","2021-12-16T18:30:00",3421,"317","81.51"
24,"4849213","1232109","6081322","4549",6,1,0,0,"1996-97","1337",2422,"","Surat","Gujarat",124,"2022-05-05T03:56:00","835","3282","1358","224","4","1696","8596","2769","91","23535","2021-12-16T18:30:00",3422,"318","85.53"
24,"24687","203604","228291","1766",6,1,0,0,"2000-01","129",2423,"","The Dangs","Gujarat",124,"2022-05-05T03:56:00","964","488","440","17","1","30","2012","106","22","192","2021-12-16T18:30:00",3423,"319","75.16"
24,"409137","920535","1329672","2246",6,1,0,0,"1996-97","592",2424,"","Navsari","Gujarat",124,"2022-05-05T03:56:00","923","1093","741","128","1","223","3689","1387","24","2631","2021-12-16T18:30:00",3424,"320","83.88"
24,"635501","1070177","1705678","3008",6,1,0,0,"1996-97","567",2425,"","Valsad","Gujarat",124,"2022-05-05T03:56:00","925","1511","1079","118","2","312","5749","1257","22","4653","2021-12-16T18:30:00",3425,"321","78.55"
24,"79487","727535","807022","3139",6,1,0,0,"1996-97","257",2426,"","Tapi","Gujarat",124,"2022-05-05T03:56:00","953","1057","922","63","2","70","3564","591","57","705","2021-12-16T18:30:00",3426,"322","68.26"
24,"0","0","0","0",6,1,0,0,"1996-97","0",2427,"","Aravalli","Gujarat",124,"2022-05-05T03:56:00","0","1672","1296","217","1","158","5616","1342","19","1175","2021-12-16T18:30:00",3427,"323","0"
24,"0","0","0","0",6,1,0,0,"2014-15","0",2428,"","Botad","Gujarat",124,"2022-05-05T03:56:00","0","469","296","33","1","139","2357","304","2","1228","2021-12-16T18:30:00",3428,"324","0"
24,"0","0","0","0",6,1,0,0,"2014-15","0",2429,"","Devbhoomi Dwarka","Gujarat",124,"2022-05-05T03:56:00","0","949","684","47","3","215","2930","256","54","1626","2021-12-16T18:30:00",3429,"325","0"
24,"0","0","0","0",6,1,0,0,"2014-15","0",2430,"","Gir Somnath","Gujarat",124,"2022-05-05T03:56:00","0","1061","594","90","1","376","4049","845","25","3141","2021-12-16T18:30:00",3430,"326","0"
24,"0","0","0","0",6,1,0,0,"2014-15","0",2431,"","Mahisagar","Gujarat",124,"2022-05-05T03:56:00","0","1554","1251","197","1","105","5197","1137","4","828","2021-12-16T18:30:00",3431,"327","0"
24,"0","0","0","0",6,1,0,0,"2014-15","0",2432,"","Chhotaudepur","Gujarat",124,"2022-05-05T03:56:00","0","1512","1366","71","1","74","5363","603","1","538","2021-12-16T18:30:00",3432,"328","0"
24,"0","0","0","0",6,1,0,0,"2014-15","0",2433,"","Morbi","Gujarat",124,"2022-05-05T03:56:00","0","961","649","56","1","255","3479","359","2","3116","2021-12-16T18:30:00",3433,"329","0"
6,"313230","248063","561293","898",6,1,0,0,"1996-97","625",601,"","Panchkula","Haryana",106,"2022-05-05T03:56:00","863","562","418","0","6","138","2711","0","182","2979","2021-12-16T18:30:00",1501,"330","81.88"
6,"500774","627576","1128350","1574",6,1,0,0,"1996-97","717",602,"","Ambala","Haryana",106,"2022-05-05T03:56:00","810","1069","776","13","5","275","4073","291","237","5241","2021-12-16T18:30:00",1502,"331","81.75"
6,"472829","741376","1214205","1768",6,1,0,0,"1996-97","687",603,"","Yamunanagar","Haryana",106,"2022-05-05T03:56:00","826","1248","934","0","1","313","4299","0","28","5077","2021-12-16T18:30:00",1503,"332","77.99"
6,"279225","685430","964655","1530",6,1,0,0,"1996-97","630",604,"","Kurukshetra","Haryana",106,"2022-05-05T03:56:00","818","1064","791","0","2","271","4323","0","41","4771","2021-12-16T18:30:00",1504,"333","76.31"
6,"236011","838293","1074304","2317",6,1,0,0,"1996-97","464",605,"","Kaithal","Haryana",106,"2022-05-05T03:56:00","828","921","604","0","1","316","4773","0","27","4847","2021-12-16T18:30:00",1505,"334","69.15"
6,"454810","1050514","1505324","2520",6,1,0,0,"1996-97","597",606,"","Karnal","Haryana",106,"2022-05-05T03:56:00","824","1177","781","0","4","392","5362","0","120","7347","2021-12-16T18:30:00",1506,"335","74.73"
6,"555085","650352","1205437","1268",6,1,0,0,"1996-97","951",607,"","Panipat","Haryana",106,"2022-05-05T03:56:00","837","845","424","0","2","419","3948","0","31","6465","2021-12-16T18:30:00",1507,"336","75.94"
6,"453364","996637","1450001","2122",6,1,0,0,"1996-97","683",608,"","Sonipat","Haryana",106,"2022-05-05T03:56:00","798","1264","716","2","2","544","5142","60","62","8940","2021-12-16T18:30:00",1508,"337","79.12"
6,"305583","1028569","1334152","2702",6,1,0,0,"1996-97","494",609,"","Jind","Haryana",106,"2022-05-05T03:56:00","838","1101","742","0","2","357","5381","0","39","5205","2021-12-16T18:30:00",1509,"338","71.44"
6,"179588","762423","942011","2538",6,1,0,0,"1996-97","371",610,"","Fatehabad","Haryana",106,"2022-05-05T03:56:00","854","863","626","0","2","235","4581","0","35","3353","2021-12-16T18:30:00",1510,"339","67.92"
6,"319248","975941","1295189","4277",6,1,0,0,"1996-97","303",611,"","Sirsa","Haryana",106,"2022-05-05T03:56:00","862","1141","845","0","3","293","5714","0","78","4589","2021-12-16T18:30:00",1511,"340","68.82"
6,"553488","1190443","1743931","3983",6,1,0,0,"1996-97","438",612,"","Hisar","Haryana",106,"2022-05-05T03:56:00","851","1437","884","0","2","551","6522","0","70","8440","2021-12-16T18:30:00",1512,"341","72.89"
6,"321322","1313123","1634445","4778",6,1,0,0,"1996-97","342",613,"","Bhiwani","Haryana",106,"2022-05-05T03:56:00","832","1155","755","2","2","396","4953","59","56","5166","2021-12-16T18:30:00",1513,"342","75.21"
6,"446164","615040","1061204","1745",6,1,0,0,"1996-97","608",614,"","Rohtak","Haryana",106,"2022-05-05T03:56:00","820","783","411","0","2","370","3367","0","58","6122","2021-12-16T18:30:00",1514,"343","80.22"
6,"243339","715066","958405","1834",6,1,0,0,"1996-97","523",615,"","Jhajjar","Haryana",106,"2022-05-05T03:56:00","782","898","526","0","3","369","3447","0","67","5780","2021-12-16T18:30:00",1515,"344","80.65"
6,"132855","789233","922088","1899",6,1,0,0,"1996-97","486",616,"","Mahendragarh","Haryana",106,"2022-05-05T03:56:00","775","1016","742","0","2","272","3898","0","55","5051","2021-12-16T18:30:00",1516,"345","77.72"
6,"233430","666902","900332","1594",6,1,0,0,"1996-97","565",617,"","Rewari","Haryana",106,"2022-05-05T03:56:00","787","936","645","0","4","287","3550","0","116","5188","2021-12-16T18:30:00",1517,"346","80.99"
6,"1042253","472179","1514432","1258",6,1,0,0,"1996-97","1204",618,"","Gurugram","Haryana",106,"2022-05-05T03:56:00","830","1023","578","0","5","440","4560","0","217","14091","2021-12-16T18:30:00",1518,"347","84.7"
6,"1438855","370878","1809733","741",6,1,0,0,"1996-97","2442",619,"","Faridabad","Haryana",106,"2022-05-05T03:56:00","843","1534","379","0","4","1151","3631","0","133","18309","2021-12-16T18:30:00",1519,"348","81.7"
6,"124106","965157","1089263","1507",6,1,0,0,"1996-97","723",620,"","Nuh","Haryana",106,"2022-05-05T03:56:00","906","1118","941","0","1","176","4727","0","19","2140","2021-12-16T18:30:00",1520,"349","54.08"
6,"236544","806164","1042708","1359",6,1,0,0,"1996-97","767",621,"","Palwal","Haryana",106,"2022-05-05T03:56:00","866","1135","619","0","2","514","3976","0","44","6402","2021-12-16T18:30:00",1521,"350","69.32"
6,"0","0","0","0",6,1,0,0,"2017-18","0",622,"","Charkhi Dadri","Haryana",106,"2022-05-05T03:56:00","0","525","369","0","0","156","2244","0","0","2412","2021-12-16T18:30:00",1522,"351","0"
10,"393165","3541877","3935042","5228",6,1,0,0,"2000-01","753",1001,"","Pashchim Champaran","Bihar",110,"2022-05-05T03:56:00","953","3105","2728","26","2","349","12827","125","23","4167","2021-12-16T18:30:00",2001,"352","55.7"
10,"401343","4698028","5099371","3968",6,1,0,0,"1996-97","1285",1002,"","Purba Champaran","Bihar",110,"2022-05-05T03:56:00","933","3923","3543","12","2","366","18867","63","33","5321","2021-12-16T18:30:00",2002,"353","55.79"
10,"28116","628130","656246","349",6,1,0,0,"2000-01","1880",1003,"","Sheohar","Bihar",110,"2022-05-05T03:56:00","929","484","436","4","2","42","2231","12","38","467","2021-12-16T18:30:00",2003,"354","53.78"
10,"190498","3233076","3423574","2294",6,1,0,0,"2000-01","1492",1004,"","Sitamarhi","Bihar",110,"2022-05-05T03:56:00","930","2528","2199","20","2","307","11132","80","50","3813","2021-12-16T18:30:00",2004,"355","52.05"
10,"161495","4325884","4487379","3501",6,1,0,0,"1996-97","1282",1005,"","Madhubani","Bihar",110,"2022-05-05T03:56:00","936","3553","3196","79","1","277","17651","262","14","3821","2021-12-16T18:30:00",2005,"356","58.62"
10,"105558","2123518","2229076","2425",6,1,0,0,"1996-97","919",1006,"","Supaul","Bihar",110,"2022-05-05T03:56:00","944","1898","1746","68","1","83","8932","263","13","1081","2021-12-16T18:30:00",2006,"357","57.67"
10,"168777","2642792","2811569","2830",6,1,0,0,"2000-01","993",1007,"","Araria","Bihar",110,"2022-05-05T03:56:00","957","2379","2091","21","2","265","10280","120","37","2729","2021-12-16T18:30:00",2007,"358","53.53"
10,"161123","1529277","1690400","1884",6,1,0,0,"2000-01","897",1008,"","Kishanganj","Bihar",110,"2022-05-05T03:56:00","971","1542","1462","2","2","76","6909","11","41","985","2021-12-16T18:30:00",2008,"359","55.46"
10,"343005","2921614","3264619","3229",6,1,0,0,"2000-01","1011",1009,"","Purnia","Bihar",110,"2022-05-05T03:56:00","954","2516","2326","10","2","178","10724","64","44","2760","2021-12-16T18:30:00",2009,"360","51.08"
10,"273822","2797207","3071029","3057",6,1,0,0,"1996-97","1005",1010,"","Katihar","Bihar",110,"2022-05-05T03:56:00","961","2162","1986","5","2","169","11320","37","65","2062","2021-12-16T18:30:00",2010,"361","52.24"
10,"88461","1913301","2001762","1788",6,1,0,0,"1996-97","1120",1011,"","Madhepura","Bihar",110,"2022-05-05T03:56:00","930","1749","1631","3","1","114","8478","9","18","1606","2021-12-16T18:30:00",2011,"362","52.25"
10,"156540","1744121","1900661","1687",6,1,0,0,"1996-97","1127",1012,"","Saharsa","Bihar",110,"2022-05-05T03:56:00","933","1550","1372","12","2","164","8819","74","52","2361","2021-12-16T18:30:00",2012,"363","53.2"
