state_name;grade;id;created_at;updated_at;subject;state_average;national_average;state_average_scaled_2021;state_average_scaled_2017;below_basic;basic;proficient;advanced
Chhattisgarh;3;22;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;48.32503749;57.41111026;289;318;35.58833622;35.0659899;22.79854941;6.547124477
Chhattisgarh;3;22;2022-05-20T00:01:10;2022-05-20T00:01:10;language;51.4004369;61.88003463;301;332;45.0183814;29.71626808;18.22403553;7.041314995
Chhattisgarh;3;22;2022-05-20T00:01:10;2022-05-20T00:01:10;math;46.74160255;56.94394351;283;314;37.86683521;36.11206457;20.45285443;5.5682458
Chhattisgarh;5;59;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;41.9716501;48.48748114;269;303;44.70122154;35.24145348;17.18917321;2.868151774
Chhattisgarh;5;59;2022-05-20T00:01:11;2022-05-20T00:01:11;language;48.28506718;55.19833154;295;313;29.0561957;41.43287049;23.20562264;6.305311166
Chhattisgarh;5;59;2022-05-20T00:01:11;2022-05-20T00:01:11;math;35.17481218;43.71621283;266;298;48.71821728;39.49715979;10.25419053;1.530432403
Chhattisgarh;8;96;2022-05-20T00:01:11;2022-05-20T00:01:11;language;50.30544365;52.97309821;295;303;24.18282801;47.07951158;19.81832857;8.919331833
Chhattisgarh;8;96;2022-05-20T00:01:11;2022-05-20T00:01:11;math;29.76675803;36.02218948;237;255;37.30816263;49.94937985;10.63807264;2.10438488
Chhattisgarh;8;96;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;36.16817034;39.38511521;241;275;42.35292156;37.97836108;14.74156373;4.927153625
Chhattisgarh;8;96;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;35.67501066;39.33958349;242;282;46.42427903;42.01899374;8.039198696;3.517528534
Chhattisgarh;10;133;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;35.85526;43.18472;257;231;32.048534;22.780142;36.350777;8.820548
Chhattisgarh;10;133;2022-05-20T00:01:11;2022-05-20T00:01:11;math;27.141798;32.09475;202;237;39.67632;50.452217;8.495713;1.3757519
Chhattisgarh;10;133;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;40.54542;41.25734;258;258;53.958595;36.584263;9.162717;0.29442534
Chhattisgarh;10;133;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;31.014145;34.924866;189;240;85.24068;10.892566;3.4491277;0.41763
Chhattisgarh;10;133;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;33.221413;37.30951;216;241;72.991974;20.273848;5.9332714;0.8009031
