state_name;grade;id;created_at;updated_at;subject;state_average;national_average;state_average_scaled_2021;state_average_scaled_2017;below_basic;basic;proficient;advanced
Himachal Pradesh;3;2;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;55.13694965;57.41111026;302;322;23.54544234;37.26241366;31.56768381;7.624460193
Himachal Pradesh;3;2;2022-05-20T00:01:10;2022-05-20T00:01:10;language;60.03913235;61.88003463;319;341;31.97579202;31.72357061;25.56063999;10.73999738
Himachal Pradesh;3;2;2022-05-20T00:01:10;2022-05-20T00:01:10;math;52.85055466;56.94394351;296;320;25.93563416;40.73697811;26.23213362;7.09525411
Himachal Pradesh;5;39;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;44.60265924;48.48748114;275;310;39.18739775;37.77320039;20.39266;2.646741855
Himachal Pradesh;5;39;2022-05-20T00:01:11;2022-05-20T00:01:11;language;52.53098702;55.19833154;304;328;21.59556748;42.22153723;29.29928978;6.883605509
Himachal Pradesh;5;39;2022-05-20T00:01:11;2022-05-20T00:01:11;math;37.08569299;43.71621283;270;305;40.88756668;47.96561812;10.10198571;1.044829489
Himachal Pradesh;8;76;2022-05-20T00:01:11;2022-05-20T00:01:11;language;58.01134594;52.97309821;315;312;14.39694036;43.70488617;25.38196056;16.51621292
Himachal Pradesh;8;76;2022-05-20T00:01:11;2022-05-20T00:01:11;math;33.48201393;36.02218948;247;254;26.59739574;54.07994922;16.40703654;2.915618495
Himachal Pradesh;8;76;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;40.53173715;39.38511521;253;273;33.18862637;38.37783612;20.21964047;8.213897037
Himachal Pradesh;8;76;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;38.41547699;39.33958349;253;279;36.83116448;48.04524247;10.63354094;4.490052108
Himachal Pradesh;10;113;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;47.99556;43.18472;291;242;16.038109;14.463434;44.769367;24.72909
Himachal Pradesh;10;113;2022-05-20T00:01:11;2022-05-20T00:01:11;math;29.144045;32.09475;209;235;33.6889;52.680202;11.078788;2.5521085
Himachal Pradesh;10;113;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;43.303062;41.25734;267;252;46.145237;41.564514;11.738852;0.5513975
Himachal Pradesh;10;113;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;34.7064;34.924866;205;243;74.983345;17.802929;6.8226786;0.39104867
Himachal Pradesh;10;113;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;38.214943;37.30951;234;248;60.05318;23.434465;14.324457;2.1878955
