state_name;grade;id;created_at;updated_at;subject;state_average;national_average;state_average_scaled_2021;state_average_scaled_2017;below_basic;basic;proficient;advanced
Kerala;3;32;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;62.88326368;57.41111026;318;346;13.21052472;35.46948382;37.95066043;13.36933104
Kerala;3;32;2022-05-20T00:01:10;2022-05-20T00:01:10;language;69.58212804;61.88003463;342;349;19.87081208;29.83874702;30.87012307;19.42031783
Kerala;3;32;2022-05-20T00:01:10;2022-05-20T00:01:10;math;60.33480642;56.94394351;313;340;15.44665351;40.61228006;31.52339701;12.41766941
Kerala;5;69;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;48.13412336;48.48748114;283;336;30.43728171;42.14701377;23.7927081;3.622996425
Kerala;5;69;2022-05-20T00:01:11;2022-05-20T00:01:11;language;56.84120779;55.19833154;313;353;17.79633916;38.12683788;33.19680244;10.88002052
Kerala;5;69;2022-05-20T00:01:11;2022-05-20T00:01:11;math;41.23406619;43.71621283;279;342;34.00247847;49.02158707;13.93387953;3.042054922
Kerala;8;106;2022-05-20T00:01:11;2022-05-20T00:01:11;language;57.21757786;52.97309821;312;322;14.96467099;45.17929271;24.27197945;15.58405686
Kerala;8;106;2022-05-20T00:01:11;2022-05-20T00:01:11;math;30.90241699;36.02218948;240;286;29.92692031;58.23075235;10.41120994;1.431117408
Kerala;8;106;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;40.70271346;39.38511521;252;271;33.42500952;38.26607569;20.95226127;7.356653522
Kerala;8;106;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;37.28068516;39.33958349;250;264;40.60757465;44.86859792;10.3818763;4.141951125
Kerala;10;143;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;51.27876;43.18472;300;263;14.383538;13.009956;41.614574;30.99193
Kerala;10;143;2022-05-20T00:01:11;2022-05-20T00:01:11;math;29.059734;32.09475;210;251;31.129883;56.569145;10.556236;1.7447355
Kerala;10;143;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;47.493294;41.25734;278;279;34.529224;50.35315;14.5102415;0.60738397
Kerala;10;143;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;35.5019;34.924866;208;251;74.47526;18.19051;6.596253;0.73798263
Kerala;10;143;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;39.744007;37.30951;239;256;54.21706;29.607788;14.103984;2.071169
