state_name;grade;id;created_at;updated_at;subject;state_average;national_average;state_average_scaled_2021;state_average_scaled_2017;below_basic;basic;proficient;advanced
Dadra & Nagar Haveli;3;26;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;41.74048262;57.41111026;277;328;45.61450958;35.12773891;14.82192496;4.435826558
Dadra & Nagar Haveli;3;26;2022-05-20T00:01:10;2022-05-20T00:01:10;language;45.80652897;61.88003463;290;343;55.30281253;23.2752801;13.93698259;7.484924783
Dadra & Nagar Haveli;3;26;2022-05-20T00:01:10;2022-05-20T00:01:10;math;42.37271311;56.94394351;272;328;44.37153196;34.05044035;16.8247491;4.753278588
Dadra & Nagar Haveli;5;63;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;38.30126912;48.48748114;260;325;50.3852314;36.73697761;11.43210447;1.445686527
Dadra & Nagar Haveli;5;63;2022-05-20T00:01:11;2022-05-20T00:01:11;language;43.83082315;55.19833154;285;335;32.73384741;45.14900314;19.1489843;2.968165143
Dadra & Nagar Haveli;5;63;2022-05-20T00:01:11;2022-05-20T00:01:11;math;34.5272099;43.71621283;264;325;43.45711229;46.86827014;9.566692114;0.107925455
Dadra & Nagar Haveli;8;100;2022-05-20T00:01:11;2022-05-20T00:01:11;language;57.39754635;52.97309821;311;314;13.22475916;49.06189538;23.47733613;14.23600933
Dadra & Nagar Haveli;8;100;2022-05-20T00:01:11;2022-05-20T00:01:11;math;33.55181153;36.02218948;247;279;25.88139108;55.5206672;15.58189526;3.016046456
Dadra & Nagar Haveli;8;100;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;38.26190821;39.38511521;246;296;38.76975404;39.89064456;13.94156765;7.398033746
Dadra & Nagar Haveli;8;100;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;37.5194825;39.33958349;249;305;38.3938243;51.3591432;7.502206664;2.74482584
Dadra & Nagar Haveli;10;137;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;37.45021;43.18472;262;236;30.04374;23.71414;35.375027;10.867095
Dadra & Nagar Haveli;10;137;2022-05-20T00:01:11;2022-05-20T00:01:11;math;26.833088;32.09475;201;236;40.134613;49.62596;9.388747;0.85067594
Dadra & Nagar Haveli;10;137;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;36.396496;41.25734;244;246;68.907486;26.28156;4.680435;0.13051541
Dadra & Nagar Haveli;10;137;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;31.671583;34.924866;190;227;82.83171;11.9166565;5.108731;0.14290239
Dadra & Nagar Haveli;10;137;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;33.677437;37.30951;216;254;72.53493;20.352468;6.421374;0.69123346
