state_name;grade;id;created_at;updated_at;subject;sc;st;obc;general;sc_basic_and_below_basic;sc_proficient_and_advance;st_basic_and_below_basic;st_proficient_and_advance;obc_basic_and_below_basic;obc_proficient_and_advance;general_basic_and_below_basic;general_proficient_and_advance
Haryana;3;6;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;54.83584662;51.05246663;53.79286369;53.78197382;62.43540013;37.56459987;68.68977826;31.31022174;63.91702718;36.08297282;65.82689848;34.17310152
Haryana;3;6;2022-05-20T00:01:10;2022-05-20T00:01:10;language;58.48322837;63.31183469;57.83655112;59.09702252;68.51109637;31.48890363;59.86824802;40.13175198;70.0906346;29.9093654;66.90390932;33.09609068
Haryana;3;6;2022-05-20T00:01:10;2022-05-20T00:01:10;math;54.4275441;53.3254487;54.48017613;54.45873417;63.3344218;36.6655782;73.54367132;26.45632868;63.9666632;36.0333368;64.42730193;35.57269807
Haryana;5;43;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;48.36723461;43.11254287;46.34684465;49.8609122;70.5738113;29.4261887;83.19963856;16.80036144;74.58419865;25.41580135;69.19503038;30.80496962
Haryana;5;43;2022-05-20T00:01:11;2022-05-20T00:01:11;language;53.63270184;52.08621094;52.81751716;59.30762796;62.9969957;37.0030043;64.18521593;35.81478407;63.20983129;36.79016871;51.86788859;48.13211141
Haryana;5;43;2022-05-20T00:01:11;2022-05-20T00:01:11;math;43.37850151;38.11941486;42.88352411;45.2012304;76.5304886;23.4695114;87.66143544;12.33856456;78.64541346;21.35458654;75.60153653;24.39846347
Haryana;8;80;2022-05-20T00:01:11;2022-05-20T00:01:11;language;57.11586794;52.38860145;58.89628594;64.99796721;61.55956456;38.44043544;65.41545933;34.58454067;57.37091902;42.62908098;44.14231735;55.85768265
Haryana;8;80;2022-05-20T00:01:11;2022-05-20T00:01:11;math;38.02351464;35.76409875;41.55882085;43.31997056;71.75229107;28.24770893;79.98550171;20.01449829;61.50593746;38.49406254;58.47084738;41.52915262
Haryana;8;80;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;40.6777208;43.12457817;43.41726595;47.08821616;72.28166742;27.71833258;74.65677255;25.34322745;64.49469124;35.50530876;55.34962136;44.65037864
Haryana;8;80;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;40.72003249;40.73451834;42.6282522;44.00234935;79.77827745;20.22172255;75.10856924;24.89143076;76.02537211;23.97462789;72.67099711;27.32900289
Haryana;10;117;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;44.59889;50.03041;49.575214;58.791126;32.392242;67.60776;27.795303;72.2047;25.232155;74.767845;14.396661;85.60334
Haryana;10;117;2022-05-20T00:01:11;2022-05-20T00:01:11;math;34.41326;37.13664;37.03278;39.94413;71.9312;28.068798;68.42658;31.57342;66.56218;33.437824;57.678585;42.321415
Haryana;10;117;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;44.833447;44.230568;47.32547;51.226482;85.22855;14.771447;85.1419;14.8581;81.66064;18.339365;72.62355;27.37645
Haryana;10;117;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;37.13831;39.530724;39.15835;42.899006;88.823395;11.176607;83.73825;16.261745;83.47801;16.52199;75.4566;24.543402
Haryana;10;117;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;39.51062;40.372677;42.14111;46.760693;82.125626;17.874378;73.62061;26.379385;76.64095;23.359047;65.57348;34.426525
