state_name;grade;id;created_at;updated_at;subject;govt;govt_aided;private;central_govt;govt_basic_and_below_basic;govt_proficient_and_advance;govt_aided_basic_and_below_basic;govt_aided_proficient_and_advance;private_basic_and_below_basic;private_proficient_and_advance;central_govt_basic_and_below_basic;central_govt_proficient_and_advance
Himachal Pradesh;3;2;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;59.58487945;0;55.18951436;40.08782916;50.83431066;49.16568934;0;0;61.97300064;38.02699936;86.57875308;13.42124692
Himachal Pradesh;3;2;2022-05-20T00:01:10;2022-05-20T00:01:10;language;64.05834199;0;60.44925151;43.76901285;56.61873447;43.38126553;0;0;63.84754636;36.15245364;86.82936829;13.17063171
Himachal Pradesh;3;2;2022-05-20T00:01:10;2022-05-20T00:01:10;math;55.31339864;0;53.60257514;40.11136753;59.98030251;40.01969749;0;0;67.23212287;32.76787713;85.18908197;14.81091803
Himachal Pradesh;5;39;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;43.89740763;0;45.82380714;40.26444094;76.05098685;23.94901315;0;0;76.33188603;23.66811397;83.96767419;16.03232581
Himachal Pradesh;5;39;2022-05-20T00:01:11;2022-05-20T00:01:11;language;50.46262291;0;54.63474324;48.12297232;68.16574439;31.83425561;0;0;59.46903051;40.53096949;72.65240705;27.34759295
Himachal Pradesh;5;39;2022-05-20T00:01:11;2022-05-20T00:01:11;math;35.56191627;0;38.3848971;35.33896522;88.68934318;11.31065682;0;0;88.74379706;11.25620294;90.08886654;9.911133462
Himachal Pradesh;8;76;2022-05-20T00:01:11;2022-05-20T00:01:11;language;48.24488535;0;63.74216858;64.2414205;78.38248313;21.61751687;0;0;46.09678449;53.90321551;45.69905267;54.30094733
Himachal Pradesh;8;76;2022-05-20T00:01:11;2022-05-20T00:01:11;math;28.00729497;0;36.69800419;37.0569736;93.63622303;6.36377697;0;0;73.29140242;26.70859758;71.09038193;28.90961807
Himachal Pradesh;8;76;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;34.01181773;0;44.36333486;44.76717911;88.42324768;11.57675232;0;0;61.81177655;38.18822345;59.83080616;40.16919384
Himachal Pradesh;8;76;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;34.33060344;0;41.23750635;39.04185095;93.24082802;6.759171981;0;0;78.6469855;21.3530145;85.86337566;14.13662434
Himachal Pradesh;10;113;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;36.092773;0;62.783398;62.00173;47.421314;52.578686;0;0;9.900412;90.09959;8.543797;91.4562
Himachal Pradesh;10;113;2022-05-20T00:01:11;2022-05-20T00:01:11;math;26.157068;0;32.20547;36.31934;94.18723;5.8127685;0;0;78.75851;21.241491;65.601135;34.39886
Himachal Pradesh;10;113;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;39.049168;0;47.85952;52.51125;95.10818;4.891826;0;0;81.09755;18.902449;65.39426;34.605743
Himachal Pradesh;10;113;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;30.188614;0;39.887165;42.146297;99.05837;0.9416264;0;0;85.49329;14.50671;82.94713;17.052872
Himachal Pradesh;10;113;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;32.2578;0;45.091827;48.224968;96.371475;3.6285224;0;0;68.55098;31.449022;62.151157;37.848843
