state_name;grade;id;created_at;updated_at;subject;boys;girls;trans_gender;boys_basic_and_below_basic;boys_proficient_and_advance;girls_basic_and_below_basic;girls_proficient_and_advance
Mizoram;3;15;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;59.6540057;58.15478681;0;51.89640578;48.10359422;55.22928054;44.77071946
Mizoram;3;15;2022-05-20T00:01:10;2022-05-20T00:01:10;language;65.03207511;65.57843235;0;55.83682893;44.16317107;54.30536576;45.69463424
Mizoram;3;15;2022-05-20T00:01:10;2022-05-20T00:01:10;math;55.53102293;55.84622069;0;62.14898188;37.85101812;60.3010629;39.6989371
Mizoram;5;52;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;41.62124108;42.47923627;0;80.85976178;19.14023822;79.97970251;20.02029749
Mizoram;5;52;2022-05-20T00:01:11;2022-05-20T00:01:11;language;50.01111567;51.84614755;0;68.20749251;31.79250749;63.51041754;36.48958246
Mizoram;5;52;2022-05-20T00:01:11;2022-05-20T00:01:11;math;36.85182572;37.30511043;0;87.52056684;12.47943316;88.22160959;11.77839041
Mizoram;8;89;2022-05-20T00:01:11;2022-05-20T00:01:11;language;49.48445787;52.05049279;0;69.75160271;30.24839729;68.78612775;31.21387225
Mizoram;8;89;2022-05-20T00:01:11;2022-05-20T00:01:11;math;31.02815817;30.12451999;0;83.64913268;16.35086732;85.24489002;14.75510998
Mizoram;8;89;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;37.5971465;37.68297314;0;78.79139121;21.20860879;79.91706509;20.08293491
Mizoram;8;89;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;35.11068156;35.22837959;0;87.76658843;12.23341157;90.96467208;9.03532792
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;41.801857;46.284946;0;46.245735;53.754265;35.188385;64.811615
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;math;26.64117;26.812218;0;94.17346;5.82654;92.42158;7.5784264
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;24.72276;24.354202;0;99.04426;0.95574486;99.80659;0.19340973
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;31.201147;31.126657;0;97.68757;2.312428;99.00053;0.9994769
Mizoram;10;126;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;33.982357;33.318146;0;91.94188;8.058118;92.884834;7.1151686
