state_name;grade;id;created_at;updated_at;subject;state_average;national_average;state_average_scaled_2021;state_average_scaled_2017;below_basic;basic;proficient;advanced
Jammu & Kashmir;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;59.3332046;57.41111026;310;310;17.80735789;36.54126311;35.17867693;10.47270208
Jammu & Kashmir;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;language;66.1727511;61.88003463;333;332;22.87967626;33.18695828;28.20539714;15.72796832
Jammu & Kashmir;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;math;58.93105139;56.94394351;310;318;17.29103283;38.74990661;33.12051608;10.83854448
Jammu & Kashmir;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;54.43806743;48.48748114;297;307;23.61576964;34.36008589;33.86365482;8.160489652
Jammu & Kashmir;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;language;61.39702319;55.19833154;323;310;14.18408173;33.32255068;38.7735375;13.71983009
Jammu & Kashmir;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;math;47.77542713;43.71621283;293;315;23.891197;46.60849255;24.37550206;5.12480839
Jammu & Kashmir;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;language;58.57522816;52.97309821;319;275;18.16484868;36.76834433;21.92299377;23.14381321
Jammu & Kashmir;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;math;39.09336528;36.02218948;264;256;21.18236315;42.83109029;27.42297042;8.563576138
Jammu & Kashmir;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;45.3501525;39.38511521;270;258;28.77013013;30.32282142;23.56308691;17.34396154
Jammu & Kashmir;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;42.79269943;39.33958349;267;258;32.23380695;38.24410996;16.21237108;13.30971201
Jammu & Kashmir;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;49.937683;43.18472;296;252;18.244833;11.828393;39.730335;30.19644
Jammu & Kashmir;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;math;30.788689;32.09475;216;235;30.317093;48.38117;17.912924;3.3888175
Jammu & Kashmir;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;35.832794;41.25734;243;218;66.84429;26.029123;6.6938715;0.43271503
Jammu & Kashmir;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;37.60241;34.924866;218;241;62.97597;23.116602;12.100976;1.8064493
Jammu & Kashmir;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;39.146725;37.30951;237;229;56.572815;22.044779;17.306313;4.076095
