state_name;grade;id;created_at;updated_at;subject;state_average;national_average;state_average_scaled_2021;state_average_scaled_2017;below_basic;basic;proficient;advanced
Nagaland;3;13;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;55.40420842;57.41111026;303;327;22.54690163;38.48860998;31.19410193;7.770386466
Nagaland;3;13;2022-05-20T00:01:10;2022-05-20T00:01:10;language;59.63519851;61.88003463;319;345;33.6506958;29.78089907;25.69478132;10.87362381
Nagaland;3;13;2022-05-20T00:01:10;2022-05-20T00:01:10;math;50.76861731;56.94394351;292;330;29.11026247;41.21462718;23.86045988;5.814650472
Nagaland;5;50;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;43.89334188;48.48748114;274;302;39.35624573;39.66157051;18.66400067;2.318183097
Nagaland;5;50;2022-05-20T00:01:11;2022-05-20T00:01:11;language;53.00248484;55.19833154;306;312;22.88102761;38.89953634;28.71668424;9.502751815
Nagaland;5;50;2022-05-20T00:01:11;2022-05-20T00:01:11;math;35.34344804;43.71621283;267;300;45.30054061;45.38936125;8.336768247;0.973329898
Nagaland;8;87;2022-05-20T00:01:11;2022-05-20T00:01:11;language;57.38572472;52.97309821;312;273;15.33126415;44.07007722;24.23087365;16.36778497
Nagaland;8;87;2022-05-20T00:01:11;2022-05-20T00:01:11;math;30.29511602;36.02218948;238;246;31.83382723;57.98655081;9.311720251;0.867901703
Nagaland;8;87;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;39.3579484;39.38511521;246;247;35.71510315;40.55772656;19.65507496;4.072095326
Nagaland;8;87;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;38.9968786;39.33958349;253;259;34.82862887;49.43583615;12.76589424;2.969640738
Nagaland;10;124;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;57.05025;43.18472;312;306;8.351575;7.1559362;46.369823;38.122665
Nagaland;10;124;2022-05-20T00:01:11;2022-05-20T00:01:11;math;27.00284;32.09475;200;241;40.219963;52.19959;6.488094;1.0923557
Nagaland;10;124;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;26.838646;41.25734;212;0;92.2188;6.953081;0.8144287;0.01368745
Nagaland;10;124;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;34.575886;34.924866;204;246;79.81766;17.485592;2.5850644;0.11168328
Nagaland;10;124;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;39.94375;37.30951;241;268;47.36791;37.05176;14.989517;0.59081006
