state_name;grade;id;created_at;updated_at;subject;boys;girls;trans_gender;boys_basic_and_below_basic;boys_proficient_and_advance;girls_basic_and_below_basic;girls_proficient_and_advance
Nagaland;3;13;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;53.53424805;57.31869591;0;63.0041227;36.9958773;59.0138448;40.9861552
Nagaland;3;13;2022-05-20T00:01:10;2022-05-20T00:01:10;language;57.57941373;61.75428165;0;66.45832426;33.54167574;60.31037753;39.68962247
Nagaland;3;13;2022-05-20T00:01:10;2022-05-20T00:01:10;math;49.54643074;52.02227845;0;70.96054828;29.03945172;69.66819235;30.33180765
Nagaland;5;50;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;42.26662313;45.32410163;0;82.30585996;17.69414004;76.12996567;23.87003433
Nagaland;5;50;2022-05-20T00:01:11;2022-05-20T00:01:11;language;50.7272643;55.00162685;0;65.76021555;34.23978445;58.28312219;41.71687781
Nagaland;5;50;2022-05-20T00:01:11;2022-05-20T00:01:11;math;34.55611318;36.04654534;0;91.3347644;8.665235599;90.11787398;9.882126019
Nagaland;8;87;2022-05-20T00:01:11;2022-05-20T00:01:11;language;55.89445559;58.86179398;0;63.23003403;36.76996597;55.6267103;44.3732897
Nagaland;8;87;2022-05-20T00:01:11;2022-05-20T00:01:11;math;30.56603579;30.03193017;0;88.7101179;11.2898821;90.89850482;9.101495175
Nagaland;8;87;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;39.74590419;38.97412135;0;74.50430367;25.49569633;78.02964039;21.97035961
Nagaland;8;87;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;38.95316343;39.04068148;0;83.9945264;16.0054736;84.52912204;15.47087796
Nagaland;10;124;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;54.914936;59.29636;0;19.825876;80.174126;10.95914;89.04086
Nagaland;10;124;2022-05-20T00:01:11;2022-05-20T00:01:11;math;27.22885;26.78513;0;91.33337;8.666633;93.4801;6.5198946
Nagaland;10;124;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;25.91595;27.760695;0;99.47419;0.5258075;98.86961;1.1303843
Nagaland;10;124;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;33.888496;35.274;0;98.21831;1.7816913;96.38384;3.616158
Nagaland;10;124;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;39.216812;40.665836;0;85.80669;14.193312;83.04942;16.950575
