state_name;grade;id;created_at;updated_at;subject;boys;girls;trans_gender;boys_basic_and_below_basic;boys_proficient_and_advance;girls_basic_and_below_basic;girls_proficient_and_advance
Andaman & Nicobar Islands;3;35;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;54.68595033;55.2494674;0;67.68757498;32.31242502;63.06823225;36.93176775
Andaman & Nicobar Islands;3;35;2022-05-20T00:01:10;2022-05-20T00:01:10;language;61.07991943;62.13666768;0;64.77998753;35.22001247;58.8445404;41.1554596
Andaman & Nicobar Islands;3;35;2022-05-20T00:01:10;2022-05-20T00:01:10;math;51.19081385;50.57070651;0;69.09140722;30.90859278;70.59380803;29.40619197
Andaman & Nicobar Islands;5;72;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;47.65095633;49.39465359;0;70.08360443;29.91639557;67.51469849;32.48530151
Andaman & Nicobar Islands;5;72;2022-05-20T00:01:11;2022-05-20T00:01:11;language;51.68043072;58.24392246;0;64.29348238;35.70651762;53.17523415;46.82476585
Andaman & Nicobar Islands;5;72;2022-05-20T00:01:11;2022-05-20T00:01:11;math;40.58873905;40.81193043;0;84.15965639;15.84034361;83.21341972;16.78658028
Andaman & Nicobar Islands;8;109;2022-05-20T00:01:11;2022-05-20T00:01:11;language;52.7317497;57.29996983;0;67.60212684;32.39787316;59.3975785;40.6024215
Andaman & Nicobar Islands;8;109;2022-05-20T00:01:11;2022-05-20T00:01:11;math;32.55827051;34.51647283;0;83.53262625;16.46737375;74.42944597;25.57055403
Andaman & Nicobar Islands;8;109;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;42.10516413;40.23948792;0;64.54374077;35.45625923;73.80175088;26.19824912
Andaman & Nicobar Islands;8;109;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;34.71095897;38.27643434;0;90.43024937;9.569750629;85.65723738;14.34276262
Andaman & Nicobar Islands;10;146;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;52.339947;57.04936;0;26.491875;73.508125;17.007969;82.99203
Andaman & Nicobar Islands;10;146;2022-05-20T00:01:11;2022-05-20T00:01:11;math;32.533306;33.310204;0;72.92851;27.071486;69.23472;30.76528
Andaman & Nicobar Islands;10;146;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;37.492435;41.17013;0;91.83871;8.161293;89.48729;10.512707
Andaman & Nicobar Islands;10;146;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;42.033615;38.84332;0;78.99032;21.009684;85.74672;14.253277
Andaman & Nicobar Islands;10;146;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;37.79343;44.228382;0;82.68787;17.312134;75.42937;24.57063
