state_name;grade;id;created_at;updated_at;subject;boys;girls;trans_gender;boys_basic_and_below_basic;boys_proficient_and_advance;girls_basic_and_below_basic;girls_proficient_and_advance
National Average;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;56.84138373;58.0037;0;57.11750113;42.88249887;55.0654082;44.9345918
National Average;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;language;61.02799119;62.76176947;0;62.50749183;37.49250817;59.87693714;40.12306286
National Average;3;1;2022-05-20T00:01:10;2022-05-20T00:01:10;math;56.75496571;57.14540625;0;58.03845666;41.96154334;57.42381382;42.57618618
National Average;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;47.80899952;49.17248273;0;69.0225151;30.9774849;66.63111044;33.36888956
National Average;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;language;53.94672037;56.46613935;0;60.83008085;39.16991915;56.01891935;43.98108065
National Average;5;38;2022-05-20T00:01:11;2022-05-20T00:01:11;math;43.8430482;43.5896265;0;74.91412007;25.08587993;75.40794102;24.59205898
National Average;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;language;51.81206881;54.04915971;0;68.45975239;31.54024761;64.13133945;35.86866055
National Average;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;math;36.38979219;35.68563038;0;72.78977056;27.21022944;73.73083094;26.26916906
National Average;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;39.76025195;39.03854133;0;71.28317978;28.71682022;72.87533615;27.12466385
National Average;8;75;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;39.17880446;39.49298205;0;80.06882979;19.93117021;79.95799815;20.04200185
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;42.94202;43.400707;0;41.493744;58.506256;39.726994;60.273006
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;math;32.752956;31.520555;0;76.265175;23.734823;78.66112;21.33888
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;40.89053;41.580708;0;89.991234;10.008765;89.122025;10.8779745
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;35.11277;34.762783;0;90.89524;9.104758;91.70506;8.294934
National Average;10;112;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;37.55747;37.09526;0;84.5011;15.4988985;85.63684;14.363158
