state_name;grade;id;created_at;updated_at;subject;urban;rural;rural_basic_and_below_basic;rural_proficient_and_advance;urban_basic_and_below_basic;urban_proficient_and_advance
Uttarakhand;3;5;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;50.23185375;53.64248745;62.96032552;37.03967448;69.29785876;30.70214124
Uttarakhand;3;5;2022-05-20T00:01:10;2022-05-20T00:01:10;language;53.54536378;57.61909263;67.06217354;32.93782646;71.84904441;28.15095559
Uttarakhand;3;5;2022-05-20T00:01:10;2022-05-20T00:01:10;math;48.19555536;52.32453738;66.69696715;33.30303285;74.26545125;25.73454875
Uttarakhand;5;42;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;47.25075563;45.27016374;74.06573471;25.93426529;71.1597225;28.8402775
Uttarakhand;5;42;2022-05-20T00:01:11;2022-05-20T00:01:11;language;54.59173207;51.54061647;63.91234982;36.08765018;59.37261066;40.62738934
Uttarakhand;5;42;2022-05-20T00:01:11;2022-05-20T00:01:11;math;40.68322629;38.49872014;83.72139427;16.27860573;79.87655982;20.12344018
Uttarakhand;8;79;2022-05-20T00:01:11;2022-05-20T00:01:11;language;56.36706638;54.40000518;64.60313544;35.39686456;59.92173033;40.07826967
Uttarakhand;8;79;2022-05-20T00:01:11;2022-05-20T00:01:11;math;35.42100483;35.37945919;74.07198629;25.92801371;75.81522772;24.18477228
Uttarakhand;8;79;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;39.67536143;39.23095019;72.36715624;27.63284376;72.18236722;27.81763278
Uttarakhand;8;79;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;38.49557542;38.8781517;81.58510975;18.41489025;83.19046898;16.80953102
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;48.584244;41.908707;44.791794;55.208206;32.362057;67.63794
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;math;32.201035;31.11144;78.835945;21.164053;76.61839;23.381605
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;43.682625;40.87157;89.26147;10.738532;87.06676;12.93324
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;36.25233;34.55355;91.54415;8.455846;90.590744;9.409258
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;38.70956;36.555973;86.79172;13.208279;83.37578;16.624218
