state_name;grade;id;created_at;updated_at;subject;urban;rural;rural_basic_and_below_basic;rural_proficient_and_advance;urban_basic_and_below_basic;urban_proficient_and_advance
Goa;3;30;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;55.75665954;61.75000058;50.82760292;49.17239708;56.58467576;43.41532424
Goa;3;30;2022-05-20T00:01:10;2022-05-20T00:01:10;language;60.82817461;64.34898874;57.05194748;42.94805252;59.20678003;40.79321997
Goa;3;30;2022-05-20T00:01:10;2022-05-20T00:01:10;math;52.40507303;56.37844889;59.45673949;40.54326051;65.76002308;34.23997692
Goa;5;67;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;47.55850083;44.63045108;76.15200762;23.84799238;71.18080244;28.81919756
Goa;5;67;2022-05-20T00:01:11;2022-05-20T00:01:11;language;59.04305532;53.00318673;62.67897866;37.32102134;50.69840469;49.30159531
Goa;5;67;2022-05-20T00:01:11;2022-05-20T00:01:11;math;38.94058648;39.35518403;82.73460009;17.26539991;85.52012777;14.47987223
Goa;8;104;2022-05-20T00:01:11;2022-05-20T00:01:11;language;65.58091807;56.59494528;61.72416665;38.27583335;42.27063639;57.72936361
Goa;8;104;2022-05-20T00:01:11;2022-05-20T00:01:11;math;33.48345259;29.99534365;90.46379354;9.536206458;81.64054767;18.35945233
Goa;8;104;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;46.30186637;39.64322315;73.20159853;26.79840147;55.77443701;44.22556299
Goa;8;104;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;39.19397182;36.0007353;89.51551335;10.48448665;81.9728475;18.0271525
Goa;10;141;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;67.14523;60.141277;12.7910595;87.20894;8.467629;91.53237
Goa;10;141;2022-05-20T00:01:11;2022-05-20T00:01:11;math;30.92489;29.7189;86.671715;13.328285;83.25065;16.749353
Goa;10;141;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;32.447437;31.35698;98.184395;1.8156044;97.82081;2.1791947
Goa;10;141;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;42.64259;37.70372;90.41963;9.580368;81.706024;18.293976
Goa;10;141;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;46.76044;40.947144;79.730606;20.269392;65.77911;34.22089
