state_name;grade;id;created_at;updated_at;subject;sc;st;obc;general;sc_basic_and_below_basic;sc_proficient_and_advance;st_basic_and_below_basic;st_proficient_and_advance;obc_basic_and_below_basic;obc_proficient_and_advance;general_basic_and_below_basic;general_proficient_and_advance
Chandigarh;3;4;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;49.83899741;86.66666667;45.34109123;62.21240061;68.38318538;31.61681462;0;100;74.96199295;25.03800705;48.36635864;51.63364136
Chandigarh;3;4;2022-05-20T00:01:10;2022-05-20T00:01:10;language;51.98657412;80;53.75176517;68.59982805;71.42842227;28.57157773;0;100;67.49608351;32.50391649;52.75054948;47.24945052
Chandigarh;3;4;2022-05-20T00:01:10;2022-05-20T00:01:10;math;50.53093358;70.58823529;48.14002934;60.38835116;67.5284104;32.4715896;0;100;74.84874488;25.15125512;52.65335981;47.34664019
Chandigarh;5;41;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;48.24369789;30.1771494;53.21137753;54.68364579;74.57526385;25.42473615;96.64659876;3.353401238;54.69497815;45.30502185;58.5155016;41.4844984
Chandigarh;5;41;2022-05-20T00:01:11;2022-05-20T00:01:11;language;59.0885779;39.63979645;60.87658747;65.38238146;57.7914301;42.2085699;93.29319752;6.706802476;40.63400364;59.36599636;42.06402001;57.93597999
Chandigarh;5;41;2022-05-20T00:01:11;2022-05-20T00:01:11;math;43.55108179;35.75186521;55.00754361;49.97334394;79.76262004;20.23737996;92.19650077;7.80349923;55.53646455;44.46353545;65.3509243;34.6490757
Chandigarh;8;78;2022-05-20T00:01:11;2022-05-20T00:01:11;language;56.35637237;33.33333333;64.76972955;66.27981623;63.60778745;36.39221255;100;0;35.34559467;64.65440533;43.9719672;56.0280328
Chandigarh;8;78;2022-05-20T00:01:11;2022-05-20T00:01:11;math;43.30661143;36.66666667;45.73367515;46.58504913;56.86125288;43.13874712;100;0;62.98661269;37.01338731;50.12751049;49.87248951
Chandigarh;8;78;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;43.88386668;31.59298144;52.20124373;50.5753349;66.51348396;33.48651604;100;0;46.15539198;53.84460802;46.8409809;53.1590191
Chandigarh;8;78;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;42.42424869;38.55457755;43.5820786;49.04294092;77.23079427;22.76920573;100;0;74.08952929;25.91047071;59.12188622;40.87811378
Chandigarh;10;115;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;54.378983;85.34953;61.045692;67.50403;23.431349;76.56865;0;100;13.784385;86.215614;9.812833;90.187164
Chandigarh;10;115;2022-05-20T00:01:11;2022-05-20T00:01:11;math;36.913406;51.503254;42.239784;43.652134;68.1776;31.822401;49.64011;50.35989;51.11078;48.88922;50.50189;49.49811
Chandigarh;10;115;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;44.088554;54.47441;53.049446;51.428085;85.79867;14.201333;72.47784;27.522163;69.79667;30.203331;70.63708;29.362923
Chandigarh;10;115;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;39.75839;61.73935;43.468876;48.462784;82.34119;17.65881;0;100;75.4528;24.5472;62.526443;37.473557
Chandigarh;10;115;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;42.891327;0;49.63846;54.076054;75.454865;24.545137;0;0;62.82198;37.17802;50.218075;49.781925
