state_name;grade;id;created_at;updated_at;subject;sc;st;obc;general;sc_basic_and_below_basic;sc_proficient_and_advance;st_basic_and_below_basic;st_proficient_and_advance;obc_basic_and_below_basic;obc_proficient_and_advance;general_basic_and_below_basic;general_proficient_and_advance
Odisha;3;21;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;58.88474192;55.05046327;60.30187473;62.50163774;55.42391065;44.57608935;61.28360047;38.71639953;52.90148048;47.09851952;48.08447382;51.91552618
Odisha;3;21;2022-05-20T00:01:10;2022-05-20T00:01:10;language;64.33529619;59.98620799;66.57683883;69.94542951;58.67897523;41.32102477;65.63951781;34.36048219;54.34389495;45.65610505;48.26620157;51.73379843
Odisha;3;21;2022-05-20T00:01:10;2022-05-20T00:01:10;math;60.3654896;55.649271;61.89228648;63.18385397;53.33829146;46.66170854;60.22074071;39.77925929;49.6981636;50.3018364;47.51524898;52.48475102
Odisha;5;58;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;45.15388894;40.68914881;49.89051229;55.62489591;71.43183038;28.56816962;77.64465495;22.35534505;64.65402583;35.34597417;55.4475759;44.5524241
Odisha;5;58;2022-05-20T00:01:11;2022-05-20T00:01:11;language;49.90409584;45.03838123;54.90886454;63.32855425;66.25534818;33.74465182;73.97483926;26.02516074;59.25652428;40.74347572;44.49232558;55.50767442
Odisha;5;58;2022-05-20T00:01:11;2022-05-20T00:01:11;math;44.98093196;39.69207619;49.90085453;51.95526302;71.22447331;28.77552669;80.09882871;19.90117129;64.37731011;35.62268989;62.53837565;37.46162435
Odisha;8;95;2022-05-20T00:01:11;2022-05-20T00:01:11;language;48.28833381;43.4120617;55.18190172;63.97471358;74.46296254;25.53703746;82.55669186;17.44330814;63.26853682;36.73146318;44.48095426;55.51904574
Odisha;8;95;2022-05-20T00:01:11;2022-05-20T00:01:11;math;35.29391566;32.04052179;39.030422;43.41122499;72.32374568;27.67625432;79.37538134;20.62461866;65.23366008;34.76633992;56.91678781;43.08321219
Odisha;8;95;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;36.12983914;33.50767757;41.13151763;47.4094812;77.07328956;22.92671044;83.74954892;16.25045108;65.85894223;34.14105777;51.19659461;48.80340539
Odisha;8;95;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;36.13778901;33.58470025;40.16345825;44.69597403;84.16384539;15.83615461;87.56832744;12.43167256;77.85257789;22.14742211;68.76549523;31.23450477
Odisha;10;132;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;38.63025;35.81446;41.686516;52.097275;44.520008;55.479992;52.433887;47.566113;37.949028;62.050972;23.801624;76.19837
Odisha;10;132;2022-05-20T00:01:11;2022-05-20T00:01:11;math;31.172417;28.857372;34.354084;37.809086;81.70927;18.290731;86.61669;13.383309;71.89827;28.10173;63.315334;36.684666
Odisha;10;132;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;36.827526;34.487144;39.584118;41.667732;98.0539;1.9460964;98.46472;1.535282;95.254524;4.745478;92.108734;7.8912635
Odisha;10;132;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;32.40216;30.148155;34.73683;39.279785;95.22915;4.7708488;97.38002;2.6199782;93.84878;6.1512227;84.220505;15.779495
Odisha;10;132;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;33.374462;32.121677;36.541725;42.3339;92.41474;7.5852604;95.15104;4.8489637;89.06001;10.939985;75.31179;24.688206
