state_name;grade;id;created_at;updated_at;subject;boys;girls;trans_gender;boys_basic_and_below_basic;boys_proficient_and_advance;girls_basic_and_below_basic;girls_proficient_and_advance
Rajasthan;3;8;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;64.29405278;64.95157149;0;44.02249736;55.97750264;43.58895447;56.41104553
Rajasthan;3;8;2022-05-20T00:01:10;2022-05-20T00:01:10;language;68.23196738;69.4478886;0;51.48203819;48.51796181;50.4357252;49.5642748
Rajasthan;3;8;2022-05-20T00:01:10;2022-05-20T00:01:10;math;64.83779816;64.99253458;0;43.68922438;56.31077562;44.38636355;55.61363645
Rajasthan;5;45;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;55.83910158;57.33943506;0;54.76606982;45.23393018;50.93125665;49.06874335
Rajasthan;5;45;2022-05-20T00:01:11;2022-05-20T00:01:11;language;61.96006033;64.66582078;0;47.6729039;52.3270961;42.79749567;57.20250433
Rajasthan;5;45;2022-05-20T00:01:11;2022-05-20T00:01:11;math;52.82617612;53.53267081;0;59.24011872;40.75988128;58.1182008;41.8817992
Rajasthan;8;82;2022-05-20T00:01:11;2022-05-20T00:01:11;language;59.36837135;61.75545094;0;56.01798405;43.98201595;51.12513791;48.87486209
Rajasthan;8;82;2022-05-20T00:01:11;2022-05-20T00:01:11;math;45.57213295;46.61851807;0;54.68469239;45.31530761;52.4740898;47.5259102
Rajasthan;8;82;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;46.57451681;47.22728296;0;55.26391804;44.73608196;54.12728153;45.87271847
Rajasthan;8;82;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;47.77317455;49.42020871;0;62.83777293;37.16222707;58.9969599;41.0030401
Rajasthan;10;119;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;47.518612;49.465595;0;30.93769;69.06231;27.823217;72.17678
Rajasthan;10;119;2022-05-20T00:01:11;2022-05-20T00:01:11;math;40.548866;42.36439;0;57.55892;42.44108;53.633953;46.366047
Rajasthan;10;119;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;47.40643;47.809505;0;81.16636;18.833645;79.544914;20.455082
Rajasthan;10;119;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;41.50563;43.201603;0;80.00774;19.992268;76.38588;23.614122
Rajasthan;10;119;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;45.364357;46.347115;0;69.66627;30.333735;67.287025;32.71297
