state_name;grade;id;created_at;updated_at;subject;state_average;national_average;state_average_scaled_2021;state_average_scaled_2017;below_basic;basic;proficient;advanced
Goa;3;30;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;59.12553209;57.41111026;310;319;20.87274846;32.47586173;34.67427796;11.97711186
Goa;3;30;2022-05-20T00:01:10;2022-05-20T00:01:10;language;62.82549951;61.88003463;327;333;30.17096627;27.81339742;24.87698581;17.13865049
Goa;3;30;2022-05-20T00:01:10;2022-05-20T00:01:10;math;54.61698397;56.94394351;299;309;25.59465995;36.65643208;30.16701639;7.581891573
Goa;5;67;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;45.79295179;48.48748114;278;292;37.80167345;36.37665542;21.42005021;4.401620919
Goa;5;67;2022-05-20T00:01:11;2022-05-20T00:01:11;language;55.40963597;55.19833154;312;313;24.12998573;33.77560378;28.48768117;13.60672931
Goa;5;67;2022-05-20T00:01:11;2022-05-20T00:01:11;math;39.1903952;43.71621283;274;295;38.50014439;45.34161094;12.43457201;3.723672657
Goa;8;104;2022-05-20T00:01:11;2022-05-20T00:01:11;language;60.95435132;52.97309821;324;311;14.11230508;38.17428154;24.77918776;22.93422562
Goa;8;104;2022-05-20T00:01:11;2022-05-20T00:01:11;math;31.68281857;36.02218948;242;248;29.65016654;56.54512324;11.40133754;2.403372685
Goa;8;104;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;42.87626231;39.38511521;259;258;29.57331562;35.16669489;24.31680943;10.94318005
Goa;8;104;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;37.55912492;39.33958349;249;265;40.80331958;45.03115979;9.949670842;4.215849785
Goa;10;141;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;63.878643;43.18472;338;297;5.0587153;5.4253283;34.432526;55.08343
Goa;10;141;2022-05-20T00:01:11;2022-05-20T00:01:11;math;30.362257;32.09475;213;244;31.867527;52.97916;12.523724;2.629587
Goa;10;141;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;31.944883;41.25734;229;250;82.34747;15.640901;1.796843;0.21478525
Goa;10;141;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;40.344048;34.924866;230;258;54.92835;30.832973;12.440366;1.7983117
Goa;10;141;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;44.047367;37.30951;256;265;41.286304;31.003988;24.32993;3.3797755
